frequency_id,line_id,start_time,end_time,headway_sec
T90,A_2,11:05:00,11:34:00,60
T91,A_2,11:15:00,11:44:00,60
T919,B_1,19:10:00,20:30:00,60
T92,A_2,11:25:00,11:54:00,60
T920,B_1,19:40:00,21:00:00,60
T921,B_1,20:10:00,21:30:00,60
T922,B_1,20:40:00,22:00:00,60
T923,B_1,21:10:00,22:30:00,60
T924,B_1,21:40:00,23:00:00,60
T925,B_1,22:10:00,23:30:00,60
T93,A_2,11:35:00,12:04:00,60
T94,A_2,11:45:00,12:14:00,60
T95,A_2,11:55:00,12:24:00,60
T96,A_2,12:05:00,12:34:00,60
T963,B_1,05:10:00,06:30:00,60
T964,B_1,05:40:00,07:00:00,60
T965,B_1,06:10:00,07:30:00,60
T966,B_1,06:40:00,08:00:00,60
T967,B_1,07:10:00,08:30:00,60
T968,B_1,07:40:00,09:00:00,60
T969,B_1,08:10:00,09:30:00,60
T97,A_2,12:15:00,12:44:00,60
T970,B_1,08:40:00,10:00:00,60
T971,B_1,09:10:00,10:30:00,60
T972,B_1,09:40:00,11:00:00,60
T973,B_1,10:10:00,11:30:00,60
T974,B_1,10:40:00,12:00:00,60
T975,B_1,11:10:00,12:30:00,60
T976,B_1,11:40:00,13:00:00,60
T977,B_1,12:10:00,13:30:00,60
T978,B_1,12:40:00,14:00:00,60
T979,B_1,13:10:00,14:30:00,60
T98,A_2,18:55:00,19:24:00,60
T980,B_1,13:40:00,15:00:00,60
T981,B_1,14:10:00,15:30:00,60
T982,B_2,12:45:00,14:05:00,60
T983,B_2,13:15:00,14:35:00,60
T984,B_2,13:45:00,15:05:00,60
T985,B_2,14:15:00,15:35:00,60
T986,B_2,14:45:00,16:05:00,60
T987,B_2,15:15:00,16:35:00,60
T988,B_2,15:45:00,17:05:00,60
T989,B_2,16:15:00,17:35:00,60
T99,A_2,19:17:00,19:46:00,60
T990,B_2,16:45:00,18:05:00,60
T991,B_2,17:15:00,18:35:00,60
T992,B_2,17:45:00,19:05:00,60
T993,B_2,18:15:00,19:35:00,60
T994,B_2,18:45:00,20:05:00,60
