,X,Y,county
1115,-76.61893879517612,39.27638628113275,Baltimore City
1119,-76.86096026875646,39.599289839803745,Carroll
1120,-76.61101028603807,39.10180532467128,Anne Arundel
1124,-76.56053746263613,39.315133242759046,Baltimore City
1135,-76.55476198796035,39.17462814095383,Anne Arundel
1142,-76.55993264222668,38.92183371425453,Anne Arundel
1143,-76.60338070658213,39.03547800406624,Anne Arundel
1144,-76.32998321811787,39.54675958580317,Harford
1145,-76.53116718006747,39.28490085931042,Baltimore City
1146,-76.61923116805502,38.868468619105506,Anne Arundel
1148,-76.60991377635109,38.82368427028362,Anne Arundel
1151,-76.61455841311971,39.128766409945335,Anne Arundel
1152,-76.62106770538145,39.25324794290023,Baltimore City
1153,-76.73654160135779,39.29953109813349,Baltimore
1154,-76.66226056987733,39.54194350307386,Baltimore
1155,-76.44190802401856,39.23910302632977,Baltimore
1156,-76.8404126397321,39.59292288015659,Carroll
1163,-76.83364901914206,39.29058243568555,Howard
1168,-76.4578519992142,39.32176925991396,Baltimore
1173,-76.6426667567503,39.2871198143428,Baltimore City
1174,-76.84504535316194,39.20478861592647,Howard
1175,-76.30868871898653,38.9775982136759,Queen Anne's
1178,-76.59832074901328,39.382102029834115,Baltimore
1181,-76.51352459128084,38.98098379005819,Anne Arundel
1182,-76.72650048733509,39.358883918082846,Baltimore
1183,-75.85893143530494,39.18361468917306,Queen Anne's
1188,-76.67962248813825,39.381436701663155,Baltimore
1190,-76.52337809215642,39.15396367990503,Anne Arundel
1192,-76.47008563404579,39.30350484906983,Baltimore
1194,-76.88871934021807,39.21669824100388,Howard
1195,-76.9659669698894,39.37316074074301,Carroll
1199,-76.84358426491187,39.2130967900917,Howard
1201,-77.1711149582359,39.652712431992285,Carroll
1205,-76.5852430885818,39.29778294934215,Baltimore City
1206,-76.62598852109932,39.29881354490977,Baltimore City
1207,-76.65494342627386,39.36580986306506,Baltimore City
1209,-76.5996880432662,39.2968984287421,Baltimore City
1211,-76.69815001539608,39.295328925735504,Baltimore City
1213,-76.61118287037044,39.27083535834417,Baltimore City
1216,-76.73520324094184,39.185139280282655,Howard
1218,-76.83453528891656,39.228938736236465,Howard
1219,-76.54543444798867,39.32087774969453,Baltimore City
1227,-76.79285084743256,39.44421961301696,Baltimore
1228,-76.6122469374009,39.43846212031729,Baltimore
1230,-76.60056821168327,39.390673075300285,Baltimore
1231,-76.59262811158307,38.7807252428474,Anne Arundel
1234,-76.97964078468277,39.266338469291426,Howard
1239,-76.49946961502421,38.95574597111958,Anne Arundel
1246,-76.70824037596094,39.12235266971947,Anne Arundel
1248,-76.81293568238884,39.254108063983146,Howard
1249,-76.45621533164861,39.34188433630224,Baltimore
1252,-76.54804761391252,39.380680251746064,Baltimore
1253,-76.4136373000189,39.37169806970499,Baltimore
1254,-76.67404832412099,39.26778655767336,Baltimore City
1256,-76.67620207903212,39.310533943145494,Baltimore City
1265,-76.60385358064602,39.34283124791806,Baltimore City
1266,-76.6077188157179,39.474105047736494,Baltimore
1272,-76.79779806104335,39.207226988250646,Howard
1276,-76.69620267357432,39.065035607695606,Anne Arundel
1278,-76.8686747668545,39.30504739065799,Howard
1279,-76.60422581285533,39.330217792288906,Baltimore City
1282,-76.6949732877855,39.37505542001345,Baltimore
1284,-76.50280192365548,38.99124823879123,Anne Arundel
1285,-76.7076611764017,39.284127137816455,Baltimore City
1286,-76.94592028997651,39.30172156589177,Howard
1287,-76.76019006382595,39.1186928530936,Anne Arundel
1290,-76.63419204497004,39.404259707305776,Baltimore
1292,-76.77027546209716,39.272585038711206,Baltimore
1294,-76.64258639795656,39.347055870886905,Baltimore City
1295,-76.71413486303885,39.269504757890786,Baltimore
1300,-76.99021629029826,39.57532979097348,Carroll
1301,-77.0255346067223,39.57847103165681,Carroll
1302,-76.9924153544357,39.54142226068403,Carroll
1303,-76.99364163385027,39.582921254068076,Carroll
1305,-76.72586167018373,39.28619365234464,Baltimore
1306,-76.63784709492668,39.262153627654406,Baltimore City
1307,-76.64475856473773,39.31430313417727,Baltimore City
1310,-76.69105082104684,39.293142507830794,Baltimore City
1317,-76.55219224480071,39.389841119982464,Baltimore
1323,-76.87294916926695,39.21734754671989,Howard
1324,-76.87658514080363,39.21799663068143,Howard
1329,-76.66431499986412,39.317902864071314,Baltimore City
1331,-76.57941953158041,39.29519824004406,Baltimore City
1332,-76.29743269283091,39.449684575092384,Harford
1333,-76.65686714330198,39.31090699171853,Baltimore City
1334,-76.30781282026201,39.480784002049646,Harford
1341,-76.76261131996067,39.37280911686258,Baltimore
1342,-76.46013280824587,39.032676702758096,Anne Arundel
1343,-76.68312441935645,39.31652167098316,Baltimore City
1345,-76.78652972437507,39.35282374173808,Baltimore
1348,-76.7793453463807,39.35409178129878,Baltimore
1349,-77.05430320040865,39.453159056683404,Carroll
1350,-76.60043655639186,39.348764749303776,Baltimore City
1351,-76.97707747525719,39.57118992129973,Carroll
1352,-76.99428089476939,39.581755557247135,Carroll
1353,-76.5899581020647,39.288055492088716,Baltimore City
1357,-76.75840773803026,39.29479369077357,Baltimore
1359,-76.7491653799071,39.38950998034181,Baltimore
1360,-76.54061118122581,39.36627758471225,Baltimore City
1361,-76.73512138465651,39.315714962032814,Baltimore
1362,-76.73566392756224,39.334198335716756,Baltimore
1364,-76.74060775901602,39.337452960244,Baltimore
1368,-76.61465030718001,39.14080006095645,Anne Arundel
1371,-76.79407207382366,39.24489465186669,Howard
1376,-76.58120615671302,39.36355965999421,Baltimore City
1378,-76.43860235672369,39.530021822338156,Harford
1379,-76.64661726350222,39.296004743372045,Baltimore City
