shapeid,FID_1,ID,NAME,NB_LANES,SPEED,FNODE,TNODE,LinkCat,DIRECTION,CAPACITY,LENGTH,ctps_ID,FID_2,ID2,LENGTH_1,DIR,IN_MODEL,IN_MPO,BIKE_FLAG,ANODE,BNODE,A_TO_B_INB,OD_TOLL,STREETNAME,ROUTENUMBE,LRTP_PROJE,PROJECT_CA,PROJECT_YE,SCEN_00,SCEN_00_FU,SCEN_00_TR,SCEN_00_FI,SCEN_00_F1,SCEN_00_F2,SCEN_00_F3,SCEN_00_PN,SCEN_00_SP,SCEN_00_LA,SCEN_00_AB,SCEN_00_BA,SCEN_00_A1,SCEN_00_B1,SCEN_00_A2,SCEN_00_B2,SCEN_00_A3,SCEN_00_B3,SCEN_00_A4,SCEN_00_B4,SCEN_00_A5,SCEN_00_B5,SCEN_00_A6,SCEN_00_B6,SCEN_00_A7,SCEN_00_B7,SCEN_00_A8,SCEN_00_B8,SCEN_00_A9,SCEN_00_B9,SCEN_00_10,SCEN_00_11,SCEN_00_12,SCEN_00_13,AB_AM_CNT,BA_AM_CNT,AB_MD_CNT,BA_MD_CNT,AB_PM_CNT,BA_PM_CNT,AB_NT_CNT,BA_NT_CNT,AB_DLY_CNT,BA_DLY_CNT,AB_PEAK_CN,BA_PEAK_CN,AB_OFFPEAK,BA_OFFPEAK,AB_AMCAPAC,BA_AMCAPAC,AB_MDCAPAC,BA_MDCAPAC,AB_PMCAPAC,BA_PMCAPAC,AB_NTCAPAC,BA_NTCAPAC,COUNT_YEAR,EXPWY_COUN,EXPWY_SEGM,EXPWY2_SEG,TOTAL_AM,TOTAL_PM,TOTAL_DLY,SPEED_SCAL,MAX_VC,MEDIAN,TRUCK_EXCL,ACCESSCONT,DIVIDER1,PNR_PARKIN,I_93,I_90,I_95,RTE_128,LOGAN_ARRI,LOGAN_DEPA,ALPHA,BETA,MODEL_FUNC,ROUTESYSTE,ROADINVENT,ROADSEGMEN,SC_SEQUENC,GC,PEV,PEVSW,TRRT2STA,PEVMEASURE,SWM_FUNCTI,MODE,WALKTIME,BIKETIME,AB_AM_FFTI,BA_AM_FFTI,AB_MD_FFTI,BA_MD_FFTI,AB_PM_FFTI,BA_PM_FFTI,AB_NT_FFTI,BA_NT_FFTI,AB_AM_FFSP,BA_AM_FFSP,AB_MD_FFSP,BA_MD_FFSP,AB_PM_FFSP,BA_PM_FFSP,AB_NT_FFSP,BA_NT_FFSP,AB_AM_IVTT,BA_AM_IVTT,AB_MD_IVTT,BA_MD_IVTT,AB_PM_IVTT,BA_PM_IVTT,AB_NT_IVTT,BA_NT_IVTT,AB_AM_CONG,BA_AM_CONG,AB_MD_CONG,BA_MD_CONG,AB_PM_CONG,BA_PM_CONG,AB_NT_CONG,BA_NT_CONG,mg_class,MG_RDType,linkcat,NEW_ID_1,NAME_1,NB_LANES_1,SPEED_1,FNODE_1,TNODE_1,CATEGORY_1,DIRECTIO_1,CAPACITY_1,ctps_ID_1,a_text,b_text,ab_text,FID_12,LENGTH_12,a_text_1,b_text_1,ab_text_1,ba_text
153,30839,119274,RANDOLPH AVENUE,1,60,52272,52268,B,2,650,268.458,34619,0,34940,268.458,0,1,1,0,52268,52272,0,0,RANDOLPH AVENUE,N113,NULL,NULL,0,1,3,0,3.642935,0,0,0.728587,0,37,650,1,1,1,1,1,1,1,1,0.328525,0.306933,0.318731,0.307041,0.315802,0.351823,0.295615,0.296424,0.34676,0.312255,0.311808,0.308474,0.312492,0.35521,0.295536,0.296102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,1625,3087.5,3087.5,1625,1625,4550,4550,0,0,NULL,NULL,1727.67122,1738.54909,7591,1,0.999568,2,0,1,** || **,0,0,0,0,0,0,0,0.83,4,3,0,25245100,252451,0,3,0,0,0,0,3,70,3.642935,0.728587,0.295373,0.295373,0.295373,0.295373,0.295373,0.295373,0.295373,0.295373,40,40,40,40,40,40,40,40,0.365028,0.341037,0.354146,0.341157,0.350891,0.390914,0.328461,0.32936,0.328525,0.306933,0.318731,0.307041,0.315802,0.351823,0.295615,0.296424,4,4,B,119273,RANDOLPH AVENUE,1,60,52272,52268,B,2,650,34619,52272,52268,52272/52268,34619,0.182147,52268,52272,52268/52272,52272/52268
154,44889,60768,STANDARD STREET,1,48,53935,53931,C,0,675,211.542,50736,0,51309,211.542,0,1,1,0,53935,53931,0,0,STANDARD STREET,NULL,NULL,NULL,0,1,10,0,2.968261,0,0,0.890478,0,30,675,1,1,1,1,1,1,1,1,0.352477,0.298934,0.296894,0.296954,0.296961,0.422244,0.296826,0.296835,0.348742,0.300136,0.296913,0.296947,0.296963,0.383277,0.296826,0.296835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.5,1687.5,3206.25,3206.25,1687.5,1687.5,4725,4725,0,0,NULL,NULL,1402.61607,1270.03806,3633,1,1.396873,2,0,1,** || **,0,0,0,0,0,0,0,1.25,4,10,NULL,4992500,49925,0,3,0,0,0,0,0,70,2.968261,0.890478,0.296826,0.296826,0.296826,0.296826,0.296826,0.296826,0.296826,0.296826,30,30,30,30,30,30,30,30,0.587462,0.498223,0.494823,0.494923,0.494935,0.70374,0.49471,0.494725,0.352477,0.298934,0.296894,0.296954,0.296961,0.422244,0.296826,0.296835,5,5,C,60767,STANDARD STREET,1,48,53935,53931,C,0,675,50736,53935,53931,53935/53931,50736,0.148413,53935,53931,53935/53931,53931/53935
155,44890,60769,WOODBOLE AVENUE,1,48,53930,53931,C,0,675,26.6305,50737,0,51310,26.6305,0,1,1,0,53930,53931,0,0,WOODBOLE AVENUE,NULL,NULL,NULL,0,1,10,0,0.652687,0,0,0.195806,0,30,675,1,1,1,1,1,1,1,1,0.065706,0.077808,0.065295,0.065287,0.091922,0.065304,0.06527,0.065269,0.065961,0.080664,0.065293,0.065292,0.083402,0.065304,0.06527,0.065269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.5,1687.5,3206.25,3206.25,1687.5,1687.5,4725,4725,0,0,NULL,NULL,1402.61607,1270.03806,3635,1,1.396873,2,0,1,** || **,0,0,0,0,0,0,0,1.25,4,10,NULL,4978000,49780,0,3,0,0,0,0,0,70,0.652687,0.195806,0.065269,0.065269,0.065269,0.065269,0.065269,0.065269,0.065269,0.065269,30,30,30,30,30,30,30,30,0.10951,0.12968,0.108825,0.108812,0.153203,0.10884,0.108783,0.108782,0.065706,0.077808,0.065295,0.065287,0.091922,0.065304,0.06527,0.065269,5,5,C,60768,WOODBOLE AVENUE,1,48,53930,53931,C,0,675,50737,53930,53931,53930/53931,50737,0.032634,53930,53931,53930/53931,53931/53930
156,44891,60770,WOODMERE STREET,1,48,53930,53932,C,0,675,55.3022,50738,0,51311,55.3022,0,1,1,0,53930,53932,0,0,WOODMERE STREET,NULL,COMPLETE STS,NULL,0,1,10,0,1.011247,0,0,0.303374,0,30,675,1,1,1,1,1,1,1,1,0.120084,0.101843,0.101148,0.101168,0.101171,0.143853,0.101125,0.101128,0.118812,0.102252,0.101154,0.101166,0.101171,0.130578,0.101125,0.101128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.5,1687.5,3206.25,3206.25,1687.5,1687.5,4725,4725,0,0,NULL,NULL,1402.61607,1270.03806,3633,1,1.396873,2,0,1,** || **,0,0,0,0,0,0,0,1.25,4,10,NULL,5592900,55929,0,3,0,0,0,0,0,70,1.011247,0.303374,0.101125,0.101125,0.101125,0.101125,0.101125,0.101125,0.101125,0.101125,30,30,30,30,30,30,30,30,0.20014,0.169738,0.16858,0.168613,0.168618,0.239755,0.168542,0.168547,0.120084,0.101843,0.101148,0.101168,0.101171,0.143853,0.101125,0.101128,5,5,C,60769,WOODMERE STREET,1,48,53930,53932,C,0,675,50738,53930,53932,53930/53932,50738,0.050562,53930,53932,53930/53932,53932/53930
157,23010,38889,RIVER STREET,1,56,51725,51726,B,0,825,173.577,25934,0,26179,173.577,0,1,1,0,51725,51726,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,2.482884,0,0,0.496577,0,35,825,1,1,1,1,1,1,1,1,0.228772,0.253169,0.236933,0.261341,0.234985,0.27299,0.215557,0.229444,0.227667,0.2594,0.232068,0.252664,0.23435,0.281485,0.2155,0.229519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1725.26412,2321.02869,12259,1,0.988351,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5702400,57024,0,3,0,0,0,0,5,70,2.482884,0.496577,0.212819,0.212819,0.212819,0.212819,0.212819,0.212819,0.212819,0.212819,35,35,35,35,35,35,35,35,0.285965,0.316461,0.296166,0.326676,0.293731,0.341237,0.269446,0.286805,0.228772,0.253169,0.236933,0.261341,0.234985,0.27299,0.215557,0.229444,4,4,B,38888,RIVER STREET,1,56,51725,51726,B,0,825,25934,51725,51726,51725/51726,25934,0.124144,51725,51726,51725/51726,51726/51725
158,50126,66005,MILTON AVENUE,1,32,53952,53913,C,0,650,71.7251,58361,0,59178,71.7251,0,1,1,0,53952,53913,0,0,MILTON AVENUE,BSR1922,COMPLETE STS,NULL,0,1,6,0,1.214213,0,0,0.01,0,20,650,1,1,1,1,1,1,1,1,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,1625,3087.5,3087.5,1625,1625,4550,4550,0,0,NULL,NULL,0,0,0,1,1.055721,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,6,0,4975000,49750,0,2,0,0,0,0,8,70,1.214213,0.01,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,20,20,20,20,20,20,20,20,0.260189,0.260189,0.260189,0.260189,0.260189,0.260189,0.260189,0.260189,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,0.182132,5,5,C,66004,MILTON AVENUE,1,32,53952,53913,C,0,650,58361,53952,53913,53952/53913,58361,0.060711,53952,53913,53952/53913,53913/53952
159,47535,63414,MORTON STREET,1,56,53932,53936,B,0,825,35.1663,54830,0,55592,35.1663,0,1,1,0,53932,53936,0,0,MORTON STREET,NULL,COMPLETE STS,NULL,0,1,5,0,0.758573,0,0,0.151715,0,35,825,1,1,1,1,1,1,1,1,0.065101,0.065159,0.065024,0.065024,0.065025,0.06666,0.065021,0.065021,0.06508,0.065229,0.065023,0.065024,0.065025,0.06585,0.065021,0.065021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,773.668486,782.688585,2306,1,0.453939,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,NULL,5925200,59252,0,3,0,0,0,0,5,70,0.758573,0.151715,0.065021,0.065021,0.065021,0.065021,0.065021,0.065021,0.065021,0.065021,35,35,35,35,35,35,35,35,0.081376,0.081449,0.08128,0.08128,0.081281,0.083325,0.081276,0.081276,0.065101,0.065159,0.065024,0.065024,0.065025,0.06666,0.065021,0.065021,4,4,B,63413,MORTON STREET,1,56,53932,53936,B,0,825,54830,53932,53936,53932/53936,54830,0.037929,53932,53936,53932/53936,53936/53932
160,73588,162025,GALLIVAN BOULEVARD,2,56,54059,54061,B,0,2500,214.511,50732,0,51305,214.511,0,1,1,0,54059,54061,0,0,GALLIVAN BOULEVARD,203,COMPLETE STS,NULL,0,1,2,0,2.974213,0,0,0.01,0,35,1250,2,2,2,2,2,2,2,2,0.25597,0.255893,0.255232,0.255145,0.256608,0.256474,0.254955,0.254944,0.255855,0.256073,0.255252,0.255157,0.256496,0.256296,0.254954,0.254943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,6250,11875,11875,6250,6250,17500,17500,0,0,NULL,NULL,4493.48773,4962.46085,19460,1,1.083246,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,2,SR,5224000,52240,0,2,0,0,0,0,3,70,2.974213,0.01,0.254933,0.254933,0.254933,0.254933,0.254933,0.254933,0.254933,0.254933,35,35,35,35,35,35,35,35,0.269442,0.269361,0.268665,0.268574,0.270114,0.269973,0.268374,0.268362,0.25597,0.255893,0.255232,0.255145,0.256608,0.256474,0.254955,0.254944,3,3,B,162024,GALLIVAN BOULEVARD,2,56,54059,54061,B,0,2500,50732,54059,54061,54059/54061,50732,0.148711,54059,54061,54059/54061,54061/54059
161,73589,162026,GALLIVAN BOULEVARD,2,56,53953,54058,B,0,2500,51.1899,50733,0,51306,51.1899,0,1,1,0,53953,54058,0,0,GALLIVAN BOULEVARD,203,COMPLETE STS,NULL,0,1,2,0,0.953129,0,0,0.238282,0,35,1250,2,2,2,2,2,2,2,2,0.083263,0.083545,0.082205,0.082069,0.084878,0.084116,0.081737,0.081714,0.083086,0.083885,0.082235,0.082087,0.084653,0.083837,0.081737,0.081713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,6250,11875,11875,6250,6250,17500,17500,0,0,NULL,NULL,4453.90762,4931.8991,19298,1,1.088942,2,0,1,** || **,0,0,0,0,0,0,0,0.83,4,2,SR,4975800,49758,0,3,0,0,0,0,3,70,0.953129,0.238282,0.081697,0.081697,0.081697,0.081697,0.081697,0.081697,0.081697,0.081697,35,35,35,35,35,35,35,35,0.087645,0.087942,0.086532,0.086388,0.089345,0.088543,0.086039,0.086015,0.083263,0.083545,0.082205,0.082069,0.084878,0.084116,0.081737,0.081714,3,3,B,162025,GALLIVAN BOULEVARD,2,56,53953,54058,B,0,2500,50733,53953,54058,53953/54058,50733,0.047656,53953,54058,53953/54058,54058/53953
162,73590,162027,GALLIVAN BOULEVARD,2,56,53952,53953,B,0,2500,59.2787,50734,0,51307,59.2787,0,1,1,0,53952,53953,0,0,GALLIVAN BOULEVARD,203,COMPLETE STS,NULL,0,1,2,0,1.056073,0,0,0.264018,0,35,1250,2,2,2,2,2,2,2,2,0.092256,0.092568,0.091083,0.090933,0.094045,0.093201,0.090565,0.090539,0.092059,0.092945,0.091117,0.090953,0.093796,0.092892,0.090565,0.090539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,6250,11875,11875,6250,6250,17500,17500,0,0,NULL,NULL,4453.90762,4931.8991,19298,1,1.088942,2,0,1,** || **,0,0,0,0,0,0,0,0.83,4,2,SR,5593300,55933,0,3,0,0,0,0,3,70,1.056073,0.264018,0.090521,0.090521,0.090521,0.090521,0.090521,0.090521,0.090521,0.090521,35,35,35,35,35,35,35,35,0.097112,0.09744,0.095877,0.095719,0.098995,0.098106,0.095332,0.095304,0.092256,0.092568,0.091083,0.090933,0.094045,0.093201,0.090565,0.090539,3,3,B,162026,GALLIVAN BOULEVARD,2,56,53952,53953,B,0,2500,50734,53952,53953,53952/53953,50734,0.052804,53952,53953,53952/53953,53953/53952
163,73591,162028,GALLIVAN BOULEVARD,2,56,54058,54059,B,0,2500,19.5532,50735,0,51308,19.5532,0,1,1,0,54058,54059,0,0,GALLIVAN BOULEVARD,203,COMPLETE STS,NULL,0,1,2,0,0.566127,0,0,0.141532,0,35,1250,2,2,2,2,2,2,2,2,0.049455,0.049623,0.048827,0.048747,0.050415,0.049962,0.048549,0.048535,0.04935,0.049825,0.048845,0.048757,0.050281,0.049796,0.048549,0.048535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,6250,11875,11875,6250,6250,17500,17500,0,0,NULL,NULL,4453.90762,4931.8991,19298,1,1.088942,2,0,1,** || **,0,0,0,0,0,0,0,0.83,4,2,SR,4975700,49757,0,3,0,0,0,0,3,70,0.566127,0.141532,0.048525,0.048525,0.048525,0.048525,0.048525,0.048525,0.048525,0.048525,35,35,35,35,35,35,35,35,0.052058,0.052235,0.051397,0.051313,0.053068,0.052592,0.051104,0.051089,0.049455,0.049623,0.048827,0.048747,0.050415,0.049962,0.048549,0.048535,3,3,B,162027,GALLIVAN BOULEVARD,2,56,54058,54059,B,0,2500,50735,54058,54059,54058/54059,50735,0.028306,54058,54059,54058/54059,54059/54058
164,30873,46752,ELIOT STREET,1,48,52261,52265,C,0,775,163.163,34612,0,34933,163.163,0,1,1,0,52261,52265,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,0,2.366381,0,0,0.591595,0,30,775,1,1,1,1,1,1,1,1,0.236651,0.236639,0.236645,0.236645,0.23664,0.236716,0.236641,0.236681,0.23665,0.236639,0.236644,0.236643,0.23664,0.237335,0.236641,0.236676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,210.108425,486.256021,1843,1,1.23503,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25184700,251847,0,3,0,0,0,0,8,70,2.366381,0.591595,0.236638,0.236638,0.236638,0.236638,0.236638,0.236638,0.236638,0.236638,30,30,30,30,30,30,30,30,0.338073,0.338056,0.338064,0.338064,0.338057,0.338166,0.338059,0.338116,0.236651,0.236639,0.236645,0.236645,0.23664,0.236716,0.236641,0.236681,5,5,C,46751,ELIOT STREET,1,48,52261,52265,C,0,775,34612,52261,52265,52261/52265,34612,0.118319,52261,52265,52261/52265,52265/52261
165,30874,46753,ELIOT STREET,1,48,52343,52344,C,0,775,35.0521,34613,0,34934,35.0521,0,1,1,0,52343,52344,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,0,0.746202,0,0,0.186551,0,30,775,1,1,1,1,1,1,1,1,0.074624,0.074621,0.074622,0.074622,0.074621,0.074645,0.074621,0.074634,0.074624,0.074621,0.074622,0.074622,0.074621,0.07484,0.074621,0.074632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,210.108425,486.256021,1843,1,1.23503,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25184601,251846,0,3,0,0,0,0,8,70,0.746202,0.186551,0.07462,0.07462,0.07462,0.07462,0.07462,0.07462,0.07462,0.07462,30,30,30,30,30,30,30,30,0.106606,0.106601,0.106603,0.106603,0.106601,0.106636,0.106601,0.10662,0.074624,0.074621,0.074622,0.074622,0.074621,0.074645,0.074621,0.074634,5,5,C,46752,ELIOT STREET,1,48,52343,52344,C,0,775,34613,52343,52344,52343/52344,34613,0.03731,52343,52344,52343/52344,52344/52343
166,30875,46754,ELIOT STREET,1,48,52265,52343,C,0,775,26.0259,34614,0,34935,26.0259,0,1,1,0,52265,52343,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,0,0.645899,0,0,0.161475,0,30,775,1,1,1,1,1,1,1,1,0.064594,0.06459,0.064592,0.064592,0.06459,0.064611,0.064591,0.064602,0.064593,0.06459,0.064592,0.064591,0.06459,0.06478,0.064591,0.0646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,210.108425,486.256021,1843,1,1.23503,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25184600,251846,0,3,0,0,0,0,8,70,0.645899,0.161475,0.06459,0.06459,0.06459,0.06459,0.06459,0.06459,0.06459,0.06459,30,30,30,30,30,30,30,30,0.092277,0.092271,0.092274,0.092274,0.092271,0.092301,0.092273,0.092289,0.064594,0.06459,0.064592,0.064592,0.06459,0.064611,0.064591,0.064602,5,5,C,46753,ELIOT STREET,1,48,52265,52343,C,0,775,34614,52265,52343,52265/52343,34614,0.032295,52265,52343,52265/52343,52343/52265
167,30876,46755,ELIOT STREET,1,48,52344,52345,C,0,775,24.3388,34615,0,34936,24.3388,0,1,1,0,52344,52345,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,0,0.625602,0,0,0.156401,0,30,775,1,1,1,1,1,1,1,1,0.062572,0.062562,0.062568,0.062568,0.062562,0.062615,0.062562,0.062583,0.06257,0.062561,0.062567,0.062568,0.062562,0.062868,0.062562,0.062581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,286.333206,566.270458,2336,1,1.287919,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25062400,250624,0,3,0,0,0,0,8,70,0.625602,0.156401,0.06256,0.06256,0.06256,0.06256,0.06256,0.06256,0.06256,0.06256,30,30,30,30,30,30,30,30,0.089389,0.089374,0.089383,0.089383,0.089374,0.08945,0.089374,0.089404,0.062572,0.062562,0.062568,0.062568,0.062562,0.062615,0.062562,0.062583,5,5,C,46754,ELIOT STREET,1,48,52344,52345,C,0,775,34615,52344,52345,52344/52345,34615,0.03128,52344,52345,52344/52345,52345/52344
168,30877,46756,ELIOT STREET,1,48,52262,52261,C,0,775,27.9738,34616,0,34937,27.9738,0,1,1,0,52262,52261,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,0,0.670778,0,0,0.167695,0,30,775,1,1,1,1,1,1,1,1,0.067094,0.067084,0.067092,0.067088,0.067087,0.06714,0.067081,0.0671,0.067095,0.067083,0.06709,0.067088,0.067087,0.067475,0.06708,0.067098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,345.215,637.337058,2527,1,1.321442,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25062700,250627,0,3,0,0,0,0,8,70,0.670778,0.167695,0.067078,0.067078,0.067078,0.067078,0.067078,0.067078,0.067078,0.067078,30,30,30,30,30,30,30,30,0.095849,0.095834,0.095846,0.09584,0.095839,0.095914,0.09583,0.095857,0.067094,0.067084,0.067092,0.067088,0.067087,0.06714,0.067081,0.0671,5,5,C,46755,ELIOT STREET,1,48,52262,52261,C,0,775,34616,52262,52261,52262/52261,34616,0.033539,52262,52261,52262/52261,52261/52262
169,30878,46757,ELIOT STREET,1,48,37595,52262,C,0,775,21.8779,34617,0,34938,21.8779,0,1,1,0,37595,52262,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,0,0.582695,0,0,0.145674,0,30,775,1,1,1,1,1,1,1,1,0.058284,0.058275,0.058282,0.058279,0.058277,0.058324,0.058272,0.058289,0.058285,0.058274,0.05828,0.058278,0.058277,0.058615,0.058272,0.058287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,345.215,637.337058,2527,1,1.321442,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25062900,250629,0,3,0,0,0,0,8,70,0.582695,0.145674,0.058269,0.058269,0.058269,0.058269,0.058269,0.058269,0.058269,0.058269,30,30,30,30,30,30,30,30,0.083263,0.08325,0.08326,0.083256,0.083253,0.08332,0.083246,0.08327,0.058284,0.058275,0.058282,0.058279,0.058277,0.058324,0.058272,0.058289,5,5,C,46756,ELIOT STREET,1,48,37595,52262,C,0,775,34617,37595,52262,37595/52262,34617,0.029135,37595,52262,37595/52262,52262/37595
170,50176,138611,RIVER STREET,1,56,54424,54423,B,2,825,26.3716,58505,0,59323,26.3716,0,1,1,0,54423,54424,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.650865,0,0,0.130173,0,35,825,1,1,1,1,1,1,1,1,0.064288,0.065109,0.062168,0.068174,0.061204,0.080961,0.056385,0.060418,0.064142,0.067108,0.061144,0.066314,0.061073,0.084062,0.056372,0.06043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5023100,50231,0,3,0,0,0,0,5,70,0.650865,0.130173,0.055788,0.055788,0.055788,0.055788,0.055788,0.055788,0.055788,0.055788,35,35,35,35,35,35,35,35,0.08036,0.081386,0.07771,0.085217,0.076505,0.101201,0.070481,0.075522,0.064288,0.065109,0.062168,0.068174,0.061204,0.080961,0.056385,0.060418,4,4,B,138610,RIVER STREET,1,56,54424,54423,B,2,825,58505,54424,54423,54424/54423,58505,0.032543,54423,54424,54423/54424,54424/54423
171,30879,46758,RANDOLPH AVENUE,1,60,52260,52268,B,0,650,113.301,34618,0,34939,113.301,0,1,1,0,52260,52268,0,0,RANDOLPH AVENUE,N113,NULL,NULL,0,1,3,0,1.734016,0,0,0.346803,0,37,650,1,1,1,1,1,1,1,1,0.156376,0.146098,0.151714,0.14615,0.15032,0.167466,0.140711,0.141096,0.165056,0.148632,0.148419,0.146832,0.148745,0.169078,0.140674,0.140943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,1625,3087.5,3087.5,1625,1625,4550,4550,0,0,NULL,NULL,1727.67122,1738.54909,7591,1,1.099524,2,0,1,** || **,0,0,0,0,0,0,0,0.83,4,3,0,25071500,250715,0,3,0,0,0,0,3,70,1.734016,0.346803,0.140596,0.140596,0.140596,0.140596,0.140596,0.140596,0.140596,0.140596,40,40,40,40,40,40,40,40,0.173751,0.162331,0.168571,0.162389,0.167022,0.186073,0.156346,0.156773,0.156376,0.146098,0.151714,0.14615,0.15032,0.167466,0.140711,0.141096,4,4,B,46757,RANDOLPH AVENUE,1,60,52260,52268,B,0,650,34618,52260,52268,52260/52268,34618,0.086701,52260,52268,52260/52268,52268/52260
172,50177,138612,RIVER STREET,1,56,54498,54497,B,2,825,10.9562,58506,0,59324,10.9562,0,1,1,0,54497,54498,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.459284,0,0,0.091857,0,35,825,1,1,1,1,1,1,1,1,0.045365,0.045944,0.043869,0.048107,0.043189,0.05713,0.039788,0.042634,0.045262,0.047355,0.043147,0.046795,0.043096,0.059318,0.039779,0.042643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5020400,50204,0,3,0,0,0,0,5,70,0.459284,0.091857,0.039367,0.039367,0.039367,0.039367,0.039367,0.039367,0.039367,0.039367,35,35,35,35,35,35,35,35,0.056706,0.05743,0.054836,0.060134,0.053986,0.071412,0.049735,0.053292,0.045365,0.045944,0.043869,0.048107,0.043189,0.05713,0.039788,0.042634,4,4,B,138611,RIVER STREET,1,56,54498,54497,B,2,825,58506,54498,54497,54498/54497,58506,0.022964,54497,54498,54497/54498,54498/54497
173,30880,46759,RANDOLPH AVENUE,1,60,52268,52272,B,0,650,265.795,34619,0,34940,265.795,0,1,1,0,52268,52272,0,0,RANDOLPH AVENUE,N113,NULL,NULL,0,1,3,0,3.642935,0,0,0.728587,0,37,650,1,1,1,1,1,1,1,1,0.328525,0.306933,0.318731,0.307041,0.315802,0.351823,0.295615,0.296424,0.34676,0.312255,0.311808,0.308474,0.312492,0.35521,0.295536,0.296102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,1625,3087.5,3087.5,1625,1625,4550,4550,0,0,NULL,NULL,1727.67122,1738.54909,7591,1,0.999568,2,0,1,** || **,0,0,0,0,0,0,0,0.83,4,3,0,25245100,252451,0,3,0,0,0,0,3,70,3.642935,0.728587,0.295373,0.295373,0.295373,0.295373,0.295373,0.295373,0.295373,0.295373,40,40,40,40,40,40,40,40,0.365028,0.341037,0.354146,0.341157,0.350891,0.390914,0.328461,0.32936,0.328525,0.306933,0.318731,0.307041,0.315802,0.351823,0.295615,0.296424,4,4,B,46758,RANDOLPH AVENUE,1,60,52268,52272,B,0,650,34619,52268,52272,52268/52272,34619,0.182147,52268,52272,52268/52272,52272/52268
