shapeid,FID_1,ID,NAME,NB_LANES,SPEED,FNODE,TNODE,LinkCat,DIRECTION,CAPACITY,LENGTH,ctps_ID,FID_2,ID2,LENGTH_1,DIR,IN_MODEL,IN_MPO,BIKE_FLAG,ANODE,BNODE,A_TO_B_INB,OD_TOLL,STREETNAME,ROUTENUMBE,LRTP_PROJE,PROJECT_CA,PROJECT_YE,SCEN_00,SCEN_00_FU,SCEN_00_TR,SCEN_00_FI,SCEN_00_F1,SCEN_00_F2,SCEN_00_F3,SCEN_00_PN,SCEN_00_SP,SCEN_00_LA,SCEN_00_AB,SCEN_00_BA,SCEN_00_A1,SCEN_00_B1,SCEN_00_A2,SCEN_00_B2,SCEN_00_A3,SCEN_00_B3,SCEN_00_A4,SCEN_00_B4,SCEN_00_A5,SCEN_00_B5,SCEN_00_A6,SCEN_00_B6,SCEN_00_A7,SCEN_00_B7,SCEN_00_A8,SCEN_00_B8,SCEN_00_A9,SCEN_00_B9,SCEN_00_10,SCEN_00_11,SCEN_00_12,SCEN_00_13,AB_AM_CNT,BA_AM_CNT,AB_MD_CNT,BA_MD_CNT,AB_PM_CNT,BA_PM_CNT,AB_NT_CNT,BA_NT_CNT,AB_DLY_CNT,BA_DLY_CNT,AB_PEAK_CN,BA_PEAK_CN,AB_OFFPEAK,BA_OFFPEAK,AB_AMCAPAC,BA_AMCAPAC,AB_MDCAPAC,BA_MDCAPAC,AB_PMCAPAC,BA_PMCAPAC,AB_NTCAPAC,BA_NTCAPAC,COUNT_YEAR,EXPWY_COUN,EXPWY_SEGM,EXPWY2_SEG,TOTAL_AM,TOTAL_PM,TOTAL_DLY,SPEED_SCAL,MAX_VC,MEDIAN,TRUCK_EXCL,ACCESSCONT,DIVIDER1,PNR_PARKIN,I_93,I_90,I_95,RTE_128,LOGAN_ARRI,LOGAN_DEPA,ALPHA,BETA,MODEL_FUNC,ROUTESYSTE,ROADINVENT,ROADSEGMEN,SC_SEQUENC,GC,PEV,PEVSW,TRRT2STA,PEVMEASURE,SWM_FUNCTI,MODE,WALKTIME,BIKETIME,AB_AM_FFTI,BA_AM_FFTI,AB_MD_FFTI,BA_MD_FFTI,AB_PM_FFTI,BA_PM_FFTI,AB_NT_FFTI,BA_NT_FFTI,AB_AM_FFSP,BA_AM_FFSP,AB_MD_FFSP,BA_MD_FFSP,AB_PM_FFSP,BA_PM_FFSP,AB_NT_FFSP,BA_NT_FFSP,AB_AM_IVTT,BA_AM_IVTT,AB_MD_IVTT,BA_MD_IVTT,AB_PM_IVTT,BA_PM_IVTT,AB_NT_IVTT,BA_NT_IVTT,AB_AM_CONG,BA_AM_CONG,AB_MD_CONG,BA_MD_CONG,AB_PM_CONG,BA_PM_CONG,AB_NT_CONG,BA_NT_CONG,mg_class,MG_RDType,linkcat,NEW_ID_1,NAME_1,NB_LANES_1,SPEED_1,FNODE_1,TNODE_1,CATEGORY_1,DIRECTIO_1,CAPACITY_1,ctps_ID_1,a_text,b_text,ab_text,FID_12,LENGTH_12,a_text_1,b_text_1,ab_text_1,ba_text
248,50253,138688,WASHINGTON STREET,1,45,54062,54050,B,2,825,57.9868,58584,0,59402,57.9868,0,1,1,0,54050,54062,0,0,WASHINGTON STREET,BSR0504,NULL,NULL,0,1,5,0,1.044816,0,0,0.208963,0,28,825,1,1,1,1,1,1,1,1,0.17074,0.167424,0.126691,0.137798,0.151475,0.180704,0.112586,0.112544,0.153101,0.138608,0.122968,0.12516,0.137998,0.158384,0.112461,0.112533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,2889.7727,2550.90542,12168,1,1.635773,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5454000,54540,0,3,0,0,0,0,5,70,1.044816,0.208963,0.111945,0.111945,0.111945,0.111945,0.111945,0.111945,0.111945,0.111945,28,28,28,28,28,28,28,28,0.213425,0.20928,0.158364,0.172248,0.189344,0.22588,0.140733,0.14068,0.17074,0.167424,0.126691,0.137798,0.151475,0.180704,0.112586,0.112544,4,4,B,138687,WASHINGTON STREET,1,45,54062,54050,B,2,825,58584,54062,54050,54062/54050,58584,0.052241,54050,54062,54050/54062,54062/54050
249,48670,64549,ADAMS STREET,1,60,52359,52360,B,0,825,122.845,56367,0,57150,122.845,0,1,1,0,52359,52360,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,1.851439,0,0,0.370288,0,37,825,1,1,1,1,1,1,1,1,0.150288,0.16322,0.150437,0.150924,0.15389,0.150399,0.150221,0.150264,0.150294,0.156387,0.150375,0.150905,0.151841,0.150592,0.150222,0.150254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.144548,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25083300,250833,0,3,0,0,0,0,5,70,1.851439,0.370288,0.150117,0.150117,0.150117,0.150117,0.150117,0.150117,0.150117,0.150117,37,37,37,37,37,37,37,37,0.18786,0.204025,0.188046,0.188655,0.192362,0.187999,0.187776,0.18783,0.150288,0.16322,0.150437,0.150924,0.15389,0.150399,0.150221,0.150264,4,4,B,64548,ADAMS STREET,1,60,52359,52360,B,0,825,56367,52359,52360,52359/52360,56367,0.092572,52359,52360,52359/52360,52360/52359
250,50233,66112,RIVER STREET,1,56,53941,53943,B,0,825,80.771,58521,0,59339,80.771,0,1,1,0,53941,53943,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,1.332936,0,0,0.266587,0,35,825,1,1,1,1,1,1,1,1,0.117508,0.143297,0.122848,0.130344,0.133523,0.116936,0.115573,0.121024,0.117857,0.151439,0.121002,0.127793,0.134129,0.1203,0.115546,0.121037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1588.02597,1986.52666,11164,1,0.900766,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5020000,50200,0,3,0,0,0,0,5,70,1.332936,0.266587,0.114252,0.114252,0.114252,0.114252,0.114252,0.114252,0.114252,0.114252,35,35,35,35,35,35,35,35,0.146885,0.179121,0.15356,0.16293,0.166904,0.14617,0.144466,0.15128,0.117508,0.143297,0.122848,0.130344,0.133523,0.116936,0.115573,0.121024,4,4,B,66111,RIVER STREET,1,56,53941,53943,B,0,825,58521,53941,53943,53941/53943,58521,0.066647,53941,53943,53941/53943,53943/53941
251,50254,138689,WASHINGTON STREET,1,56,54057,54072,B,2,825,15.3799,58585,0,59403,15.3799,0,1,1,0,54072,54057,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,0.273057,0,0,0.054611,0,35,825,1,1,1,1,1,1,1,1,0.024455,0.024875,0.024199,0.024497,0.024662,0.026525,0.023643,0.0239,0.025225,0.024193,0.024249,0.02446,0.024335,0.026696,0.023619,0.02383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5219800,52198,0,3,0,0,0,0,5,70,0.273057,0.054611,0.023405,0.023405,0.023405,0.023405,0.023405,0.023405,0.023405,0.023405,35,35,35,35,35,35,35,35,0.030569,0.031094,0.030249,0.030621,0.030827,0.033156,0.029554,0.029875,0.024455,0.024875,0.024199,0.024497,0.024662,0.026525,0.023643,0.0239,4,4,B,138688,WASHINGTON STREET,1,56,54057,54072,B,2,825,58585,54057,54072,54057/54072,58585,0.013653,54072,54057,54072/54057,54057/54072
252,48671,64550,ELIOT STREET,1,48,51720,51721,C,0,775,102.027,56368,0,57151,102.027,0,1,1,0,51720,51721,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,1,1.591044,0,0,0.397761,0,30,775,1,1,1,1,1,1,1,1,0.163607,0.159104,0.15914,0.159104,0.15915,0.162859,0.159104,0.159104,0.160834,0.159105,0.159137,0.159104,0.159105,0.164956,0.159104,0.159104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,643.546194,614.032928,1484,1,0.693809,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25070700,250707,0,3,0,0,0,0,8,70,1.591044,0.397761,0.159104,0.159104,0.159104,0.159104,0.159104,0.159104,0.159104,0.159104,30,30,30,30,30,30,30,30,0.233724,0.227291,0.227343,0.227291,0.227357,0.232656,0.227291,0.227291,0.163607,0.159104,0.15914,0.159104,0.15915,0.162859,0.159104,0.159104,5,5,C,64549,ELIOT STREET,1,48,51720,51721,C,0,775,56368,51720,51721,51720/51721,56368,0.079552,51720,51721,51720/51721,51721/51720
253,50234,66113,RIVER STREET,1,56,53943,46603,B,0,825,74.7099,58522,0,59340,74.7099,0,1,1,0,53943,46603,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,1.24552,0,0,0.249104,0,35,825,1,1,1,1,1,1,1,1,0.109801,0.1339,0.114792,0.121796,0.124766,0.109267,0.107994,0.113087,0.110128,0.141508,0.113067,0.119412,0.125333,0.112411,0.107969,0.113099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1588.02597,1986.52666,11164,1,0.900766,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5021100,50211,0,3,0,0,0,0,5,70,1.24552,0.249104,0.106759,0.106759,0.106759,0.106759,0.106759,0.106759,0.106759,0.106759,35,35,35,35,35,35,35,35,0.137251,0.167375,0.14349,0.152245,0.155958,0.136584,0.134992,0.141359,0.109801,0.1339,0.114792,0.121796,0.124766,0.109267,0.107994,0.113087,4,4,B,66112,RIVER STREET,1,56,53943,46603,B,0,825,58522,53943,46603,53943/46603,58522,0.062276,53943,46603,53943/46603,46603/53943
254,50255,138690,WASHINGTON STREET,1,45,54060,54055,B,2,825,108.51,58586,0,59404,108.51,0,1,1,0,54055,54060,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,1.671559,0,0,0.334312,0,28,825,1,1,1,1,1,1,1,1,0.187131,0.190344,0.185176,0.187452,0.188714,0.202969,0.180921,0.182882,0.193025,0.185127,0.185552,0.187169,0.18621,0.204278,0.180735,0.182348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5219700,52197,0,3,0,0,0,0,5,70,1.671559,0.334312,0.179096,0.179096,0.179096,0.179096,0.179096,0.179096,0.179096,0.179096,28,28,28,28,28,28,28,28,0.233914,0.23793,0.23147,0.234315,0.235892,0.253711,0.226151,0.228602,0.187131,0.190344,0.185176,0.187452,0.188714,0.202969,0.180921,0.182882,4,4,B,138689,WASHINGTON STREET,1,45,54060,54055,B,2,825,58586,54060,54055,54060/54055,58586,0.083578,54055,54060,54055/54060,54060/54055
255,48672,64551,ELIOT STREET,1,48,53711,37594,C,0,775,48.842,56369,0,57152,48.842,0,1,1,0,53711,37594,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,0,0.933421,0,0,0.233355,0,30,775,1,1,1,1,1,1,1,1,0.095983,0.093342,0.093363,0.093342,0.093369,0.095545,0.093342,0.093342,0.094357,0.093342,0.093361,0.093342,0.093342,0.096775,0.093342,0.093342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,643.546194,614.032928,1484,1,0.693809,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25064600,250646,0,3,0,0,0,0,8,70,0.933421,0.233355,0.093342,0.093342,0.093342,0.093342,0.093342,0.093342,0.093342,0.093342,30,30,30,30,30,30,30,30,0.137119,0.133346,0.133376,0.133346,0.133384,0.136493,0.133346,0.133346,0.095983,0.093342,0.093363,0.093342,0.093369,0.095545,0.093342,0.093342,5,5,C,64550,ELIOT STREET,1,48,53711,37594,C,0,775,56369,53711,37594,53711/37594,56369,0.046671,53711,37594,53711/37594,37594/53711
256,50256,138691,WASHINGTON STREET,1,45,54072,54071,B,2,825,45.8112,58587,0,59405,45.8112,0,1,1,0,54071,54072,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,0.881822,0,0,0.176364,0,28,825,1,1,1,1,1,1,1,1,0.09872,0.100415,0.097689,0.098889,0.099555,0.107075,0.095444,0.096478,0.101829,0.097663,0.097887,0.09874,0.098234,0.107766,0.095346,0.096197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,4981000,49810,0,3,0,0,0,0,5,70,0.881822,0.176364,0.094481,0.094481,0.094481,0.094481,0.094481,0.094481,0.094481,0.094481,28,28,28,28,28,28,28,28,0.1234,0.125519,0.122111,0.123611,0.124444,0.133844,0.119305,0.120597,0.09872,0.100415,0.097689,0.098889,0.099555,0.107075,0.095444,0.096478,4,4,B,138690,WASHINGTON STREET,1,45,54072,54071,B,2,825,58587,54072,54071,54072/54071,58587,0.044091,54071,54072,54071/54072,54072/54071
257,48673,64552,ELIOT STREET,1,48,37594,37595,C,0,775,524.783,56370,0,57153,524.783,0,1,1,0,37594,37595,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,0,6.850204,0,0,1.712551,0,30,775,1,1,1,1,1,1,1,1,0.710344,0.68502,0.685173,0.68502,0.685218,0.708201,0.68502,0.68502,0.69938,0.685021,0.68516,0.68502,0.685023,0.71688,0.68502,0.68502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,752.490179,644.745234,1623,1,0.650077,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25064400,250644,0,3,0,0,0,0,8,70,6.850204,1.712551,0.68502,0.68502,0.68502,0.68502,0.68502,0.68502,0.68502,0.68502,30,30,30,30,30,30,30,30,1.014777,0.9786,0.978819,0.9786,0.978883,1.011716,0.9786,0.9786,0.710344,0.68502,0.685173,0.68502,0.685218,0.708201,0.68502,0.68502,5,5,C,64551,ELIOT STREET,1,48,37594,37595,C,0,775,56370,37594,37595,37594/37595,56370,0.34251,37594,37595,37594/37595,37595/37594
258,52861,141296,STANDARD STREET,1,48,54506,53942,C,2,675,10.9865,61973,0,62872,10.9865,0,1,1,0,53942,54506,0,0,STANDARD STREET,NULL,NULL,NULL,0,1,10,0,0.459664,0,0,0.137899,0,30,675,1,1,1,1,1,1,1,1,0.054584,0.046293,0.045977,0.045986,0.045987,0.065388,0.045966,0.045968,0.054006,0.046479,0.04598,0.045985,0.045987,0.059354,0.045966,0.045968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.5,1687.5,3206.25,3206.25,1687.5,1687.5,4725,4725,0,0,NULL,NULL,1402.61607,1270.03806,3633,1,1.396873,2,0,1,** || **,0,0,0,0,0,0,0,1.25,4,10,NULL,5005600,50056,0,3,0,0,0,0,0,70,0.459664,0.137899,0.045966,0.045966,0.045966,0.045966,0.045966,0.045966,0.045966,0.045966,30,30,30,30,30,30,30,30,0.090973,0.077155,0.076628,0.076643,0.076645,0.10898,0.07661,0.076613,0.054584,0.046293,0.045977,0.045986,0.045987,0.065388,0.045966,0.045968,5,5,C,141295,STANDARD STREET,1,48,54506,53942,C,2,675,61973,54506,53942,54506/53942,61973,0.022983,53942,54506,53942/54506,54506/53942
259,50257,138692,WASHINGTON STREET,1,45,54055,54054,B,2,825,72.3084,58588,0,59406,72.3084,0,1,1,0,54054,54055,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,1.213216,0,0,0.242643,0,28,825,1,1,1,1,1,1,1,1,0.135819,0.138152,0.134401,0.136053,0.136968,0.147315,0.131312,0.132736,0.140097,0.134365,0.134673,0.135847,0.135151,0.148264,0.131178,0.132348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5219600,52196,0,3,0,0,0,0,5,70,1.213216,0.242643,0.129987,0.129987,0.129987,0.129987,0.129987,0.129987,0.129987,0.129987,28,28,28,28,28,28,28,28,0.169774,0.17269,0.168001,0.170066,0.17121,0.184144,0.16414,0.16592,0.135819,0.138152,0.134401,0.136053,0.136968,0.147315,0.131312,0.132736,4,4,B,138691,WASHINGTON STREET,1,45,54055,54054,B,2,825,58588,54055,54054,54055/54054,58588,0.060661,54054,54055,54054/54055,54055/54054
260,48674,64553,ELIOT STREET,1,48,53778,53709,C,0,775,40.0747,56371,0,57154,40.0747,0,1,1,0,53778,53709,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,1,0.821165,0,0,0.205291,0,30,775,1,1,1,1,1,1,1,1,0.08444,0.082117,0.082135,0.082117,0.08214,0.084054,0.082117,0.082117,0.083009,0.082117,0.082133,0.082117,0.082117,0.085137,0.082117,0.082117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,643.546194,614.032928,1484,1,0.693809,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25065800,250658,0,3,0,0,0,0,8,70,0.821165,0.205291,0.082117,0.082117,0.082117,0.082117,0.082117,0.082117,0.082117,0.082117,30,30,30,30,30,30,30,30,0.120629,0.11731,0.117336,0.11731,0.117343,0.120077,0.11731,0.11731,0.08444,0.082117,0.082135,0.082117,0.08214,0.084054,0.082117,0.082117,5,5,C,64552,ELIOT STREET,1,48,53778,53709,C,0,775,56371,53778,53709,53778/53709,56371,0.041058,53778,53709,53778/53709,53709/53778
261,52862,141297,STANDARD STREET,1,48,53935,54506,C,2,675,222.658,61974,0,62873,222.658,0,1,1,0,54506,53935,0,0,STANDARD STREET,NULL,NULL,NULL,0,1,10,0,3.070797,0,0,0.921239,0,30,675,1,1,1,1,1,1,1,1,0.364653,0.30926,0.30715,0.307212,0.307219,0.43683,0.30708,0.307089,0.360789,0.310504,0.307169,0.307204,0.307221,0.396517,0.30708,0.307089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.5,1687.5,3206.25,3206.25,1687.5,1687.5,4725,4725,0,0,NULL,NULL,1402.61607,1270.03806,3633,1,1.269885,2,0,1,** || **,0,0,0,0,0,0,0,1.25,4,10,NULL,5003100,50031,0,3,0,0,0,0,0,70,3.070797,0.921239,0.30708,0.30708,0.30708,0.30708,0.30708,0.30708,0.30708,0.30708,30,30,30,30,30,30,30,30,0.607755,0.515433,0.511917,0.51202,0.512032,0.72805,0.5118,0.511815,0.364653,0.30926,0.30715,0.307212,0.307219,0.43683,0.30708,0.307089,5,5,C,141296,STANDARD STREET,1,48,53935,54506,C,2,675,61974,53935,54506,53935/54506,61974,0.15354,54506,53935,54506/53935,53935/54506
262,50258,138693,WASHINGTON STREET,1,45,54070,54060,B,2,825,35.0721,58589,0,59407,35.0721,0,1,1,0,54060,54070,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,0.758993,0,0,0.151799,0,28,825,1,1,1,1,1,1,1,1,0.084969,0.086428,0.084082,0.085115,0.085688,0.092161,0.082149,0.08304,0.087646,0.084059,0.084252,0.084987,0.084551,0.092755,0.082065,0.082798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,4989500,49895,0,3,0,0,0,0,5,70,0.758993,0.151799,0.081321,0.081321,0.081321,0.081321,0.081321,0.081321,0.081321,0.081321,28,28,28,28,28,28,28,28,0.106211,0.108035,0.105103,0.106394,0.10711,0.115201,0.102686,0.1038,0.084969,0.086428,0.084082,0.085115,0.085688,0.092161,0.082149,0.08304,4,4,B,138692,WASHINGTON STREET,1,45,54070,54060,B,2,825,58589,54070,54060,54070/54060,58589,0.03795,54060,54070,54060/54070,54070/54060
263,48675,64554,ELIOT STREET,1,48,53709,53710,C,0,775,110.376,56372,0,57155,110.376,0,1,1,0,53709,53710,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,0,1.695045,0,0,0.423761,0,30,775,1,1,1,1,1,1,1,1,0.174301,0.169504,0.169542,0.169504,0.169553,0.173505,0.169504,0.169504,0.171348,0.169505,0.169539,0.169504,0.169505,0.175739,0.169504,0.169504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,643.546194,614.032928,1484,1,0.693809,2,0,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25065500,250655,0,3,0,0,0,0,8,70,1.695045,0.423761,0.169504,0.169504,0.169504,0.169504,0.169504,0.169504,0.169504,0.169504,30,30,30,30,30,30,30,30,0.249001,0.242149,0.242203,0.242149,0.242219,0.247864,0.242149,0.242149,0.174301,0.169504,0.169542,0.169504,0.169553,0.173505,0.169504,0.169504,5,5,C,64553,ELIOT STREET,1,48,53709,53710,C,0,775,56372,53709,53710,53709/53710,56372,0.084752,53709,53710,53709/53710,53710/53709
264,50259,138694,WASHINGTON STREET,1,45,54071,54070,B,2,825,72.1239,58590,0,59408,72.1239,0,1,1,0,54070,54071,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,1.231689,0,0,0.246338,0,28,825,1,1,1,1,1,1,1,1,0.137887,0.140255,0.136447,0.138124,0.139054,0.149558,0.133311,0.134757,0.142231,0.136411,0.136724,0.137916,0.137209,0.150522,0.133175,0.134363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.8193,1922.42457,8963,1,0.81603,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,4986000,49860,0,3,0,0,0,0,5,70,1.231689,0.246338,0.131967,0.131967,0.131967,0.131967,0.131967,0.131967,0.131967,0.131967,28,28,28,28,28,28,28,28,0.172359,0.175319,0.170559,0.172655,0.173818,0.186947,0.166639,0.168446,0.137887,0.140255,0.136447,0.138124,0.139054,0.149558,0.133311,0.134757,4,4,B,138693,WASHINGTON STREET,1,45,54071,54070,B,2,825,58590,54071,54070,54071/54070,58590,0.061584,54070,54071,54070/54071,54071/54070
265,48676,64555,ELIOT STREET,1,48,51721,51727,C,0,775,65.4434,56373,0,57156,65.4434,0,1,1,0,51721,51727,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,1,1.136442,0,0,0.284111,0,30,775,1,1,1,1,1,1,1,1,0.11686,0.113644,0.11367,0.113644,0.113677,0.116326,0.113644,0.113644,0.11488,0.113644,0.113667,0.113644,0.113645,0.117824,0.113644,0.113644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,643.546194,614.032928,1484,1,0.693809,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25068800,250688,0,3,0,0,0,0,8,70,1.136442,0.284111,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,30,30,30,30,30,30,30,30,0.166943,0.162349,0.162386,0.162349,0.162396,0.16618,0.162349,0.162349,0.11686,0.113644,0.11367,0.113644,0.113677,0.116326,0.113644,0.113644,5,5,C,64554,ELIOT STREET,1,48,51721,51727,C,0,775,56373,51721,51727,51721/51727,56373,0.056822,51721,51727,51721/51727,51727/51721
266,50260,138695,WASHINGTON STREET,1,56,54054,54053,B,2,825,25.6608,58595,0,59413,25.6608,0,1,1,0,54053,54054,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,0.639154,0,0,0.127831,0,35,825,1,1,1,1,1,1,1,1,0.094674,0.063291,0.065448,0.062319,0.063263,0.097535,0.056125,0.058948,0.094565,0.062058,0.063957,0.061463,0.061421,0.093813,0.055937,0.058202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,2419.28847,2857.96952,13476,1,1.832108,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5006900,50069,0,3,0,0,0,0,5,70,0.639154,0.127831,0.054785,0.054785,0.054785,0.054785,0.054785,0.054785,0.054785,0.054785,35,35,35,35,35,35,35,35,0.118342,0.079114,0.08181,0.077899,0.079079,0.121919,0.070156,0.073685,0.094674,0.063291,0.065448,0.062319,0.063263,0.097535,0.056125,0.058948,4,4,B,138694,WASHINGTON STREET,1,56,54054,54053,B,2,825,58595,54054,54053,54054/54053,58595,0.031958,54053,54054,54053/54054,54054/54053
267,48677,64556,ELIOT STREET,1,48,51728,53778,C,0,775,42.2466,56374,0,57157,42.2466,0,1,1,0,51728,53778,0,0,ELIOT STREET,BSR1873,NULL,NULL,0,1,6,1,0.848157,0,0,0.212039,0,30,775,1,1,1,1,1,1,1,1,0.087216,0.084816,0.084835,0.084816,0.08484,0.086817,0.084816,0.084816,0.085738,0.084816,0.084833,0.084816,0.084816,0.087935,0.084816,0.084816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,643.546194,614.032928,1484,1,0.693809,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25066400,250664,0,3,0,0,0,0,8,70,0.848157,0.212039,0.084816,0.084816,0.084816,0.084816,0.084816,0.084816,0.084816,0.084816,30,30,30,30,30,30,30,30,0.124594,0.121166,0.121193,0.121166,0.1212,0.124024,0.121166,0.121166,0.087216,0.084816,0.084835,0.084816,0.08484,0.086817,0.084816,0.084816,5,5,C,64555,ELIOT STREET,1,48,51728,53778,C,0,775,56374,51728,53778,51728/53778,56374,0.042408,51728,53778,51728/53778,53778/51728
268,50261,138696,WASHINGTON STREET,1,45,54053,54050,B,2,825,74.6362,58596,0,59414,74.6362,0,1,1,0,54050,54053,0,0,WASHINGTON STREET,BSR0486,NULL,NULL,0,1,5,0,1.231716,0,0,0.246343,0,28,825,1,1,1,1,1,1,1,1,0.228059,0.15246,0.157656,0.150118,0.152394,0.23495,0.135199,0.141999,0.227797,0.14949,0.154065,0.148056,0.147955,0.225984,0.134745,0.140201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,2419.28847,2857.96952,13476,1,1.832108,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5012800,50128,0,3,0,0,0,0,5,70,1.231716,0.246343,0.13197,0.13197,0.13197,0.13197,0.13197,0.13197,0.13197,0.13197,28,28,28,28,28,28,28,28,0.285074,0.190575,0.19707,0.187647,0.190492,0.293687,0.168999,0.177499,0.228059,0.15246,0.157656,0.150118,0.152394,0.23495,0.135199,0.141999,4,4,B,138695,WASHINGTON STREET,1,45,54053,54050,B,2,825,58596,54053,54050,54053/54050,58596,0.061586,54050,54053,54050/54053,54053/54050
