X,Y,OBJECTID,ARC_Street,ARC_City,ARC_State,ARC_ZIP,PSC_NUMBER,School_Type,County,School_Name,Grades
-77.416144235729234,39.409232650309534,2095,250 Madison Street,Frederick,MD,21701,10.003,Elementary,Frederick,Lincoln Elementary School - A,PreK-5
-77.758982471226332,39.617944764101857,2096,17545 Lincolnshire Road,Hagerstown,MD,21740,21.037,Elementary,Washington,Lincolnshire Elementary School,PreK-5
-76.661919337630138,39.195983052743124,2097,415 Andover Road,Linthicum,MD,21090,2.127,Middle,Anne Arundel,Lindale Middle School,6-8
-77.247309446187273,39.432905299088304,2098,12013 Old Annapolis Road,Frederick,MD,21701,10.017,High,Frederick,Linganore High School,9-12
-76.653069455251241,39.202448144205214,2099,101 School Lane,Linthicum,MD,21090,2.008,Elementary,Anne Arundel,Linthicum Elementary School,K-5
-76.987125023013917,39.423202638990269,2100,375 Ronsdale Road,Sykesville,MD,21784,6.045,Elementary,Carroll,Linton Springs Elementary School,PreK-5
-77.069079568754177,39.333797485970855,2101,15901 Frederick Road,Woodbine,MD,21797,13.004,Elementary,Howard,Lisbon Elementary School,K-5
-77.275934877163408,39.246730280776269,2102,23930 Burdette Forest Road,Clarksburg,MD,20871,15.27,Elementary,Montgomery,Little Bennett Elementary School,K-5
-76.563800095239046,39.404878007815284,2103,1212 Cowpens Avenue,Baltimore,MD,21286,3.134,High,Baltimore,Loch Raven High School,9-12
-76.578685777774879,39.387930477193933,2104,8101 Lasalle Road,Baltimore,MD,21286,3.154,Middle,Baltimore,Loch Raven Technical Academy,6-8
-75.827548092863253,38.890455022121763,2105,410 Lockerman Street,Denton,MD,21629,5.005,Middle,Caroline,Lockerman Middle School,6-8
-76.650154543426837,39.292483989018791,2106,301 North Pulaski Street,Baltimore,MD,21223,30.067,Elementary,Baltimore City,Lockerman-Bundy Elementary School # 261,PreK-5/ELC
-76.510313090783924,39.257576868814972,2107,7601 Dunmanway,Baltimore,MD,21222,3.11,Elementary,Baltimore,Logan Elementary School,PreK-5
-77.070264366663878,39.065346148800536,2108,12701 Goodhill Road,Silver Spring,MD,20906,15.268,Middle,Montgomery,Loiederman (A. Mario) Middle School,6-8
-76.58751890567541,39.34686048004702,2109,1600 East Arlington Avenue,Baltimore,MD,21239,30.154,Special Education,Baltimore City,Lois T. Murray Special Education Elementary/Middle School # 313,PreK-8
-76.595996390554959,39.2901568277343,2110,1601 East Lombard Street,Baltimore,MD,21231,30.223,Middle/High,Baltimore City,Lombard Middle School/High School Building # 057,6-12
-76.811200466043303,39.205842281039615,2111,6101 Old Dobbin Lane,Columbia,MD,21045,13.055,High,Howard,Long Reach High School,9-12
-76.881545609954756,39.226548846982531,2112,5470 Hesperus Drive,Columbia,MD,21044,13.056,Elementary,Howard,Longfellow Elementary School,PreK-5
-76.880429524181139,38.844833318739447,2113,3300 Newkirk Avenue,Forestville,MD,20747,16.242,Elementary,Prince George's,Longfields Elementary School,PreK-6
-76.613229979985974,38.826586438808263,2114,5175 Solomons Island Road,Lothian,MD,20711,2.024,Elementary,Anne Arundel,Lothian Elementary School,PreK-5
-76.674847251598706,38.329007276033686,2115,27110 Point Lookout Road,Loveville,MD,20656,18.018,Elementary,St. Mary's,Loveville Building (part of Benjamin Banneker Elementary School),PreK-5
-76.62105622491211,39.426968538240459,2116,1700 North York Road,Lutherville,MD,21093,3.087,Elementary,Baltimore,Lutherville Laboratory,K-5
-77.127108557693731,39.044848132868118,2117,6201 Tilden Lane,Rockville,MD,20852,15.22,Elementary,Montgomery,Luxmanor Elementary School,K-5
-76.683580004444337,39.29498034311591,2118,621 Wildwood Parkway,Baltimore,MD,21229,30.176,Elementary,Baltimore City,Lyndhurst Elementary School # 088,PreK-6
-76.745971737918026,39.116982456293044,2119,3500 Rockenbach Road,Fort Meade,MD,20755,2.087,Middle,Anne Arundel,MacArthur Middle School,6-8
-76.094679841203913,38.558774772726068,2120,1101 Mace's Lane,Cambridge,MD,21613,9.015,Middle,Dorchester,Mace's Lane Middle School,6-8
-76.331222676715996,39.411047938845918,2121,901 Trimble Road,Joppa,MD,21085,12.002,Elementary,Harford,Magnolia Elementary School,PreK-5
-76.862416089285674,38.984239190281606,2122,8400 Nightingale Drive,Lanham,MD,20706,16.135,Elementary,Prince George's,Magnolia Elementary School,PreK-6
-76.330254107786772,39.408057052788536,2123,299 Ft. Hoyle Road,Joppa,MD,21085,12.021,Middle,Harford,Magnolia Middle School,6-8
-76.514254635942564,39.059068012756235,2124,241 Peninsula Farm Road,Arnold,MD,21012,2.007,Middle,Anne Arundel,Magothy River Middle School,6-8
-77.117727556284564,39.132029845085547,2125,5939 Muncaster Mill Road,Rockville,MD,20855,15.045,High,Montgomery,Magruder (Col. Zadok) High School,9-12
-76.695120582746,39.258748858766872,2126,4901 Shelbourne Road,Baltimore,MD,21227,3.021,Special Education,Baltimore,Maiden Choice School,Sp. Ed.
-76.79763706767308,38.617031090671695,2127,14760 Poplar Hill Road,Waldorf,MD,20601,8.024,Elementary,Charles,Malcolm Elementary School,PreK-5
-76.883881044640518,39.663129318013659,2128,3224 York Street,Manchester,MD,21102,6.033,Elementary,Carroll,Manchester Elementary School,PreK-5
-76.878702071974615,39.654061344914851,2129,3300 Maple Grove Road,Manchester,MD,21102,6.057,High,Carroll,Manchester Valley High School,9-12
-76.740704256043813,39.112047343923294,2130,2900 Macarthur Road,Fort Meade,MD,20755,2.074,Elementary,Anne Arundel,Manor View Elementary School,1-5
-76.913798140705794,39.290055533179483,2131,11575 Frederick Road,Ellicott City,MD,21042,13.052,Elementary,Howard,Manor Woods Elementary School,K-5
-76.093993373816616,38.540906790058031,2132,5225 Egypt Road,Cambridge,MD,21613,9.01,Special Education,Dorchester,Maple Elementary School,PreK-8
-75.747159449902085,38.465294750029678,2133,24940 Delmar Road,Mardela,MD,21837,22.018,Middle/High,Wicomico,Mardela Middle/High School,6-12
-76.606567181811869,39.236690288001085,2134,300 Pontiac Avenue,Baltimore,MD,21225,30.159,PreK-8,Baltimore City,Maree G. Farring Elementary/Middle School # 203,PreK-8
-76.717413026614693,38.378900125161536,2135,29675 Point Lookout Road,Mechanicsville,MD,20659,18.009,Middle,St. Mary's,Margaret Brent Middle School,6-8
-76.615138611605531,39.319755881069568,2136,100 East 26th Street,Baltimore,MD,21218,30.029,PreK-8,Baltimore City,Margaret Brent Elementary/Middle School # 053,PreK-8
-76.882407921660601,38.963967187232264,2137,5816 Lamont Terrace,New Carrollton,MD,20784,16.1,Special Education,Prince George's,Margaret Brent Regional School,K-12
-75.764269978223993,38.039418813938227,2138,28573 Hudson Corner Road,Marion,MD,21838,19.012,Alternate,Somerset,Marion Sarah Peyton School,K-12
-76.596020792391357,39.144009475848002,2139,715 Cooper Road,Glen Burnie,MD,21060,2.079,Elementary,Anne Arundel,Marley Elementary School,PreK-5
-76.596519245982932,39.143217771247095,2140,200 Scott Avenue,Glen Burnie,MD,21060,2.095,Special Education,Anne Arundel,Marley Glen Special Education,PreK-12
-76.595594600179524,39.148708600241839,2141,10 Davis Court,Glen Burnie,MD,21060,2.059,Middle,Anne Arundel,Marley Middle School,6-8
-76.789298115586774,38.772479088992611,2142,8506 Old Colony Drive South,Upper Marlboro,MD,20772,16.004,Elementary,Prince George's,Marlton Elementary School,PreK-5
-76.934248719340118,39.321786891834449,2143,12100 Woodford Drive,Marriotsville,MD,21104,13.082,High,Howard,Marriotts Ridge High School,9-12
-76.451591253723606,39.312212743714127,2144,1500 Homberg Avenue,Baltimore,MD,21221,3.02,Elementary,Baltimore,Mars Estates Elementary School,PreK-5
-77.260567384123249,39.125981357659882,2145,12260 Mcdonald Chapel Drive,Gaithersburg,MD,20876,15.187,Elementary,Montgomery,Marshall (Thurgood) Elementary School,K-5
-77.730973287230057,39.66143276328409,2146,1350 Marshall Street,Hagerstown,MD,21740,21.016,Special Education,Washington,Marshall St. Elementary School,PreK-12
-76.442044283175818,39.335105161232235,2147,210 Riverton Road,Baltimore,MD,21220,3.142,Elementary,Baltimore,Martin Boulevard Elementary School,PreK-5
-76.909413433261264,39.054954542259885,2148,4545 Ammendale Road,Beltsville,MD,20705,16.213,Middle,Prince George's,"Martin Luther King, Jr. Middle School",6-8
-76.653764006577788,39.291652924187915,2149,220 North Bentalou Street,Baltimore,MD,21223,30.225,Elementary,Baltimore City,Mary A. Winterling Elementary School (formerly Bentalou Elementary School),PreK-5
-76.903063582979343,38.585292799005011,2150,12105 St. Georges Drive,Waldorf,MD,20602,8.045,Elementary,Charles,Mary Burgess Neal Elementary School,PreK-5
-76.676630378691613,39.292045646252596,2151,3510 West Mulberry Street,Baltimore,MD,21229,30.201,Elementary,Baltimore City,Mary E. Rodman Elementary School # 204,PreK-5
-76.956123618179888,38.54778599576774,2152,6025 Radio Station Road,La Plata,MD,20646,8.032,Elementary,Charles,Mary H. Matula Elementary School,PreK-5
-76.966207545908986,39.000085413929426,2153,2405 Tecumseh Street,Adelphi,MD,20783,16.231,Elementary,Prince George's,Mary Harris Mother Jones Elementary School,PreK-5
-76.81774824482676,39.095952700927334,2154,3359 Crumpton South,Laurel,MD,20724,2.082,Elementary,Anne Arundel,Maryland City Elementary School,PreK-5
-77.137606532412022,39.091471857951824,2155,1000 First Street,Rockville,MD,20851,15.194,Elementary,Montgomery,Maryvale Elementary School,HS-5
-76.335177531313889,38.962283089800053,2156,651 Romancoke Road,Stevensville,MD,21666,17.024,Elementary,Queen Anne's,Matapeake Elementary School,PreK-5
-76.335462528125987,38.96371963101182,2157,671 Romancoke Road,Stevensville,MD,21666,17.025,Middle,Queen Anne's,Matapeake Middle School,6-8
-77.292694303448101,39.150483302798968,2158,13902 Bromfield Road,Germantown,MD,20874,15.254,Elementary,Montgomery,Matsunaga (Spark M.) Elementary School,K-5
-76.805135612573466,38.747888277874374,2159,11701 Duley Station Road,Upper Marlboro,MD,20772,16.244,Elementary,Prince George's,Mattaponi Elementary School,K-5
-76.960730155600658,38.646678424816272,2160,10145 Berry Road,Waldorf,MD,20603,8.035,Middle,Charles,Mattawoman Middle School,6-8
-76.650405821974729,39.306788020714244,2161,1600 North Payson Street,Baltimore,MD,21217,30.242,Elementary,Baltimore City,Matthew A. Henson Elementary School # 029,PreK-5
-77.0767813116735,38.613409391821342,2162,3535 Livingston Road,Indian Head,MD,20640,8.016,Middle,Charles,Matthew Henson Middle School,6-8
-77.74148734358856,39.690600156282244,2163,18023 Maugans Avenue,Maugansville,MD,21767,21.047,Elementary,Washington,Maugansville Elementary School,PreK-5
-77.035142898966356,38.555788662242065,2164,7165 Marshall Corner Road,Pomfret,MD,20675,8.009,High,Charles,Maurice J. McDonough High School,9-12
-76.968355367447685,38.834176787848627,2165,2000 Callaway Street,Temple Hills,MD,20748,16.136,Elementary/Middle,Prince George's,Maya Angelou French Immersion School,K-8
-76.786513640938253,39.197587058335458,2166,7950 Red Barn Way,Elkridge,MD,21075,13.045,Middle,Howard,Mayfield Woods Middle School,6-8
-76.511012357367377,38.896334722278013,2167,1260 Mayo Ridge Road,Edgewater,MD,21037,2.105,Elementary,Anne Arundel,Mayo Elementary School,K-5
-76.668904734297499,39.457736593017543,2168,12250 Roundwood Road,Timonium,MD,21093,3.2,Elementary,Baltimore,Mays Chapel Elementary School,PreK-5
-77.261522864598774,39.167932740979182,2169,12500 Wisteria Drive,Germantown,MD,20874,15.151,Elementary,Montgomery,McAuliffe (Christa S.) Elementary School,HS-5
-76.521106322871489,39.341031082979747,2170,5101 Hazelwood Avenue,Baltimore,MD,21206,3.191,Elementary,Baltimore,McCormick Elementary School,PreK-5
-77.291284180217389,39.169637908248767,2171,13881 Hopkins Road,Germantown,MD,20874,15.162,Elementary,Montgomery,McNair (Ronald) Elementary School,PreK-5
-76.718197194772273,39.117943981781558,2172,1925 Reece Road,Fort Meade,MD,20755,2.066,Elementary,Anne Arundel,Meade Heights Elementary School,PreK-5
-76.737934698818904,39.122394145106732,2173,1100 Clark Road,Fort Meade,MD,20755,2.013,High,Anne Arundel,Meade High School,9-12
-76.736532339727177,39.125144619696286,2174,1103 26th Street,Fort Meade,MD,20755,2.104,Middle,Anne Arundel,Meade Middle School,6-8
-77.116347547277115,39.085049685915088,2175,951 Twinbrook Parkway,Rockville,MD,20851,15.25,Elementary,Montgomery,Meadow Hall Elementary School,K-5
-76.750339863360722,38.980940594004409,2176,3501 Moylan Drive,Bowie,MD,20715,16.027,Elementary,Prince George's,Meadowbrook Elementary School (Swing Space),K-5
-76.106348000038864,39.562885711303601,2177,910 Grace View Drive,Havre De Grace,MD,21078,12.053,Elementary,Harford,Meadowvale Elementary School,PreK-5
-76.940539376933032,39.467940023775398,2178,3838 Sykesville Road,Sykesville,MD,21784,6.007,Elementary,Carroll,Mechanicsville Elementary School,PreK-5
-76.755570263678308,38.453024260652086,2179,28585 Three Notch Road,Mechanicsville,MD,20659,18.014,Elementary,St. Mary's,Mechanicsville Elementary School,K-5
-76.642465112816794,39.340634133129619,2180,4300 Buchanan Avenue,Baltimore,MD,21211,30.258,Elementary,Baltimore City,Medfield Heights Elementary School # 249,PreK-5
-76.838196106057339,38.790981032303385,2181,7100 Woodyard Road,Upper Marlboro,MD,20772,16.168,Elementary,Prince George's,Melwood Elementary School,K-5
-76.591087386784793,39.33254143431634,2182,3500 Hillen Road,Baltimore,MD,21218,30.226,High,Baltimore City,Mergenthaler Vocational-Technical High School #410,9-12
-76.451241886333193,39.344580501961715,2183,800 Middle River Road,Baltimore,MD,21220,3.046,Middle,Baltimore,Middle River Middle School,6-8
-76.434958120686403,39.305606836692462,2184,313 West Road,Baltimore,MD,21221,3.192,Elementary,Baltimore,Middleborough Elementary School,PreK-5
-76.452855760046774,39.324920729710712,2185,142 Bennett Road,Baltimore,MD,21221,3.167,Elementary,Baltimore,Middlesex Elementary School,PreK-5
-77.537955393895444,39.444034301237934,2186,201 East Green Street,Middletown,MD,21769,10.001,Elementary,Frederick,Middletown Elementary School,3-5
-77.536731018909279,39.444835457856321,2187,200 High Street,Middletown,MD,21769,10.005,High,Frederick,Middletown High School,9-12
-77.537026072360973,39.443902708680639,2188,100 High Street,Middletown,MD,21769,10.01,Middle,Frederick,Middletown Middle School,6-8
-77.539560506340038,39.437001203277077,2189,403 Franklin Street,Middletown,MD,21769,10.072,Elementary,Frederick,Middletown Primary,PreK-2
-76.71261428116415,39.360129517017974,2190,4300 Crest Heights Road,Baltimore,MD,21215,3.091,Elementary,Baltimore,Milbrook Elementary School,1-5
-76.750018542271789,39.356352194270549,2191,3800 Washington Avenue,Baltimore,MD,21244,3.098,High,Baltimore,Milford Mill Academy,9-12
-76.444195153596553,38.361976340894351,2192,12200 Southern Connector Boulevard,Lusby,MD,20657,4.024,Middle,Calvert,Mill Creek Middle School,6-8
-77.153829571047325,39.145881842674008,2193,17700 Park Mill Drive,Rockville,MD,20855,15.121,Elementary,Montgomery,Mill Creek Towne Elementary School,PreK-5
-76.639666218411335,39.05536628808445,2194,1601 Millersville Road,Millersville,MD,21108,2.053,Elementary,Anne Arundel,Millersville Elementary School,K-5
-75.836042048353534,39.262685162872366,2195,172 Sassafras Street,Millington,MD,21651,14.001,Elementary,Kent,Millington Elementary School,PreK-5
-76.526215528779147,38.977976093089751,2196,1 George And Marion Phelps Lane,Annapolis,MD,21401,2.058,Elementary,Anne Arundel,Mills-Parole Elementary School,PreK-5
-76.972666148035884,38.523826017671183,2197,300 Willow Lane,La Plata,MD,20646,8.021,Middle,Charles,Milton Somers Middle School,6-8
-77.410390888355522,39.455072587878973,2198,7421 Hayward Road,Frederick,MD,21702,10.04,Elementary,Frederick,Monocacy Elementary School,PreK-5
-77.393115041275223,39.224141864251067,2199,18801 Barnesville Road,Dickerson,MD,20842,15.233,Elementary,Montgomery,Monocacy Elementary School,K-5
-77.413264095892842,39.454546325952549,2200,8009 O'Possumtown Park,Frederick,MD,21702,10.034,Middle,Frederick,Monocacy Middle School,6-8
-76.585178258964376,39.32777125509908,2201,2040 East 32nd Street,Baltimore,MD,21218,30.022,PreK-8,Baltimore City,Montebello Elementary/Middle School # 044,PreK-8
-77.011172475808806,39.017951607314288,2202,51 University Boulevard East,Silver Spring,MD,20901,15.171,High,Montgomery,Montgomery Blair High School,9-12
-76.993486407664136,39.006052991732261,2203,807 Daleview Drive,Silver Spring,MD,20901,15.088,Elementary,Montgomery,Montgomery Knolls Elementary School,HS-2
-77.21018501298559,39.172631643267827,2204,19300 Watkins Mill Road,Gaithersburg,MD,20879,15.117,Middle,Montgomery,Montgomery Village Middle School,6-8
-76.84588115558374,39.053848489138232,2205,9200 Muirkirk Road,Laurel,MD,20708,16.146,Elementary,Prince George's,Montpelier Elementary School,PreK-5
-76.540987960707128,39.316770477774462,2206,6201 Frankford Avenue,Baltimore,MD,21206,30.057,Elementary,Baltimore City,Moravia Park Elementary School Building #105A,PreK-2
-76.540699968911881,39.319445861089633,2207,6001 Frankford Avenue,Baltimore,MD,21206,30.232,Elementary,Baltimore City,Moravia Park Elementary School Building #105B (formerly Frankford #216),3-5
-76.65064001995583,39.263104495849298,2208,2601 Tolley Street,Baltimore,MD,21230,30.149,PreK-8,Baltimore City,Morrell Park Elementary/Middle School # 220,PreK-8
-76.962916298371056,38.938892528343963,2209,4011 32nd Street,Mt. Rainier,MD,20712,16.039,Elementary,Prince George's,Mount Rainier Elementary School,PreK-6
-76.936851958880055,39.320951326969904,2210,12101 Woodford Drive,Mariottsville,MD,21104,13.049,Middle,Howard,Mount View Middle School,6-8
-78.913370390936109,39.650421372267942,2211,100 Dr. Nancy South Grasmick Lane,Frostburg,MD,21532,1.037,High,Allegany,Mountain Ridge High School,9-12
-77.149441537141328,39.379955856998997,2212,405 North Main Street,Mt. Airy,MD,21771,6.03,Elementary,Carroll,Mt. Airy Elementary School,3-5
-77.147202542889517,39.38089681033685,2213,102 Watersville Road,Mt. Airy,MD,21771,6.026,Middle,Carroll,Mt. Airy Middle School,6-8
-76.625409320641765,38.708054351172741,2214,900 West Mt. Harmony Road,Owings,MD,20736,4.007,Elementary,Calvert,Mt. Harmony Elementary School,K-5
-76.840116218146221,39.299150435302728,2215,9440 Old Frederick Road,Ellicott City,MD,21042,13.019,High,Howard,Mt. Hebron High School,9-12
-77.180614195004466,38.458081773796309,2216,9275 Ironsides Road,Nanjemoy,MD,20662,8.023,Elementary,Charles,Mt. Hope/Nanjemoy Elementary School,PreK-5
-76.624484841026685,39.308810869768003,2217,121 McMechen Street,Baltimore,MD,21217,30.069,Elementary/Middle,Baltimore City,Mt. Royal Elementary/Middle School # 066,K-8
-78.88011879075701,39.701116251328806,2218,13201 New School Road NW,Mt. Savage,MD,21545,1.025,PreK-8,Allegany,Mt. Savage Elementary/Middle School,PreK-8
-76.857581676226786,39.145328435176509,2219,9989 Winter Sun Road,Laurel,MD,20723,13.059,Middle,Howard,Murray Hill Middle School,6-8
-76.533215675783481,38.470705126056018,2220,1455 Ball Road,Port Republic,MD,20676,4.002,Elementary,Calvert,Mutual Elementary School,PreK-5
-77.565520474171436,39.509317687973322,2221,429 Main Street,Myersville,MD,21773,10.061,Elementary,Frederick,Myersville Elementary School,K-5
-76.866345655410015,39.642746261082877,2222,2401 Hanover Pike,Hampstead,MD,21074,6.028,Middle,Carroll,North Carroll Middle School,6-8
-77.073598983067129,38.998274816087907,2223,3700 Jones Bridge Road,Chevy Chase,MD,20815,15.195,Elementary,Montgomery,North Chevy Chase Elementary School,3-6
-77.412388307661118,39.429039784137899,2224,1010 Fairview Avenue,Frederick,MD,21701,10.021,Elementary,Frederick,North Frederick Elementary School,PreK-5
-76.675598421940975,39.032014665110239,2225,2350 Nantucket Drive,Crofton,MD,21114,2.131,Elementary,Anne Arundel,Nantucket Elementary School,K-5
-77.240759504260637,39.194164584728043,2226,11700 Neelsville Church Road,Germantown,MD,20876,15.136,Middle,Montgomery,Neelsville Middle School,6-8
-75.629972798157283,38.316099215852752,2227,532 South Division Street,Fruitland,MD,21826,22.03,Middle,Wicomico,New Bennett Middle School,6-8
-76.588325261322211,38.556785468930975,2228,655 Chesapeake Boulevard,Prince Frederick,MD,20678,4.029,Middle,Calvert,New Calvert Middle School,6-8
-75.807362379795507,39.648106065765852,2229,912 Appleton Road,Elkton,MD,21921,7.042,CareerTech,Cecil,New Cecil School of Technology,N/A
-76.991929488936194,38.997842393680827,2230,8720 Carroll Avenue,Silver Spring,MD,20903,15.089,Elementary,Montgomery,New Hampshire Estates Elementary School,HS-2
-77.27536527071311,39.383749852718537,2231,93 West Main Street,New Market,MD,21774,10.03,Elementary,Frederick,New Market Elementary School,PreK-5
-77.277066048345588,39.384719815973071,2232,125 West Main Street,New Market,MD,21774,10.031,Middle,Frederick,New Market Middle School,6-8
-77.287551988334002,39.569024539210943,2233,12226 Woodsboro Pike,Keymar,MD,21757,10.038,Elementary,Frederick,New Midway Elementary School,3-5
-75.852615691359375,39.18255957310479,2234,600 Charles Street,Sudlersville,MD,21668,17.026,Middle,Queen Anne's,New Sudlersville Middle School,5-8
-76.815008469448472,39.403765799691406,2235,4924 New Town Boulevard,Owings Mills,MD,21117,3.143,Elementary,Baltimore,New Town Elementary School,PreK-5
-76.812349217255615,39.403327853839109,2236,4931 New Town Boulevard,Owings Mills,MD,21117,3.196,High,Baltimore,New Town High School,9-12
-77.067839979002045,39.041396909878024,2237,11311 Newport Mill Road,Kensington,MD,20902,15.063,Middle,Montgomery,Newport Mill Middle School,6-8
-76.960170642620895,38.964372736069969,2238,6100 Editors Park Drive,Hyattsville,MD,20782,16.124,Middle,Prince George's,Nicholas Orem Middle School,6-8
-76.53370858407483,39.700075644730177,2239,5302 Norrisville Road,White Hall,MD,21161,12.055,Elementary,Harford,Norrisville Elementary School,K-5
-76.459127803648713,39.632202955072167,2240,1445 North Bend Road,Jarrettsville,MD,21084,12.031,Elementary,Harford,North Bend Elementary School,PreK-5
-76.705131472950924,39.283440804992225,2241,181 North Bend Road,Baltimore,MD,21229,30.041,PreK-8,Baltimore City,North Bend Elementary/Middle School # 081,PreK-8
-77.125076033125168,39.004826798257504,2242,8935 Bradmoor Drive,Bethesda,MD,20817,15.245,Middle,Montgomery,North Bethesda Middle School,6-8
-75.841068956004776,38.908385207018149,2243,10990 River Road,Ridgely,MD,21660,5.002,High,Caroline,North Caroline High School,9-12
-76.593351446727965,39.151866992795121,2244,10 East 1st Avenue,Glen Burnie,MD,21061,2.054,High,Anne Arundel,North County High School,9-12
-75.873546406936654,38.587438617777309,2245,5875 Cloverdale Road,Hurlock,MD,21643,9.013,High,Dorchester,North Dorchester High School,9-12
-75.875564189253112,38.584469050703959,2246,5745 Cloverdale Road,Hurlock,MD,21643,9.019,Middle,Dorchester,North Dorchester Middle School,6-8
-75.936718114333871,39.596346272659723,2247,301 Thomas Avenue,North East,MD,21901,7.035,Elementary,Cecil,North East Elementary School,PreK-5
-75.933267979974985,39.585520183258161,2248,300 Irishtown Road,North East,MD,21901,7.04,High,Cecil,North East High School,9-12
-75.939305936088616,39.60054489074053,2249,200 East Cecil Avenue,North East,MD,21901,7.012,Middle,Cecil,North East Middle School,6-8
-76.873599298902704,38.857097671320751,2250,2311 Ritchie Road,Forestville,MD,20747,16.145,Elementary,Prince George's,North Forestville Elementary School,PreK-6
-76.624248618242945,39.193982952275263,2251,615 West Furnace Branch Road,Glen Burnie,MD,21061,2.118,Elementary,Anne Arundel,North Glen Elementary School,PreK-5
-77.716296518693326,39.66227056485927,2252,1200 Pennsylvania Avenue,Hagerstown,MD,21740,21.024,High,Washington,North Hagerstown High School,9-12
-76.403527528657392,39.676892330944575,2253,120 Pylesville Road,Pylesville,MD,21132,12.026,Elementary,Harford,North Harford Elementary School,PreK-5
-76.400653268294533,39.675817341336732,2254,211 Pylesville Road,Pylesville,MD,21132,12.016,High,Harford,North Harford High School,9-12
-76.405776726872517,39.675295142908595,2255,112 Pylesville Road,Pylesville,MD,21132,12.007,Middle,Harford,North Harford Middle School,6-8
-77.10399490004346,39.102736760965961,2256,15101  Bauer Drive,Rockville,MD,20853,15.236,Alternate,Montgomery,North Lake Center,N/A
-76.976883982636565,38.641567165301097,2257,2500 Davis Road,Waldorf,MD,20603,8.042,CareerTech,Charles,North Point High School,9-12
-75.592189582747054,38.37898972305716,2258,1213 Emerson Avenue,Salisbury,MD,21801,22.004,Elementary,Wicomico,North Salisbury Elementary School,3-5
-78.758692343297753,39.678906360747909,2259,11001 Forest Avenue,Cumberland,MD,21502,1.03,Elementary,Allegany,Northeast Elementary School,PreK-5
-76.528834906553186,39.144279713017205,2260,1121 Duvall Highway,Pasadena,MD,21122,2.055,High,Anne Arundel,Northeast High School,9-12
-76.551197555557948,39.325029439166293,2261,5001 Moravia Road,Baltimore,MD,21206,30.137,Middle,Baltimore City,Northeast Middle School # 049,6-8
-76.57038303408271,39.366111274071123,2262,2201 Pinewood Avenue,Baltimore,MD,21214,30.174,High,Baltimore City,Northern High School Building #402,9-12
-76.652277629854169,38.6858080679946,2263,2950 Chaneyville Road,Owings,MD,20736,4.005,High,Calvert,Northern High School,9-12
-79.297552226437134,39.66461357076971,2264,86 Pride Parkway,Accident,MD,21520,11.014,High,Garrett,Northern High School,9-12
-76.653551160652682,38.68493370289616,2265,2954 Chaneyville Road,Owings,MD,20736,4.006,Middle,Calvert,Northern Middle School,6-8
-79.302180391696695,39.663336415780378,2266,371 Pride Parkway,Accident,MD,21520,11.009,Middle,Garrett,Northern Middle School,6-8
-77.713768147444085,39.665391269261697,2267,701 Northern Avenue,Hagerstown,MD,21740,21.017,Middle,Washington,Northern Middle School,6-8
-76.830293108175027,39.25580963682993,2268,9125 Northfield Road,Ellicott City,MD,21042,13.048,Elementary,Howard,Northfield Elementary School,K-5
-76.743657710983811,38.940245903822493,2269,3700 Northview Drive,Bowie,MD,20716,16.25,Elementary,Prince George's,Northview Elementary School,PreK-5
-77.280454956229647,39.15279462766992,2270,13501 Richter Farm Road,Germantown,MD,20874,15.239,High,Montgomery,Northwest High School,9-12
-77.167334019273653,39.651696630808587,2271,99 Kings Drive,Taneytown,MD,21787,6.002,Middle,Carroll,Northwest Middle School,6-8
-75.749047784087793,38.469172843053691,2272,9975 Sharptown Road,Mardela Springs,MD,21837,22.012,Elementary,Wicomico,Northwestern Elementary School,PreK-5
-76.954960005239542,38.97506958626937,2273,7000 Adelphi Road,Hyattsville,MD,20782,16.072,High,Prince George's,Northwestern High School,9-12
-76.704244538423154,39.364378937717568,2274,6900 Park Heights Avenue,Baltimore,MD,21215,30.187,High,Baltimore City,Northwestern High School #401,9-12
-76.589827333410483,39.352295765093146,2275,5201 Loch Raven Boulevard,Baltimore,MD,21239,30.229,Elementary,Baltimore City,Northwood Elementary School # 242,PreK-5
-77.022173286100625,39.035678930689691,2276,919 University Boulevard West,Silver Spring,MD,20901,15.046,High,Montgomery,Northwood High School,9-12
-76.518225461687919,39.27640409694353,2277,1700 Delvale Avenue,Baltimore,MD,21222,3.155,Elementary,Baltimore,Norwood Elementary School,PreK-3
-76.569452620196842,39.083892964826397,2278,34 Truckhouse Road,Severna Park,MD,21146,2.107,Elementary,Anne Arundel,Oak Hill Elementary School,PreK-5
-77.002383209050322,39.004472075714048,2279,400 East Wayne Avenue,Silver Spring,MD,20901,15.149,Elementary,Montgomery,Oak View Elementary School,3-5
-77.314896583411738,39.394786168115417,2280,5830 Oakdale School Road,Ijamsville,MD,21754,10.062,Elementary,Frederick,Oakdale Elementary School,PreK-5
-77.309179151581375,39.394711686950743,2281,5850 Eaglehead Drive,Ijamsville,MD,21754,10.073,High,Frederick,Oakdale High School,9-12
-77.315402218135688,39.392882598861831,2282,5810 Oakdale School Road,Ijamsville,MD,21754,10.063,Middle,Frederick,Oakdale Middle School,6-8
