id,link_id,sequence,num_lanes,capacity,max_speed,tags,link_category
341,33,1,1,1000,60,,3
342,33,2,1,1000,60,,3
343,33,3,1,1000,60,,3
344,33,4,1,1000,60,,3
345,33,5,1,1000,60,,3
346,33,6,1,1000,60,,3
347,33,7,1,1000,60,,3
348,33,8,1,1000,60,,3
349,33,9,1,1000,60,,3
350,33,10,1,1000,60,,3
351,33,11,1,1000,60,,3
352,33,12,1,1000,60,,3
353,33,13,1,1000,60,,3
354,33,14,1,1000,60,,3
355,33,15,1,1000,60,,3
356,33,16,1,1000,60,,3
357,33,17,1,1000,60,,3
358,33,18,1,1000,60,,3
359,33,19,1,1000,60,,3
360,33,20,1,1000,60,,3
361,33,21,1,1000,60,,3
362,33,22,1,1000,60,,3
363,33,23,1,1000,60,,3
364,33,24,1,1000,60,,3
365,33,25,1,1000,60,,3
366,33,26,1,1000,60,,3
367,33,27,1,1000,60,,3
368,33,28,1,1000,60,,3
369,33,29,1,1000,60,,3
370,33,30,1,1000,60,,3
371,33,31,1,1000,60,,3
372,33,32,1,1000,60,,3
373,33,33,1,1000,60,,3
374,33,34,1,1000,60,,3
375,33,35,1,1000,60,,3
376,33,36,1,1000,60,,3
377,33,37,1,1000,60,,3
378,33,38,1,1000,60,,3
379,33,39,1,1000,60,,3
380,33,40,1,1000,60,,3
381,33,41,1,1000,60,,3
382,33,42,1,1000,60,,3
383,33,43,1,1000,60,,3
384,33,44,1,1000,60,,3
385,33,45,1,1000,60,,3
386,34,1,1,1000,60,,3
387,35,1,1,1000,60,,2
388,35,2,1,1000,60,,2
389,35,3,1,1000,60,,2
390,35,4,1,1000,60,,2
391,35,5,1,1000,60,,2
392,35,6,1,1000,60,,2
393,35,7,1,1000,60,,2
394,35,8,1,1000,60,,2
395,35,9,1,1000,60,,2
396,35,10,1,1000,60,,2
397,36,1,2,1000,60,,3
398,37,1,1,1000,60,,3
399,37,2,1,1000,60,,3
400,38,1,1,1000,30,,4
401,38,2,1,1000,30,,4
402,38,3,1,1000,30,,4
403,38,4,1,1000,30,,4
404,38,5,1,1000,30,,4
405,38,6,1,1000,30,,4
406,38,7,1,1000,30,,4
407,38,8,1,1000,30,,4
408,38,9,1,1000,30,,4
409,39,1,1,1000,25,,4
410,39,2,1,1000,25,,4
411,39,3,1,1000,25,,4
412,40,1,1,1000,25,,4
413,40,2,1,1000,25,,4
414,41,1,3,1000,55,,1
415,41,2,3,1000,55,,1
416,42,1,1,1000,60,,6
417,42,2,1,1000,60,,6
418,42,3,1,1000,60,,6
419,42,4,1,1000,60,,6
420,43,1,2,1000,55,,1
421,44,1,1,1000,60,,6
422,44,2,1,1000,60,,6
423,44,3,1,1000,60,,6
424,44,4,1,1000,60,,6
425,44,5,1,1000,60,,6
426,44,6,1,1000,60,,6
427,44,7,1,1000,60,,6
428,44,8,1,1000,60,,6
429,44,9,1,1000,60,,6
430,44,10,1,1000,60,,6
431,44,11,1,1000,60,,6
432,44,12,1,1000,60,,6
433,44,13,1,1000,60,,6
434,44,14,1,1000,60,,6
435,44,15,1,1000,60,,6
436,45,1,2,1000,60,,2
437,45,2,2,1000,60,,2
438,45,3,2,1000,60,,2
439,45,4,2,1000,60,,2
440,45,5,2,1000,60,,2
441,45,6,2,1000,60,,2
442,46,1,2,1000,60,,2
443,46,2,2,1000,60,,2
444,47,1,1,1000,60,,6
445,47,2,1,1000,60,,6
446,47,3,1,1000,60,,6
447,47,4,1,1000,60,,6
448,48,1,1,1000,60,,6
449,48,2,1,1000,60,,6
450,48,3,1,1000,60,,6
451,48,4,1,1000,60,,6
452,48,5,1,1000,60,,6
453,48,6,1,1000,60,,6
454,48,7,1,1000,60,,6
455,48,8,1,1000,60,,6
456,48,9,1,1000,60,,6
457,48,10,1,1000,60,,6
458,48,11,1,1000,60,,6
459,48,12,1,1000,60,,6
460,48,13,1,1000,60,,6
461,48,14,1,1000,60,,6
462,48,15,1,1000,60,,6
463,49,1,2,1000,55,,1
464,50,1,2,1000,60,,2
465,50,2,2,1000,60,,2
466,51,1,2,1000,60,,2
467,51,2,2,1000,60,,2
468,52,1,2,1000,60,,1
469,52,2,2,1000,60,,1
470,52,3,2,1000,60,,1
471,52,4,2,1000,60,,1
472,52,5,2,1000,60,,1
473,52,6,2,1000,60,,1
474,52,7,2,1000,60,,1
475,52,8,2,1000,60,,1
476,52,9,2,1000,60,,1
477,52,10,2,1000,60,,1
478,52,11,2,1000,60,,1
479,52,12,2,1000,60,,1
480,52,13,2,1000,60,,1
481,52,14,2,1000,60,,1
482,52,15,2,1000,60,,1
483,52,16,2,1000,60,,1
484,52,17,2,1000,60,,1
485,53,1,1,1000,60,,4
486,54,1,1,1000,60,,4
487,54,2,1,1000,60,,4
488,54,3,1,1000,60,,4
489,54,4,1,1000,60,,4
490,54,5,1,1000,60,,4
491,54,6,1,1000,60,,4
492,54,7,1,1000,60,,4
493,54,8,1,1000,60,,4
494,54,9,1,1000,60,,4
495,54,10,1,1000,60,,4
496,54,11,1,1000,60,,4
497,54,12,1,1000,60,,4
498,54,13,1,1000,60,,4
499,54,14,1,1000,60,,4
500,54,15,1,1000,60,,4
501,54,16,1,1000,60,,4
502,54,17,1,1000,60,,4
503,54,18,1,1000,60,,4
504,54,19,1,1000,60,,4
505,54,20,1,1000,60,,4
506,54,21,1,1000,60,,4
507,54,22,1,1000,60,,4
508,54,23,1,1000,60,,4
509,54,24,1,1000,60,,4
510,54,25,1,1000,60,,4
511,55,1,1,1000,60,,4
512,55,2,1,1000,60,,4
513,55,3,1,1000,60,,4
514,55,4,1,1000,60,,4
515,55,5,1,1000,60,,4
516,56,1,1,1000,60,,4
517,56,2,1,1000,60,,4
518,56,3,1,1000,60,,4
519,56,4,1,1000,60,,4
520,56,5,1,1000,60,,4
521,56,6,1,1000,60,,4
522,56,7,1,1000,60,,4
523,56,8,1,1000,60,,4
524,56,9,1,1000,60,,4
525,56,10,1,1000,60,,4
526,56,11,1,1000,60,,4
527,56,12,1,1000,60,,4
528,56,13,1,1000,60,,4
529,56,14,1,1000,60,,4
530,56,15,1,1000,60,,4
531,56,16,1,1000,60,,4
532,56,17,1,1000,60,,4
533,56,18,1,1000,60,,4
534,56,19,1,1000,60,,4
535,56,20,1,1000,60,,4
536,56,21,1,1000,60,,4
537,56,22,1,1000,60,,4
538,56,23,1,1000,60,,4
539,56,24,1,1000,60,,4
540,56,25,1,1000,60,,4
541,56,26,1,1000,60,,4
542,56,27,1,1000,60,,4
543,56,28,1,1000,60,,4
544,56,29,1,1000,60,,4
545,56,30,1,1000,60,,4
546,56,31,1,1000,60,,4
547,56,32,1,1000,60,,4
548,56,33,1,1000,60,,4
549,56,34,1,1000,60,,4
550,56,35,1,1000,60,,4
551,56,36,1,1000,60,,4
552,56,37,1,1000,60,,4
553,56,38,1,1000,60,,4
554,56,39,1,1000,60,,4
555,56,40,1,1000,60,,4
556,56,41,1,1000,60,,4
557,56,42,1,1000,60,,4
558,56,43,1,1000,60,,4
559,56,44,1,1000,60,,4
560,56,45,1,1000,60,,4
561,56,46,1,1000,60,,4
562,56,47,1,1000,60,,4
563,56,48,1,1000,60,,4
564,56,49,1,1000,60,,4
565,56,50,1,1000,60,,4
566,56,51,1,1000,60,,4
567,56,52,1,1000,60,,4
568,56,53,1,1000,60,,4
569,56,54,1,1000,60,,4
570,56,55,1,1000,60,,4
571,56,56,1,1000,60,,4
572,56,57,1,1000,60,,4
573,56,58,1,1000,60,,4
574,56,59,1,1000,60,,4
575,56,60,1,1000,60,,4
576,56,61,1,1000,60,,4
577,56,62,1,1000,60,,4
578,56,63,1,1000,60,,4
579,56,64,1,1000,60,,4
580,56,65,1,1000,60,,4
581,56,66,1,1000,60,,4
582,56,67,1,1000,60,,4
583,56,68,1,1000,60,,4
584,56,69,1,1000,60,,4
585,56,70,1,1000,60,,4
586,56,71,1,1000,60,,4
587,56,72,1,1000,60,,4
588,56,73,1,1000,60,,4
589,57,1,1,1000,60,,3
590,57,2,1,1000,60,,3
591,57,3,1,1000,60,,3
592,57,4,1,1000,60,,3
593,57,5,1,1000,60,,3
594,57,6,1,1000,60,,3
595,57,7,1,1000,60,,3
596,57,8,1,1000,60,,3
597,57,9,1,1000,60,,3
598,57,10,1,1000,60,,3
599,57,11,1,1000,60,,3
600,57,12,1,1000,60,,3
601,58,1,1,1000,60,,3
602,58,2,1,1000,60,,3
603,58,3,1,1000,60,,3
604,58,4,1,1000,60,,3
605,58,5,1,1000,60,,3
606,58,6,1,1000,60,,3
607,58,7,1,1000,60,,3
608,58,8,1,1000,60,,3
609,58,9,1,1000,60,,3
610,58,10,1,1000,60,,3
611,58,11,1,1000,60,,3
612,59,1,1,1000,60,,4
613,60,1,1,1000,60,,3
614,60,2,1,1000,60,,3
615,60,3,1,1000,60,,3
616,60,4,1,1000,60,,3
617,60,5,1,1000,60,,3
618,60,6,1,1000,60,,3
619,60,7,1,1000,60,,3
620,60,8,1,1000,60,,3
621,60,9,1,1000,60,,3
622,60,10,1,1000,60,,3
623,60,11,1,1000,60,,3
624,60,12,1,1000,60,,3
625,60,13,1,1000,60,,3
626,60,14,1,1000,60,,3
627,60,15,1,1000,60,,3
628,60,16,1,1000,60,,3
629,60,17,1,1000,60,,3
630,60,18,1,1000,60,,3
631,60,19,1,1000,60,,3
632,60,20,1,1000,60,,3
633,60,21,1,1000,60,,3
634,60,22,1,1000,60,,3
635,60,23,1,1000,60,,3
636,60,24,1,1000,60,,3
637,60,25,1,1000,60,,3
638,60,26,1,1000,60,,3
639,60,27,1,1000,60,,3
640,60,28,1,1000,60,,3
641,60,29,1,1000,60,,3
642,60,30,1,1000,60,,3
643,60,31,1,1000,60,,3
644,60,32,1,1000,60,,3
645,60,33,1,1000,60,,3
646,60,34,1,1000,60,,3
647,60,35,1,1000,60,,3
648,60,36,1,1000,60,,3
649,60,37,1,1000,60,,3
650,60,38,1,1000,60,,3
651,60,39,1,1000,60,,3
652,60,40,1,1000,60,,3
653,60,41,1,1000,60,,3
654,60,42,1,1000,60,,3
655,60,43,1,1000,60,,3
656,60,44,1,1000,60,,3
657,60,45,1,1000,60,,3
658,60,46,1,1000,60,,3
659,60,47,1,1000,60,,3
660,60,48,1,1000,60,,3
661,60,49,1,1000,60,,3
662,60,50,1,1000,60,,3
663,60,51,1,1000,60,,3
664,60,52,1,1000,60,,3
665,60,53,1,1000,60,,3
666,60,54,1,1000,60,,3
667,61,1,1,1000,60,,4
668,61,2,1,1000,60,,4
669,61,3,1,1000,60,,4
670,61,4,1,1000,60,,4
671,61,5,1,1000,60,,4
672,62,1,1,1000,60,,3
673,62,2,1,1000,60,,3
674,62,3,1,1000,60,,3
675,62,4,1,1000,60,,3
676,62,5,1,1000,60,,3
677,62,6,1,1000,60,,3
678,62,7,1,1000,60,,3
679,62,8,1,1000,60,,3
680,62,9,1,1000,60,,3
681,62,10,1,1000,60,,3
682,62,11,1,1000,60,,3
683,63,1,1,1000,30,,4
684,63,2,1,1000,30,,4
685,64,1,2,1000,60,,2
686,65,1,2,1000,60,,2
687,65,2,2,1000,60,,2
688,66,1,2,1000,55,,1
689,66,2,2,1000,55,,1
690,66,3,2,1000,55,,1
691,67,1,1,1000,60,,3
692,67,2,1,1000,60,,3
693,67,3,1,1000,60,,3
694,67,4,1,1000,60,,3
695,67,5,1,1000,60,,3
696,67,6,1,1000,60,,3
697,67,7,1,1000,60,,3
698,67,8,1,1000,60,,3
699,67,9,1,1000,60,,3
700,67,10,1,1000,60,,3
701,67,11,1,1000,60,,3
702,67,12,1,1000,60,,3
703,67,13,1,1000,60,,3
704,67,14,1,1000,60,,3
705,67,15,1,1000,60,,3
706,67,16,1,1000,60,,3
707,67,17,1,1000,60,,3
708,67,18,1,1000,60,,3
709,67,19,1,1000,60,,3
710,67,20,1,1000,60,,3
711,67,21,1,1000,60,,3
712,67,22,1,1000,60,,3
713,67,23,1,1000,60,,3
714,67,24,1,1000,60,,3
715,67,25,1,1000,60,,3
716,67,26,1,1000,60,,3
717,67,27,1,1000,60,,3
718,67,28,1,1000,60,,3
719,67,29,1,1000,60,,3
720,67,30,1,1000,60,,3
721,67,31,1,1000,60,,3
722,67,32,1,1000,60,,3
723,67,33,1,1000,60,,3
724,67,34,1,1000,60,,3
725,67,35,1,1000,60,,3
726,67,36,1,1000,60,,3
727,67,37,1,1000,60,,3
728,67,38,1,1000,60,,3
729,67,39,1,1000,60,,3
730,67,40,1,1000,60,,3
731,67,41,1,1000,60,,3
732,68,1,2,1000,60,,3
733,69,1,1,1000,60,,3
734,69,2,1,1000,60,,3
735,69,3,1,1000,60,,3
736,69,4,1,1000,60,,3
737,69,5,1,1000,60,,3
738,70,1,1,1000,60,,4
739,70,2,1,1000,60,,4
740,70,3,1,1000,60,,4
741,70,4,1,1000,60,,4
742,70,5,1,1000,60,,4
743,70,6,1,1000,60,,4
744,70,7,1,1000,60,,4
745,70,8,1,1000,60,,4
746,70,9,1,1000,60,,4
747,70,10,1,1000,60,,4
748,70,11,1,1000,60,,4
749,70,12,1,1000,60,,4
750,70,13,1,1000,60,,4
751,70,14,1,1000,60,,4
752,70,15,1,1000,60,,4
753,70,16,1,1000,60,,4
754,70,17,1,1000,60,,4
755,70,18,1,1000,60,,4
756,70,19,1,1000,60,,4
757,70,20,1,1000,60,,4
758,70,21,1,1000,60,,4
759,70,22,1,1000,60,,4
760,70,23,1,1000,60,,4
761,70,24,1,1000,60,,4
762,70,25,1,1000,60,,4
763,70,26,1,1000,60,,4
764,70,27,1,1000,60,,4
765,70,28,1,1000,60,,4
766,70,29,1,1000,60,,4
767,70,30,1,1000,60,,4
768,70,31,1,1000,60,,4
769,70,32,1,1000,60,,4
770,70,33,1,1000,60,,4
771,70,34,1,1000,60,,4
772,70,35,1,1000,60,,4
773,70,36,1,1000,60,,4
774,70,37,1,1000,60,,4
775,70,38,1,1000,60,,4
776,70,39,1,1000,60,,4
777,70,40,1,1000,60,,4
778,70,41,1,1000,60,,4
779,70,42,1,1000,60,,4
780,70,43,1,1000,60,,4
781,70,44,1,1000,60,,4
782,70,45,1,1000,60,,4
783,70,46,1,1000,60,,4
784,70,47,1,1000,60,,4
785,70,48,1,1000,60,,4
786,70,49,1,1000,60,,4
787,70,50,1,1000,60,,4
788,70,51,1,1000,60,,4
789,70,52,1,1000,60,,4
790,70,53,1,1000,60,,4
791,70,54,1,1000,60,,4
792,70,55,1,1000,60,,4
793,70,56,1,1000,60,,4
794,70,57,1,1000,60,,4
795,70,58,1,1000,60,,4
796,70,59,1,1000,60,,4
797,70,60,1,1000,60,,4
798,70,61,1,1000,60,,4
799,70,62,1,1000,60,,4
800,70,63,1,1000,60,,4
801,70,64,1,1000,60,,4
802,70,65,1,1000,60,,4
803,70,66,1,1000,60,,4
804,70,67,1,1000,60,,4
805,70,68,1,1000,60,,4
806,70,69,1,1000,60,,4
807,70,70,1,1000,60,,4
808,70,71,1,1000,60,,4
809,70,72,1,1000,60,,4
810,70,73,1,1000,60,,4
811,70,74,1,1000,60,,4
812,70,75,1,1000,60,,4
813,70,76,1,1000,60,,4
814,70,77,1,1000,60,,4
815,70,78,1,1000,60,,4
816,70,79,1,1000,60,,4
817,70,80,1,1000,60,,4
818,70,81,1,1000,60,,4
819,70,82,1,1000,60,,4
820,70,83,1,1000,60,,4
821,70,84,1,1000,60,,4
822,70,85,1,1000,60,,4
823,70,86,1,1000,60,,4
824,70,87,1,1000,60,,4
825,70,88,1,1000,60,,4
826,70,89,1,1000,60,,4
827,70,90,1,1000,60,,4
828,70,91,1,1000,60,,4
829,70,92,1,1000,60,,4
830,70,93,1,1000,60,,4
831,70,94,1,1000,60,,4
832,70,95,1,1000,60,,4
833,70,96,1,1000,60,,4
834,70,97,1,1000,60,,4
835,70,98,1,1000,60,,4
836,70,99,1,1000,60,,4
837,70,100,1,1000,60,,4
838,70,101,1,1000,60,,4
839,70,102,1,1000,60,,4
840,70,103,1,1000,60,,4
841,70,104,1,1000,60,,4
842,70,105,1,1000,60,,4
843,70,106,1,1000,60,,4
844,70,107,1,1000,60,,4
845,70,108,1,1000,60,,4
846,70,109,1,1000,60,,4
847,70,110,1,1000,60,,4
848,71,1,1,1000,60,,3
849,72,1,1,1000,60,,3
850,72,2,1,1000,60,,3
851,73,1,2,1000,60,,3
852,74,1,2,1000,60,,3
853,75,1,1,1000,60,,3
854,75,2,1,1000,60,,3
855,76,1,1,1000,60,,3
856,76,2,1,1000,60,,3
857,77,1,2,1000,60,,2
858,77,2,2,1000,60,,2
859,77,3,2,1000,60,,2
860,77,4,2,1000,60,,2
861,77,5,2,1000,60,,2
862,77,6,2,1000,60,,2
863,77,7,2,1000,60,,2
864,77,8,2,1000,60,,2
865,78,1,2,1000,60,,2
866,78,2,2,1000,60,,2
867,78,3,2,1000,60,,2
868,78,4,2,1000,60,,2
