id,link_id,sequence,num_lanes,capacity,max_speed,tags,link_category,length
5885,637,24,1,1000,60,,3,49.86758630991644
5886,637,25,1,1000,60,,3,42.609196406496622
5887,637,26,1,1000,60,,3,45.049138312283326
5888,637,27,1,1000,60,,3,45.287982437886718
5889,637,28,1,1000,60,,3,53.513613411869343
5890,637,29,1,1000,60,,3,42.775971545996583
5891,637,30,1,1000,60,,3,48.225517538677927
5892,637,31,1,1000,60,,3,35.346846779778282
5893,637,32,1,1000,60,,3,42.31607780557308
5894,637,33,1,1000,60,,3,48.123368895718947
5895,637,34,1,1000,60,,3,230.61248842718535
5896,637,35,1,1000,60,,3,29.403788480856594
