id,nodeid,from_link,to_link,phases,rules,visibility,tags
265,1661249174,79,118,,,,
1461,797784674,80,655,,,,
196,2017166538,81,82,,,,
1481,182820522,82,664,,,,
1482,182820522,82,665,,,,
1155,1540749672,83,515,,,,
1157,1540749672,83,517,,,,
1156,1540749672,83,516,,,,
73,797784811,84,28,,,,
74,797784811,84,29,,,,
1569,640712580,85,710,,,,
1570,640712580,85,711,,,,
200,2017166587,86,85,,,,
201,2017166587,87,85,,,,
1542,640712527,88,696,,,,
1543,640712527,88,697,,,,
471,640685745,89,209,,,,
1062,182859652,90,474,,,,
1063,182859652,90,475,,,,
1064,182859652,90,476,,,,
1052,640685876,91,471,,,,
1053,640685876,91,472,,,,
1051,640685876,91,470,,,,
62,182804802,92,26,,,,
60,182804802,92,24,,,,
59,182804802,92,23,,,,
61,182804802,92,25,,,,
746,1063452474,93,338,,,,
745,1063452474,93,337,,,,
744,1063452474,93,336,,,,
1291,1063451549,94,576,,,,
1292,1063451549,94,577,,,,
1218,640629360,95,548,,,,
1217,640629360,95,547,,,,
1333,640616070,96,596,,,,
1334,640616070,96,597,,,,
1433,3605815180,97,641,,,,
1432,3605815180,97,640,,,,
1431,3605815180,97,639,,,,
291,182822612,98,128,,,,
292,182822612,98,129,,,,
290,182822612,98,127,,,,
425,182855738,99,185,,,,
424,182855738,99,184,,,,
426,182855738,99,186,,,,
232,640615951,100,101,,,,
370,640616269,101,157,,,,
371,640616269,101,158,,,,
221,640616002,102,95,,,,
917,640615989,103,413,,,,
918,640615989,103,414,,,,
223,640615889,104,96,,,,
226,640615882,105,97,,,,
258,640616066,106,114,,,,
272,640616047,107,119,,,,
273,640616047,107,120,,,,
614,182814311,108,276,,,,
615,182814311,108,277,,,,
251,182814329,109,113,,,,
250,182814329,109,112,,,,
249,182814329,109,111,,,,
79,182813295,110,34,,,,
80,182813295,110,35,,,,
242,182814315,111,110,,,,
241,182814315,111,109,,,,
240,182814315,111,108,,,,
83,182813299,112,36,,,,
84,182813299,112,37,,,,
1437,182819367,113,642,,,,
234,640615970,114,102,,,,
235,640615970,114,103,,,,
1082,640686057,115,484,,,,
414,182831143,116,183,,,,
413,182831143,116,182,,,,
412,182831143,116,181,,,,
191,182822072,117,77,,,,
193,182822072,117,79,,,,
192,182822072,117,78,,,,
78,777822777,118,33,,,,
259,640616066,119,114,,,,
1296,1063451557,120,578,,,,
1297,1063451557,120,579,,,,
1298,1063451557,120,580,,,,
18,182853768,121,9,,,,
1393,182860883,122,621,,,,
143,182813587,123,61,,,,
142,182813587,123,60,,,,
144,182813587,123,62,,,,
285,640616138,124,126,,,,
926,182850363,125,420,,,,
