"shapeid","x","y"
"241","235173.031331","891293.416117"
"242","235787.153802","891429.158136"
"242","235771.370902","891421.380236"
"243","236375.703879","890248.006768"
"243","236389.540777","890242.234066"
"243","236398.007686","890237.306093"
"244","234834.868837","891323.267471"
"244","234857.268433","891317.281858"
"244","234862.545623","891316.428737"
"245","235631.063731","891397.51772"
"245","235622.571227","891397.755341"
"245","235610.026128","891400.985433"
"246","236039.577585","890455.883612"
"246","236040.11913","890455.325116"
"246","236117.283235","890385.784219"
"246","236160.100149","890349.079358"
"246","236168.080808","890342.768614"
"247","234784.037959","891332.621371"
"247","234784.622292","891332.643217"
"247","234801.482582","891331.526479"
"247","234809.712563","891329.57057"
"248","235593.061116","891405.578152"
"248","235554.733314","891417.738094"
"248","235538.001014","891423.740261"
"249","236242.505777","890294.716593"
"249","236331.991333","890262.916101"
"249","236358.370965","890255.295347"
"249","236358.756713","890255.132651"
"250","234967.036957","891312.613901"
"250","234980.698017","891312.625177"
"250","235006.194327","891309.233285"
"250","235035.177911","891302.401191"
"250","235046.525231","891299.940315"
"251","235507.874905","892032.385318"
"251","235504.948505","892017.286418"
"252","234101.625801","890651.275226"
"252","234151.806077","890679.139947"
"252","234169.416215","890688.890064"
"252","234190.813173","890700.82397"
"253","235072.146799","891294.989741"
"253","235092.954117","891291.457217"
"253","235118.253388","891285.670848"
"253","235135.066108","891284.510198"
"253","235145.852729","891285.038797"
"254","235498.362797","891775.043566"
"254","235478.958985","891678.707038"
"254","235476.974089","891668.663008"
"255","234626.852033","890934.955634"
"255","234632.104726","890937.287478"
"255","234655.779909","890945.912144"
"255","234672.879093","890951.198692"
"256","235502.922928","892000.932305"
"256","235501.527532","891987.764498"
"256","235501.034515","891968.451425"
"256","235504.599883","891955.689776"
"257","234697.74751","890958.641524"
"257","234719.608708","890964.969534"
"257","234774.807297","890980.68203"
"257","234809.025084","890990.634435"
"257","234835.301102","890998.898299"
"257","234860.256638","891008.273496"
"257","234974.383487","891054.830968"
"257","235011.664808","891069.417494"
"257","235030.583222","891075.095335"
"257","235062.586023","891078.893532"
"257","235123.339303","891083.859926"
"257","235201.534762","891091.49535"
"258","234719.959655","891545.501577"
"258","234723.050155","891534.958677"
"259","235471.932323","891643.156679"
"259","235459.50534","891580.298986"
"259","235460.393631","891572.11297"
"260","234394.471716","890813.841332"
"260","234429.553416","890833.212832"
"261","234604.474245","891746.832621"
"261","234601.731846","891725.12594"
"261","234599.359919","891699.317372"
"261","234600.368229","891688.895708"
"261","234604.767623","891678.148296"
"261","234613.377695","891666.101305"
"261","234658.155187","891626.820315"
"261","234677.629176","891610.099154"
"261","234689.978141","891597.123825"
"261","234699.148337","891584.793634"
"261","234709.588363","891568.372914"
"262","235511.416285","891834.750265"
"262","235503.772685","891800.521265"
"263","234452.329695","890845.735162"
"263","234537.763927","890892.502976"
"263","234549.188836","890898.661631"
"264","235511.511956","891930.640446"
"264","235514.992999","891917.865964"
"264","235520.454766","891899.598468"
"264","235520.831726","891887.65841"
"264","235518.550434","891872.653004"
"264","235516.414776","891860.140665"
"265","234213.58801","890713.290103"
"265","234271.24211","890744.255303"
"266","235464.471053","891546.251952"
"266","235464.720594","891545.012393"
"266","235471.963855","891521.716077"
"267","234335.529337","890779.57079"
"267","234371.940437","890800.99519"
"268","235480.59767","891497.040947"
"268","235499.942888","891447.418673"
"268","235509.500951","891432.493298"
"268","235512.652155","891430.645874"
"269","234294.130991","890756.606601"
"269","234312.827891","890766.743301"
"270","234756.598844","891444.116348"
"270","234762.046892","891430.245352"
"270","234765.971448","891409.981976"
"271","234768.661001","891384.694772"
"271","234768.699601","891347.381772"
"272","234730.36711","891510.008949"
"272","234733.700169","891498.648886"
"272","234744.461756","891471.425076"
"272","234746.242578","891467.753654"
"273","235762.402117","892039.792784"
"273","235769.904012","892074.679678"
"273","235778.974794","892117.562775"
"274","235636.186021","891382.05136"
"274","235638.939169","891365.589293"
"274","235636.305578","891346.883737"
"274","235629.465389","891324.936542"
"274","235620.822195","891298.695945"
"274","235620.314901","891296.363462"
"274","235619.327606","891291.940118"
"274","235618.010854","891282.280138"
"274","235618.933891","891269.030875"
"274","235620.819517","891262.725084"
"275","235638.046451","891407.870989"
"275","235639.447452","891421.828908"
"275","235646.244677","891460.528264"
"276","235628.67268","891237.869737"
"276","235641.06478","891200.661537"
"277","235672.20225","891594.346796"
"277","235681.94195","891644.322296"
"278","235650.928071","891486.062378"
"278","235653.174771","891497.665478"
"279","235672.643109","891096.032314"
"279","235688.155409","891034.709914"
"280","235736.885781","891915.734665"
"280","235751.389967","891985.412185"
"280","235757.142962","892014.367123"
