SERIALNO,SPORDER,PUMA,AGEP,COW,JWMNP,JWTR,MAR,RELP,SEX,SCHL,ESR,PINCP,ADJINC
908955,2,4904,51,1.0,,,1,1,2,17.0,6.0,13500.0,1001264
909137,1,4629,50,4.0,20.0,1.0,5,0,2,21.0,1.0,51000.0,1001264
909151,1,4625,72,,,,2,0,2,23.0,6.0,17200.0,1001264
909151,2,4625,27,1.0,20.0,1.0,5,7,1,19.0,1.0,11000.0,1001264
909168,1,4604,54,1.0,,,1,0,2,22.0,6.0,143000.0,1001264
909168,2,4604,54,1.0,,11.0,1,1,1,22.0,1.0,160000.0,1001264
909168,3,4604,9,,,,5,2,2,6.0,,,1001264
909218,1,4615,46,4.0,18.0,1.0,5,0,2,21.0,1.0,69100.0,1001264
909218,2,4615,19,1.0,,,5,2,2,14.0,6.0,1050.0,1001264
909218,3,4615,7,,,,5,2,2,4.0,,,1001264
909273,1,4610,47,6.0,30.0,1.0,1,0,1,16.0,1.0,50000.0,1001264
909273,2,4610,45,1.0,10.0,1.0,1,1,2,9.0,1.0,22000.0,1001264
909273,3,4610,26,1.0,10.0,12.0,5,2,1,16.0,1.0,19000.0,1001264
909273,4,4610,19,1.0,5.0,10.0,5,2,2,16.0,1.0,1300.0,1001264
909317,1,4621,51,,,,1,0,2,10.0,6.0,0.0,1001264
909317,2,4621,65,6.0,10.0,1.0,1,1,1,10.0,1.0,20000.0,1001264
909469,1,4504,46,1.0,,,1,0,2,16.0,6.0,30000.0,1001264
909469,2,4504,6,,,,5,7,1,2.0,,,1001264
909469,3,4504,49,1.0,15.0,1.0,1,10,1,9.0,1.0,40000.0,1001264
909469,4,4504,27,1.0,15.0,1.0,5,10,2,19.0,1.0,23000.0,1001264
909652,1,4502,63,1.0,,,1,0,1,21.0,6.0,173790.0,1001264
909652,2,4502,62,2.0,15.0,1.0,1,1,2,21.0,1.0,32000.0,1001264
909673,1,4502,57,6.0,,,2,0,1,11.0,2.0,21900.0,1001264
909673,2,4502,31,1.0,45.0,1.0,5,2,1,16.0,1.0,24000.0,1001264
909673,3,4502,21,1.0,,,5,2,1,19.0,6.0,8400.0,1001264
909805,1,4631,81,,,,2,0,2,21.0,6.0,20000.0,1001264
909805,2,4631,60,1.0,,,3,2,1,21.0,6.0,700.0,1001264
910054,1,4631,29,1.0,40.0,1.0,1,0,1,21.0,1.0,62000.0,1001264
910054,2,4631,30,1.0,10.0,1.0,1,1,2,19.0,1.0,36000.0,1001264
910152,1,4637,54,1.0,,,1,0,2,18.0,6.0,500.0,1001264
910152,2,4637,55,1.0,5.0,10.0,1,1,1,18.0,1.0,93000.0,1001264
910152,3,4637,26,1.0,,,5,2,2,22.0,3.0,0.0,1001264
910244,1,4905,50,1.0,50.0,1.0,5,0,2,22.0,1.0,60000.0,1001264
910378,1,4619,31,1.0,15.0,1.0,1,0,1,22.0,1.0,4000.0,1001264
910378,2,4619,28,1.0,,,1,1,2,16.0,6.0,0.0,1001264
910378,3,4619,2,,,,5,2,2,,,,1001264
910394,1,4628,37,1.0,30.0,1.0,3,0,2,16.0,1.0,29000.0,1001264
910394,2,4628,14,,,,5,2,1,10.0,,,1001264
910394,3,4628,10,,,,5,2,2,5.0,,,1001264
910394,4,4628,5,,,,5,2,1,2.0,,,1001264
910450,1,4610,69,2.0,30.0,1.0,1,0,1,20.0,1.0,33000.0,1001264
910482,1,4637,72,1.0,,,1,0,1,21.0,6.0,15000.0,1001264
910482,2,4637,71,1.0,15.0,1.0,1,1,2,19.0,1.0,25200.0,1001264
910573,1,4630,62,1.0,20.0,1.0,1,0,2,22.0,1.0,14000.0,1001264
910573,2,4630,58,7.0,,11.0,1,1,1,21.0,1.0,60300.0,1001264
910630,1,4901,56,,,,5,16,2,13.0,6.0,16000.0,1001264
910637,1,4803,38,1.0,,,3,0,2,21.0,3.0,0.0,1001264
910637,2,4803,2,,,,5,2,1,,,,1001264
910795,1,4611,59,1.0,45.0,1.0,1,0,2,16.0,1.0,24000.0,1001264
910795,2,4611,65,1.0,,,1,1,1,16.0,6.0,12000.0,1001264
910986,1,4503,53,1.0,60.0,2.0,1,0,1,21.0,1.0,200000.0,1001264
910986,2,4503,41,1.0,10.0,1.0,1,1,2,21.0,1.0,9000.0,1001264
910986,3,4503,14,,,,5,2,2,11.0,,,1001264
910986,4,4503,12,,,,5,2,1,9.0,,,1001264
911003,1,5000,58,7.0,10.0,1.0,1,0,2,16.0,1.0,125000.0,1001264
911003,2,5000,58,7.0,10.0,1.0,1,1,1,16.0,1.0,85000.0,1001264
911027,1,4628,34,1.0,30.0,1.0,4,0,1,16.0,1.0,42000.0,1001264
911027,2,4628,1,,,,5,2,1,,,,1001264
911027,3,4628,24,1.0,10.0,1.0,5,13,2,16.0,1.0,40000.0,1001264
911037,1,4637,43,1.0,10.0,1.0,2,0,1,21.0,1.0,100000.0,1001264
911148,1,4634,24,1.0,60.0,1.0,5,0,2,21.0,1.0,58000.0,1001264
911167,1,4625,61,1.0,,,3,0,2,21.0,6.0,16000.0,1001264
911167,2,4625,33,1.0,30.0,1.0,5,2,1,19.0,1.0,44000.0,1001264
911167,3,4625,21,1.0,35.0,1.0,5,15,2,18.0,1.0,45000.0,1001264
911171,1,4902,55,1.0,20.0,1.0,1,0,1,21.0,1.0,110000.0,1001264
911171,2,4902,55,2.0,15.0,1.0,1,1,2,21.0,1.0,10000.0,1001264
911171,3,4902,21,1.0,15.0,1.0,5,2,1,19.0,1.0,7000.0,1001264
911171,4,4902,17,6.0,,,5,2,2,13.0,6.0,30.0,1001264
911206,1,4701,21,1.0,,,5,16,1,14.0,6.0,35000.0,1001264
911246,1,4620,36,3.0,10.0,10.0,1,0,1,18.0,1.0,61500.0,1001264
911246,2,4620,32,1.0,10.0,1.0,1,1,2,18.0,1.0,50000.0,1001264
911246,3,4620,7,,,,5,2,1,4.0,,,1001264
911246,4,4620,2,,,,5,2,2,,,,1001264
911265,1,4619,25,1.0,15.0,1.0,5,0,2,17.0,1.0,20000.0,1001264
911265,2,4619,5,,,,5,2,2,1.0,,,1001264
911265,3,4619,26,1.0,15.0,1.0,5,13,1,16.0,1.0,19000.0,1001264
911409,1,4603,25,,,,5,17,2,13.0,6.0,0.0,1001264
911467,1,4501,78,,,,1,0,2,14.0,6.0,6900.0,1001264
911467,2,4501,80,,,,1,1,1,16.0,6.0,12600.0,1001264
911467,3,4501,28,1.0,,,5,7,2,16.0,6.0,3000.0,1001264
911467,4,4501,11,,,,5,7,2,7.0,,,1001264
911467,5,4501,0,,,,5,7,2,,,,1001264
911518,1,4632,33,1.0,,,5,0,1,19.0,6.0,6700.0,1001264
911583,1,4604,28,2.0,8.0,1.0,5,0,2,23.0,1.0,46500.0,1001264
911583,2,4604,28,1.0,30.0,1.0,5,12,1,21.0,1.0,120000.0,1001264
911583,3,4604,28,2.0,8.0,1.0,5,13,1,23.0,1.0,46500.0,1001264
911593,1,4636,65,1.0,,,1,0,1,23.0,6.0,160400.0,1001264
911593,2,4636,61,3.0,,,1,1,2,21.0,6.0,43600.0,1001264
911627,1,4801,28,7.0,,,3,0,1,16.0,2.0,35000.0,1001264
911696,1,4606,70,1.0,,,1,0,1,18.0,6.0,27000.0,1001264
911696,2,4606,68,,,,1,1,2,16.0,6.0,8500.0,1001264
911711,1,4601,25,1.0,90.0,2.0,5,0,1,19.0,1.0,10000.0,1001264
911711,2,4601,24,3.0,159.0,1.0,1,5,1,19.0,1.0,24000.0,1001264
911711,3,4601,21,3.0,45.0,1.0,5,5,2,19.0,1.0,14400.0,1001264
911711,4,4601,23,1.0,35.0,1.0,1,10,2,19.0,1.0,19200.0,1001264
911714,1,4632,37,1.0,35.0,1.0,1,0,2,21.0,1.0,70000.0,1001264
911714,2,4632,39,,,,1,1,1,19.0,6.0,0.0,1001264
911714,3,4632,8,,,,5,2,2,5.0,,,1001264
911714,4,4632,8,,,,5,2,2,5.0,,,1001264
911714,5,4632,1,,,,5,2,1,,,,1001264
911759,1,4637,36,1.0,20.0,1.0,5,0,2,21.0,1.0,122000.0,1001264
911775,1,4607,47,1.0,30.0,1.0,3,0,2,19.0,1.0,102000.0,1001264
911775,2,4607,23,3.0,25.0,1.0,5,2,2,20.0,1.0,14000.0,1001264
911775,3,4607,19,,,,5,2,1,20.0,6.0,0.0,1001264
911843,1,4627,62,1.0,15.0,1.0,4,0,2,9.0,1.0,32000.0,1001264
911843,2,4627,45,1.0,,,5,2,1,19.0,3.0,33000.0,1001264
912086,1,4621,54,1.0,10.0,1.0,1,0,1,19.0,1.0,76600.0,1001264
912086,2,4621,50,,,,1,1,2,18.0,6.0,0.0,1001264
912086,3,4621,24,1.0,40.0,1.0,5,4,2,21.0,1.0,3620.0,1001264
912159,1,4901,63,6.0,,,1,0,1,18.0,6.0,43000.0,1001264
912159,2,4901,56,1.0,47.0,1.0,1,1,2,21.0,1.0,174000.0,1001264
912186,1,5000,45,,,,5,17,1,16.0,6.0,0.0,1001264
912210,1,4609,28,1.0,40.0,1.0,5,0,1,16.0,1.0,24000.0,1001264
912210,2,4609,8,,,,5,2,2,4.0,,,1001264
912210,3,4609,5,,,,5,2,1,3.0,,,1001264
912210,4,4609,2,,,,5,2,1,,,,1001264
912210,5,4609,1,,,,5,2,1,,,,1001264
912210,6,4609,29,1.0,10.0,1.0,5,13,2,16.0,1.0,24000.0,1001264
912248,1,4617,23,1.0,,,5,0,1,16.0,3.0,2100.0,1001264
912248,2,4617,11,,,,5,2,1,8.0,,,1001264
912248,3,4617,5,,,,5,2,1,2.0,,,1001264
912248,4,4617,2,,,,5,2,1,,,,1001264
912248,5,4617,37,1.0,7.0,1.0,3,5,2,18.0,1.0,13800.0,1001264
912248,6,4617,26,1.0,,,5,13,1,21.0,3.0,12000.0,1001264
912260,1,4628,68,1.0,10.0,1.0,3,0,2,19.0,1.0,75000.0,1001264
912273,1,4612,73,,,,1,0,2,21.0,6.0,33900.0,1001264
912440,1,4905,38,1.0,,,1,0,1,9.0,6.0,0.0,1001264
912440,2,4905,40,1.0,15.0,1.0,1,1,2,12.0,1.0,26000.0,1001264
912440,3,4905,19,1.0,15.0,1.0,5,2,1,16.0,1.0,20000.0,1001264
912440,4,4905,8,,,,5,2,2,5.0,,,1001264
912440,5,4905,0,,,,5,7,1,,,,1001264
912440,6,4905,22,1.0,,,5,15,2,16.0,6.0,600.0,1001264
912546,1,4620,41,1.0,40.0,1.0,1,0,2,19.0,1.0,14900.0,1001264
912546,2,4620,43,2.0,30.0,1.0,1,1,1,19.0,1.0,60000.0,1001264
912546,3,4620,19,2.0,25.0,12.0,5,2,2,16.0,1.0,780.0,1001264
912546,4,4620,14,,,,5,2,2,11.0,,,1001264
912546,5,4620,11,,,,5,2,2,8.0,,,1001264
912567,1,4622,56,1.0,,,1,0,1,18.0,2.0,63000.0,1001264
912567,2,4622,56,1.0,20.0,1.0,1,1,2,19.0,1.0,66000.0,1001264
912581,1,4616,47,1.0,15.0,1.0,1,0,1,19.0,1.0,70000.0,1001264
912581,2,4616,47,1.0,15.0,1.0,1,1,2,1.0,1.0,19000.0,1001264
912581,3,4616,17,1.0,25.0,1.0,5,2,1,14.0,1.0,8600.0,1001264
912725,1,4604,26,4.0,7.0,1.0,5,0,2,21.0,1.0,59000.0,1001264
912725,2,4604,26,1.0,30.0,1.0,5,12,2,21.0,1.0,50000.0,1001264
912725,3,4604,25,1.0,7.0,1.0,5,12,2,22.0,1.0,33000.0,1001264
912850,1,4612,51,1.0,45.0,1.0,3,0,1,20.0,1.0,96000.0,1001264
912905,1,4617,55,5.0,30.0,1.0,1,0,2,21.0,1.0,112000.0,1001264
912905,2,4617,60,1.0,30.0,1.0,1,1,1,18.0,1.0,62000.0,1001264
912915,1,4614,42,1.0,60.0,2.0,5,0,1,16.0,1.0,14300.0,1001264
912915,2,4614,28,1.0,20.0,1.0,4,12,1,16.0,1.0,26400.0,1001264
912918,1,4400,57,,,,1,0,2,17.0,6.0,0.0,1001264
912918,2,4400,60,1.0,1.0,1.0,1,1,1,18.0,1.0,46000.0,1001264
912918,3,4400,29,1.0,30.0,1.0,4,2,2,16.0,1.0,6000.0,1001264
912918,4,4400,11,,,,5,7,2,8.0,,,1001264
912918,5,4400,9,,,,5,7,1,6.0,,,1001264
912918,6,4400,8,,,,5,7,1,4.0,,,1001264
912964,1,4602,49,5.0,30.0,1.0,5,0,2,20.0,1.0,66200.0,1001264
912987,1,4702,68,1.0,10.0,1.0,1,0,1,19.0,1.0,192100.0,1001264
912987,2,4702,55,6.0,,,1,1,2,16.0,6.0,3000.0,1001264
912998,1,4624,84,,,,1,0,1,21.0,6.0,19000.0,1001264
912998,2,4624,71,1.0,90.0,2.0,1,1,2,19.0,1.0,54000.0,1001264
913050,1,4636,53,1.0,50.0,1.0,1,0,1,21.0,1.0,20000.0,1001264
913050,2,4636,51,5.0,50.0,1.0,1,1,2,21.0,1.0,50000.0,1001264
913050,3,4636,26,,,,5,2,1,19.0,6.0,0.0,1001264
913059,1,4801,32,1.0,60.0,1.0,1,0,1,22.0,1.0,25000.0,1001264
913059,2,4801,38,1.0,30.0,1.0,1,1,2,23.0,1.0,50000.0,1001264
913059,3,4801,2,,,,5,2,1,,,,1001264
913185,1,4632,74,,,,1,0,2,20.0,6.0,18100.0,1001264
913185,2,4632,68,,,,1,1,1,20.0,6.0,21600.0,1001264
913185,3,4632,7,,,,5,7,1,4.0,,,1001264
913188,1,4701,73,,,,2,16,2,16.0,6.0,10800.0,1001264
913194,1,4803,58,,,,1,0,2,19.0,6.0,12000.0,1001264
913194,2,4803,61,1.0,,,1,1,1,21.0,6.0,72000.0,1001264
913263,1,4615,53,1.0,30.0,1.0,1,0,2,17.0,1.0,33900.0,1001264
913263,2,4615,54,1.0,30.0,1.0,1,1,1,19.0,1.0,33000.0,1001264
913263,3,4615,24,1.0,35.0,1.0,5,2,1,16.0,1.0,35000.0,1001264
913336,1,5000,56,4.0,,11.0,1,0,1,16.0,1.0,80000.0,1001264
913336,2,5000,57,3.0,8.0,1.0,1,1,2,20.0,1.0,30000.0,1001264
913358,1,4618,33,6.0,60.0,1.0,1,0,2,16.0,1.0,2000.0,1001264
913358,2,4618,50,1.0,15.0,1.0,1,1,1,7.0,1.0,17400.0,1001264
913358,3,4618,13,,,,5,2,2,9.0,,,1001264
913358,4,4618,7,,,,5,2,1,4.0,,,1001264
913358,5,4618,6,,,,5,2,2,3.0,,,1001264
913413,1,4607,38,4.0,45.0,1.0,1,0,1,20.0,1.0,95000.0,1001264
913413,2,4607,31,4.0,30.0,1.0,1,1,2,21.0,1.0,51000.0,1001264
913413,3,4607,3,,,,5,2,2,1.0,,,1001264
913413,4,4607,0,,,,5,2,2,,,,1001264
913466,1,4904,67,1.0,15.0,1.0,1,0,1,22.0,1.0,100000.0,1001264
913466,2,4904,52,1.0,45.0,1.0,1,1,2,20.0,1.0,20000.0,1001264
913466,3,4904,20,1.0,,,5,2,1,16.0,6.0,1200.0,1001264
913466,4,4904,19,1.0,15.0,1.0,5,2,2,16.0,1.0,10000.0,1001264
913466,5,4904,18,1.0,30.0,1.0,5,2,2,16.0,1.0,28800.0,1001264
913473,1,4611,48,1.0,35.0,1.0,3,0,2,10.0,1.0,4600.0,1001264
913473,2,4611,18,,,,5,2,2,14.0,6.0,0.0,1001264
913690,1,4602,50,1.0,30.0,1.0,1,0,1,19.0,1.0,65000.0,1001264
913690,2,4602,45,1.0,10.0,1.0,1,1,2,18.0,1.0,63000.0,1001264
913709,1,4617,66,,,,1,0,1,19.0,6.0,30000.0,1001264
913820,1,4628,60,1.0,35.0,1.0,3,0,2,17.0,1.0,50000.0,1001264
913983,1,4607,70,,,,1,0,2,16.0,6.0,0.0,1001264
913983,2,4607,70,,,,1,1,1,6.0,6.0,8400.0,1001264
913983,3,4607,28,,,,1,2,2,16.0,6.0,0.0,1001264
913983,4,4607,1,,,,5,7,1,,,,1001264
913983,5,4607,35,1.0,6.0,1.0,1,9,1,11.0,1.0,1700.0,1001264
914016,1,4702,54,5.0,20.0,1.0,1,0,1,21.0,1.0,116800.0,1001264
914016,2,4702,53,1.0,75.0,1.0,1,1,2,21.0,1.0,116000.0,1001264
914016,3,4702,23,,,,5,2,1,21.0,6.0,0.0,1001264
914016,4,4702,20,,,,5,2,1,15.0,6.0,5100.0,1001264
914035,1,4615,39,,,,4,0,1,19.0,6.0,800.0,1001264
914035,2,4615,42,1.0,20.0,1.0,3,5,2,16.0,1.0,17000.0,1001264
914096,1,4632,36,1.0,45.0,1.0,1,0,1,21.0,1.0,100000.0,1001264
914096,2,4632,29,1.0,60.0,1.0,1,1,2,21.0,1.0,36400.0,1001264
914096,3,4632,4,,,,5,2,2,2.0,,,1001264
914096,4,4632,49,1.0,30.0,1.0,5,10,2,16.0,1.0,6000.0,1001264
914096,5,4632,22,1.0,20.0,1.0,5,10,2,16.0,1.0,6000.0,1001264
914106,1,4803,45,1.0,30.0,1.0,3,0,1,20.0,1.0,30200.0,1001264
914106,2,4803,7,,,,5,2,2,4.0,,,1001264
914106,3,4803,5,,,,5,2,2,2.0,,,1001264
914367,1,4622,27,1.0,20.0,1.0,5,0,2,19.0,1.0,25000.0,1001264
914367,2,4622,1,,,,5,2,1,,,,1001264
914377,1,4637,50,1.0,20.0,1.0,3,0,2,23.0,1.0,75000.0,1001264
914377,2,4637,23,2.0,35.0,1.0,5,2,2,21.0,1.0,10000.0,1001264
914382,1,4603,30,9.0,,,1,0,1,23.0,3.0,0.0,1001264
914382,2,4603,34,1.0,30.0,1.0,1,1,2,20.0,1.0,60000.0,1001264
914394,1,4618,46,6.0,10.0,1.0,5,0,1,13.0,1.0,85000.0,1001264
914394,2,4618,14,,,,5,2,1,10.0,,,1001264
914417,1,4628,37,,,,5,0,2,17.0,6.0,7200.0,1001264
914417,2,4628,37,,,,3,10,2,19.0,6.0,0.0,1001264
914417,3,4628,7,,,,5,10,2,3.0,,,1001264
914430,1,4633,36,5.0,25.0,1.0,5,0,2,22.0,1.0,84000.0,1001264
914582,1,5000,43,1.0,45.0,1.0,1,0,1,13.0,1.0,80000.0,1001264
914605,1,4400,58,,,,1,0,2,16.0,6.0,90.0,1001264
914605,2,4400,65,1.0,10.0,1.0,1,1,1,7.0,1.0,132000.0,1001264
914621,1,4630,76,2.0,45.0,1.0,1,0,2,16.0,1.0,9000.0,1001264
914621,2,4630,83,,,,1,1,1,15.0,6.0,28400.0,1001264
914708,1,5000,71,,,,1,0,2,21.0,6.0,8400.0,1001264
914708,2,5000,73,,,,1,1,1,21.0,6.0,74000.0,1001264
914731,1,4607,61,,,,1,0,2,5.0,6.0,0.0,1001264
914731,2,4607,59,1.0,40.0,9.0,1,1,1,9.0,1.0,33000.0,1001264
914788,1,5000,81,,,,1,0,1,15.0,6.0,11400.0,1001264
914788,2,5000,77,,,,1,1,2,20.0,6.0,0.0,1001264
914827,1,4621,77,,,,2,0,1,12.0,6.0,22800.0,1001264
914827,2,4621,46,1.0,,,5,2,1,16.0,6.0,0.0,1001264
914827,3,4621,39,1.0,,,5,2,1,16.0,6.0,0.0,1001264
914827,4,4621,35,1.0,10.0,1.0,5,2,1,12.0,1.0,3200.0,1001264
914827,5,4621,32,,,,5,2,2,19.0,6.0,0.0,1001264
914827,6,4621,28,,,,5,2,2,19.0,6.0,0.0,1001264
914827,7,4621,11,,,,5,7,2,8.0,,,1001264
914885,1,4601,55,,,,1,0,2,9.0,6.0,0.0,1001264
914885,2,4601,62,,,,1,1,1,9.0,6.0,7700.0,1001264
914938,1,4613,65,1.0,5.0,1.0,1,0,1,21.0,1.0,755000.0,1001264
914938,2,4613,52,,,,1,1,2,21.0,6.0,0.0,1001264
914948,1,4613,25,1.0,15.0,1.0,1,0,1,21.0,1.0,72000.0,1001264
914948,2,4613,23,,,,1,1,2,20.0,6.0,0.0,1001264
914948,3,4613,1,,,,5,2,2,,,,1001264
914982,1,4604,35,,,,1,0,2,23.0,6.0,5500.0,1001264
914982,2,4604,39,1.0,15.0,1.0,1,1,1,21.0,1.0,451000.0,1001264
914982,3,4604,9,,,,5,2,1,6.0,,,1001264
914982,4,4604,6,,,,5,2,2,3.0,,,1001264
914982,5,4604,3,,,,5,2,2,2.0,,,1001264
914982,6,4604,0,,,,5,2,1,,,,1001264
914993,1,4603,23,5.0,,,1,0,1,18.0,6.0,20600.0,1001264
914993,2,4603,23,1.0,30.0,1.0,1,1,2,20.0,1.0,12000.0,1001264
915089,1,4635,50,6.0,20.0,1.0,1,0,1,16.0,1.0,100000.0,1001264
915089,2,4635,42,1.0,15.0,1.0,1,1,2,9.0,1.0,21000.0,1001264
915089,3,4635,67,,,,3,6,2,1.0,6.0,12000.0,1001264
915089,4,4635,20,,,,5,15,2,19.0,6.0,0.0,1001264
915098,1,4631,61,,,,5,0,1,22.0,6.0,22600.0,1001264
915123,1,4603,21,1.0,5.0,1.0,5,17,1,19.0,1.0,2000.0,1001264
915176,1,4617,57,2.0,25.0,1.0,4,0,2,17.0,1.0,7100.0,1001264
915176,2,4617,32,1.0,25.0,1.0,1,2,2,16.0,1.0,14400.0,1001264
915237,1,4635,74,,,,1,0,1,16.0,6.0,12600.0,1001264
915237,2,4635,85,,,,1,1,2,12.0,6.0,0.0,1001264
915415,1,4617,72,1.0,,,1,0,1,19.0,6.0,43060.0,1001264
915415,2,4617,64,,,,1,1,2,21.0,6.0,0.0,1001264
915449,1,4905,81,,,,3,0,2,10.0,6.0,17300.0,1001264
915477,1,4904,56,1.0,15.0,1.0,1,0,1,22.0,1.0,115150.0,1001264
915477,2,4904,58,1.0,60.0,1.0,1,1,2,21.0,1.0,125000.0,1001264
915504,1,4631,57,4.0,30.0,1.0,1,0,1,24.0,1.0,110000.0,1001264
915504,2,4631,52,2.0,,,1,1,2,20.0,6.0,7800.0,1001264
915504,3,4631,11,,,,5,2,2,8.0,,,1001264
915525,1,4501,61,1.0,,,1,0,1,21.0,6.0,95580.0,1001264
915525,2,4501,62,1.0,25.0,1.0,1,1,2,21.0,1.0,12100.0,1001264
915543,1,4603,23,1.0,,,5,17,1,19.0,6.0,720.0,1001264
915576,1,4634,54,1.0,,,3,0,2,16.0,6.0,0.0,1001264
915592,1,4701,30,1.0,,,5,0,2,16.0,2.0,12000.0,1001264
915592,2,4701,9,,,,5,2,1,5.0,,,1001264
915592,3,4701,7,,,,5,2,1,4.0,,,1001264
915592,4,4701,6,,,,5,2,2,1.0,,,1001264
915612,1,4803,30,2.0,5.0,1.0,1,0,1,21.0,1.0,6000.0,1001264
915612,2,4803,28,1.0,1.0,1.0,1,1,2,21.0,1.0,65000.0,1001264
915612,3,4803,6,,,,5,2,1,4.0,,,1001264
915612,4,4803,5,,,,5,2,2,2.0,,,1001264
915612,5,4803,4,,,,5,2,1,1.0,,,1001264
915612,6,4803,3,,,,5,2,1,1.0,,,1001264
915612,7,4803,1,,,,5,2,2,,,,1001264
915621,1,4619,26,5.0,10.0,1.0,5,0,2,18.0,1.0,22700.0,1001264
915621,2,4619,6,,,,5,2,2,1.0,,,1001264
915621,3,4619,1,,,,5,2,1,,,,1001264
915621,4,4619,29,1.0,,,5,10,2,16.0,3.0,2600.0,1001264
915808,1,4702,43,1.0,,,3,0,1,6.0,6.0,0.0,1001264
915808,2,4702,24,1.0,20.0,1.0,5,13,2,16.0,1.0,22000.0,1001264
915808,3,4702,39,4.0,10.0,1.0,1,15,2,16.0,1.0,10000.0,1001264
915808,4,4702,20,1.0,20.0,1.0,5,15,1,16.0,1.0,84000.0,1001264
915808,5,4702,15,,,,5,15,2,12.0,,0.0,1001264
915808,6,4702,9,,,,5,15,1,6.0,,,1001264
915808,7,4702,5,,,,5,15,2,1.0,,,1001264
915882,1,4630,67,,,,3,0,2,16.0,6.0,18720.0,1001264
915884,1,4610,28,1.0,10.0,1.0,1,0,2,8.0,1.0,13000.0,1001264
915884,2,4610,30,1.0,45.0,1.0,1,1,1,13.0,1.0,65000.0,1001264
915884,3,4610,12,,,,5,2,2,9.0,,,1001264
915884,4,4610,8,,,,5,2,2,5.0,,,1001264
915884,5,4610,1,,,,5,2,1,,,,1001264
916074,1,4614,33,1.0,20.0,1.0,1,0,1,23.0,1.0,15200.0,1001264
916074,2,4614,46,1.0,5.0,1.0,1,1,2,23.0,1.0,2000.0,1001264
916074,3,4614,6,,,,5,2,2,3.0,,,1001264
916074,4,4614,20,1.0,15.0,1.0,5,4,2,15.0,1.0,6900.0,1001264
916074,5,4614,10,,,,5,4,1,8.0,,,1001264
916074,6,4614,29,1.0,,,5,15,1,15.0,6.0,5600.0,1001264
916155,1,4616,50,2.0,20.0,1.0,3,0,2,21.0,1.0,56000.0,1001264
916155,2,4616,25,4.0,45.0,1.0,5,2,1,21.0,1.0,75000.0,1001264
916155,3,4616,24,2.0,20.0,1.0,5,2,2,18.0,1.0,15000.0,1001264
916155,4,4616,2,,,,5,7,1,,,,1001264
916244,1,5000,70,,,,1,0,2,21.0,6.0,30400.0,1001264
916244,2,5000,79,,,,1,1,1,21.0,6.0,78100.0,1001264
916287,1,4615,32,1.0,30.0,1.0,5,0,2,19.0,1.0,15000.0,1001264
916287,2,4615,12,,,,5,2,1,8.0,,,1001264
916287,3,4615,8,,,,5,2,1,4.0,,,1001264
916295,1,4502,44,4.0,5.0,1.0,1,0,2,20.0,1.0,2300.0,1001264
916295,2,4502,47,1.0,45.0,1.0,1,1,1,21.0,1.0,220000.0,1001264
916295,3,4502,16,,,,5,2,1,12.0,6.0,0.0,1001264
916409,1,4614,58,1.0,30.0,1.0,1,0,1,16.0,1.0,48000.0,1001264
916409,2,4614,55,,,,1,1,2,16.0,6.0,0.0,1001264
916423,1,4702,65,4.0,,,1,0,1,22.0,6.0,114000.0,1001264
916423,2,4702,59,1.0,60.0,1.0,1,1,2,18.0,1.0,75200.0,1001264
916559,1,4601,38,1.0,20.0,1.0,3,0,2,21.0,1.0,20000.0,1001264
916604,1,4628,48,6.0,,11.0,1,0,1,21.0,1.0,32000.0,1001264
916604,2,4628,47,1.0,60.0,1.0,1,1,2,22.0,1.0,180000.0,1001264
916604,3,4628,18,1.0,,,5,2,1,19.0,6.0,1200.0,1001264
916604,4,4628,16,,,,5,2,1,14.0,6.0,0.0,1001264
916604,5,4628,14,,,,5,2,2,12.0,,,1001264
916777,1,4629,29,1.0,15.0,1.0,5,0,1,21.0,1.0,66000.0,1001264
916875,1,4616,62,1.0,30.0,1.0,3,0,2,19.0,1.0,76400.0,1001264
916875,2,4616,28,1.0,30.0,1.0,5,2,2,22.0,1.0,48500.0,1001264
916930,1,4628,25,1.0,25.0,1.0,5,0,2,21.0,1.0,15000.0,1001264
916935,1,4617,35,,,,1,0,2,16.0,6.0,0.0,1001264
916935,2,4617,38,1.0,20.0,1.0,1,1,1,16.0,1.0,90000.0,1001264
916935,3,4617,12,,,,5,2,2,9.0,,,1001264
916935,4,4617,10,,,,5,2,1,7.0,,,1001264
916945,1,4612,42,1.0,20.0,1.0,5,0,2,22.0,1.0,201000.0,1001264
917006,1,4625,39,5.0,25.0,1.0,3,0,2,21.0,1.0,90000.0,1001264
917006,2,4625,14,,,,5,2,1,11.0,,,1001264
917034,1,4701,73,,,,4,0,2,16.0,6.0,2900.0,1001264
917258,1,4801,32,1.0,10.0,1.0,1,0,1,19.0,1.0,55000.0,1001264
917258,2,4801,30,1.0,45.0,1.0,1,1,2,16.0,1.0,35000.0,1001264
917258,3,4801,7,,,,5,2,1,5.0,,,1001264
917258,4,4801,6,,,,5,2,2,4.0,,,1001264
917258,5,4801,5,,,,5,2,1,2.0,,,1001264
917258,6,4801,50,1.0,60.0,1.0,3,8,2,19.0,1.0,22900.0,1001264
917258,7,4801,24,1.0,25.0,1.0,1,10,1,19.0,1.0,20000.0,1001264
