SERIALNO,SPORDER,PUMA,AGEP,COW,JWMNP,JWTR,MAR,RELP,SEX,SCHL,ESR,PINCP,ADJINC
917258,8,4801,23,1.0,10.0,1.0,1,10,2,19.0,1.0,15000.0,1001264
917258,9,4801,1,,,,5,10,2,,,,1001264
917258,10,4801,0,,,,5,10,2,,,,1001264
917263,1,4621,84,6.0,,11.0,1,0,1,21.0,1.0,31120.0,1001264
917263,2,4621,84,6.0,,11.0,1,1,2,21.0,1.0,37400.0,1001264
917272,1,4802,36,1.0,10.0,1.0,5,0,1,16.0,1.0,30000.0,1001264
917289,1,4606,45,,,,1,0,2,15.0,6.0,0.0,1001264
917289,2,4606,50,,,,1,1,1,16.0,6.0,7900.0,1001264
917289,3,4606,18,9.0,,,5,2,1,16.0,3.0,0.0,1001264
917337,1,4621,81,,,,2,0,2,21.0,6.0,30000.0,1001264
917346,1,4603,34,2.0,15.0,1.0,5,0,1,24.0,1.0,80000.0,1001264
917388,1,4400,42,1.0,,,5,0,1,15.0,3.0,13100.0,1001264
917388,2,4400,14,,,,5,2,1,9.0,,,1001264
917397,1,4603,21,1.0,30.0,1.0,5,17,2,19.0,1.0,15000.0,1001264
917450,1,4803,68,,,,1,0,1,16.0,6.0,54400.0,1001264
917450,2,4803,66,,,,1,1,2,16.0,6.0,10400.0,1001264
917450,3,4803,26,1.0,30.0,1.0,5,3,1,19.0,1.0,3700.0,1001264
917450,4,4803,20,,,,5,7,2,16.0,6.0,0.0,1001264
917450,5,4803,15,,,,5,7,1,12.0,,0.0,1001264
917450,6,4803,11,,,,5,7,1,8.0,,,1001264
917691,1,4803,55,1.0,10.0,1.0,1,0,1,20.0,1.0,86030.0,1001264
917691,2,4803,49,1.0,5.0,1.0,1,1,2,20.0,1.0,1000.0,1001264
917691,3,4803,16,,,,5,2,2,13.0,6.0,0.0,1001264
917692,1,4637,49,2.0,15.0,1.0,1,0,1,15.0,1.0,14000.0,1001264
917692,2,4637,42,2.0,15.0,1.0,1,1,2,17.0,1.0,14000.0,1001264
917692,3,4637,13,,,,5,2,1,11.0,,,1001264
917761,1,4621,20,1.0,15.0,1.0,5,0,1,16.0,1.0,24000.0,1001264
917796,1,4627,68,,,,3,0,2,22.0,6.0,44500.0,1001264
917854,1,4607,79,,,,1,0,1,16.0,6.0,19200.0,1001264
917854,2,4607,79,,,,1,1,2,20.0,6.0,8400.0,1001264
917870,1,4637,46,1.0,60.0,1.0,1,0,1,20.0,1.0,30500.0,1001264
917870,2,4637,44,1.0,45.0,1.0,1,1,2,20.0,1.0,36500.0,1001264
917967,1,5000,92,,,,2,0,2,16.0,6.0,10800.0,1001264
918056,1,4638,56,6.0,,,3,0,1,16.0,3.0,0.0,1001264
918056,2,4638,86,,,,5,10,2,22.0,6.0,69600.0,1001264
918122,1,4905,70,,,,1,0,1,21.0,6.0,91200.0,1001264
918122,2,4905,67,,,,1,1,2,21.0,6.0,18000.0,1001264
918273,1,4701,48,2.0,60.0,1.0,1,0,2,21.0,1.0,100000.0,1001264
918273,2,4701,49,1.0,40.0,1.0,1,1,1,14.0,1.0,60000.0,1001264
918273,3,4701,72,,,,3,6,2,16.0,6.0,27500.0,1001264
918276,1,4620,27,1.0,10.0,1.0,5,0,2,19.0,1.0,4800.0,1001264
918276,2,4620,31,1.0,20.0,8.0,5,13,1,16.0,1.0,80000.0,1001264
918336,1,4637,50,1.0,25.0,1.0,1,0,1,19.0,1.0,230000.0,1001264
918336,2,4637,40,2.0,10.0,1.0,1,1,2,21.0,1.0,20000.0,1001264
918336,3,4637,16,,,,5,4,1,13.0,6.0,0.0,1001264
918336,4,4637,15,,,,5,4,1,11.0,,0.0,1001264
918605,1,4702,47,,,,1,0,2,16.0,6.0,0.0,1001264
918605,2,4702,52,1.0,5.0,1.0,1,1,1,19.0,1.0,12100.0,1001264
918605,3,4702,15,,,,5,2,1,11.0,,0.0,1001264
918605,4,4702,13,,,,5,2,2,9.0,,,1001264
918605,5,4702,10,,,,5,2,1,6.0,,,1001264
918708,1,4618,50,1.0,25.0,1.0,3,0,1,15.0,1.0,5000.0,1001264
918889,1,4621,50,,,,1,0,2,20.0,6.0,40000.0,1001264
918889,2,4621,53,1.0,60.0,1.0,1,1,1,21.0,1.0,175000.0,1001264
918889,3,4621,9,,,,5,2,1,6.0,,,1001264
918889,4,4621,7,,,,5,2,2,4.0,,,1001264
918889,5,4621,42,2.0,,,3,11,2,20.0,3.0,6000.0,1001264
918889,6,4621,12,,,,5,11,2,9.0,,,1001264
919045,1,4502,42,1.0,20.0,1.0,1,0,1,15.0,1.0,8000.0,1001264
919045,2,4502,38,2.0,25.0,1.0,1,1,2,22.0,1.0,54000.0,1001264
919045,3,4502,14,,,,5,2,1,11.0,,,1001264
919045,4,4502,6,,,,5,2,2,4.0,,,1001264
919050,1,4801,73,,,,4,0,2,19.0,6.0,27040.0,1001264
919057,1,4604,51,6.0,15.0,1.0,1,0,1,22.0,1.0,386000.0,1001264
919057,2,4604,36,1.0,15.0,1.0,1,1,2,21.0,1.0,175000.0,1001264
919057,3,4604,6,,,,5,2,1,3.0,,,1001264
919057,4,4604,2,,,,5,2,2,,,,1001264
919088,1,4616,58,1.0,60.0,2.0,4,0,1,20.0,1.0,21100.0,1001264
919123,1,4631,54,1.0,45.0,1.0,1,0,1,21.0,1.0,186050.0,1001264
919123,2,4631,55,1.0,25.0,1.0,1,1,2,16.0,1.0,48000.0,1001264
919172,1,4613,57,1.0,20.0,1.0,3,0,2,22.0,1.0,471000.0,1001264
919208,1,4605,76,6.0,,,3,0,1,19.0,6.0,20900.0,1001264
919440,1,4615,36,1.0,20.0,1.0,5,0,1,12.0,1.0,18000.0,1001264
919440,2,4615,7,,,,5,2,2,6.0,,,1001264
919440,3,4615,7,,,,5,2,2,5.0,,,1001264
919440,4,4615,6,,,,5,2,2,4.0,,,1001264
919440,5,4615,2,,,,5,2,1,,,,1001264
919440,6,4615,1,,,,5,2,2,,,,1001264
919440,7,4615,14,,,,5,4,1,10.0,,,1001264
919440,8,4615,13,,,,5,4,2,9.0,,,1001264
919440,9,4615,12,,,,5,4,2,9.0,,,1001264
919440,10,4615,33,,,,5,13,2,12.0,6.0,8000.0,1001264
919593,1,4502,38,1.0,45.0,1.0,3,0,2,21.0,1.0,130000.0,1001264
919665,1,4803,39,1.0,,,4,16,1,17.0,6.0,0.0,1001264
919709,1,4616,78,,,,1,0,1,21.0,6.0,28000.0,1001264
919709,2,4616,68,,,,1,1,2,18.0,6.0,27300.0,1001264
919787,1,4612,35,,,,5,0,2,15.0,6.0,0.0,1001264
919930,1,4503,59,1.0,15.0,1.0,3,0,2,21.0,1.0,75000.0,1001264
920005,1,4624,48,3.0,10.0,1.0,1,0,2,21.0,1.0,47300.0,1001264
920005,2,4624,49,1.0,30.0,1.0,1,1,1,21.0,1.0,170000.0,1001264
920005,3,4624,26,6.0,,,3,2,1,21.0,3.0,0.0,1001264
920005,4,4624,20,1.0,10.0,1.0,5,2,1,20.0,1.0,3500.0,1001264
920005,5,4624,3,,,,5,7,1,1.0,,,1001264
920008,1,4618,52,,,,5,16,1,20.0,6.0,8400.0,1001264
920080,1,4701,70,,,,1,0,1,16.0,6.0,32400.0,1001264
920080,2,4701,58,1.0,30.0,1.0,1,1,2,15.0,1.0,21500.0,1001264
920080,3,4701,26,,,,5,2,1,14.0,6.0,4600.0,1001264
920080,4,4701,17,1.0,20.0,1.0,5,7,1,14.0,1.0,9200.0,1001264
920080,5,4701,17,1.0,,,5,7,1,18.0,6.0,24500.0,1001264
920167,1,4620,79,,,,2,0,1,16.0,6.0,27300.0,1001264
920167,2,4620,35,1.0,20.0,1.0,5,2,2,19.0,1.0,15000.0,1001264
920167,3,4620,64,,,,1,11,2,15.0,6.0,9600.0,1001264
920241,1,4609,62,1.0,30.0,1.0,1,0,1,1.0,1.0,35800.0,1001264
920241,2,4609,62,1.0,,,1,1,2,1.0,6.0,12000.0,1001264
920254,1,4636,56,1.0,60.0,1.0,1,0,2,20.0,1.0,60000.0,1001264
920254,2,4636,60,,,,1,1,1,19.0,6.0,29000.0,1001264
920390,1,4611,51,1.0,40.0,1.0,1,0,1,14.0,1.0,36000.0,1001264
920473,1,4624,51,1.0,25.0,1.0,2,0,2,17.0,1.0,15800.0,1001264
920473,2,4624,72,,,,2,6,2,16.0,6.0,1700.0,1001264
920553,1,4635,72,,,,1,0,1,21.0,6.0,42000.0,1001264
920553,2,4635,71,,,,1,1,2,16.0,6.0,22000.0,1001264
920661,1,4603,22,1.0,,,5,0,2,21.0,6.0,1500.0,1001264
920667,1,4616,58,1.0,30.0,1.0,5,0,2,16.0,1.0,18000.0,1001264
920694,1,4635,66,1.0,,,3,0,2,18.0,6.0,1400.0,1001264
920911,1,4617,29,,,,1,0,2,19.0,6.0,11700.0,1001264
920911,2,4617,10,,,,5,2,1,6.0,,,1001264
920911,3,4617,8,,,,5,2,2,5.0,,,1001264
920911,4,4617,4,,,,5,2,1,1.0,,,1001264
920912,1,4609,59,1.0,15.0,12.0,4,0,2,16.0,1.0,7600.0,1001264
920951,1,4606,57,1.0,40.0,1.0,1,0,1,21.0,1.0,36400.0,1001264
920951,2,4606,55,1.0,35.0,1.0,1,1,2,21.0,1.0,34700.0,1001264
920951,3,4606,17,,,,5,2,1,14.0,6.0,0.0,1001264
920951,4,4606,12,,,,5,2,2,9.0,,,1001264
921078,1,4604,45,4.0,15.0,1.0,5,0,1,22.0,1.0,92000.0,1001264
921082,1,4621,31,1.0,,,1,0,2,20.0,6.0,0.0,1001264
921082,2,4621,32,1.0,,11.0,1,1,1,21.0,1.0,52000.0,1001264
921082,3,4621,12,,,,5,2,1,9.0,,,1001264
921082,4,4621,4,,,,5,2,1,1.0,,,1001264
921082,5,4621,1,,,,5,2,1,,,,1001264
921106,1,4905,51,6.0,,11.0,1,0,1,19.0,1.0,38900.0,1001264
921106,2,4905,50,,,,1,1,2,16.0,6.0,0.0,1001264
921106,3,4905,16,,,,5,2,1,13.0,6.0,0.0,1001264
921152,1,4612,62,6.0,5.0,1.0,1,0,1,24.0,1.0,153000.0,1001264
921152,2,4612,66,1.0,20.0,1.0,1,1,2,21.0,1.0,75000.0,1001264
921163,1,4616,72,2.0,10.0,1.0,1,0,2,18.0,1.0,35804.0,1001264
921163,2,4616,75,,,,1,1,1,15.0,6.0,14300.0,1001264
921163,3,4616,55,1.0,30.0,1.0,3,2,1,16.0,1.0,40000.0,1001264
921260,1,4601,46,1.0,25.0,1.0,5,0,1,21.0,1.0,125000.0,1001264
921260,2,4601,34,1.0,,,5,12,1,21.0,6.0,90000.0,1001264
921341,1,4629,31,2.0,10.0,1.0,1,0,2,21.0,1.0,20000.0,1001264
921341,2,4629,48,1.0,60.0,1.0,1,1,1,21.0,1.0,170000.0,1001264
921341,3,4629,6,,,,5,2,1,3.0,,,1001264
921341,4,4629,5,,,,5,2,2,2.0,,,1001264
921341,5,4629,3,,,,5,2,2,1.0,,,1001264
921410,1,4620,54,1.0,60.0,1.0,1,0,2,21.0,1.0,43000.0,1001264
921410,2,4620,54,1.0,40.0,1.0,1,1,1,22.0,1.0,93000.0,1001264
921514,1,4629,70,2.0,,,1,0,2,18.0,6.0,13670.0,1001264
921514,2,4629,66,1.0,25.0,1.0,1,1,1,18.0,1.0,30900.0,1001264
921583,1,4904,65,,,,2,0,2,21.0,6.0,18000.0,1001264
921695,1,4603,32,2.0,15.0,1.0,5,0,1,23.0,1.0,56000.0,1001264
921695,2,4603,67,1.0,,,1,6,1,1.0,6.0,29200.0,1001264
921695,3,4603,62,,,,1,6,2,1.0,6.0,20000.0,1001264
921703,1,4901,58,3.0,30.0,1.0,5,0,2,21.0,1.0,63010.0,1001264
921703,2,4901,10,,,,5,3,1,7.0,,,1001264
921703,3,4901,87,,,,2,6,2,16.0,6.0,27000.0,1001264
921703,4,4901,26,1.0,,,5,10,1,16.0,6.0,640.0,1001264
921847,1,4638,81,,,,2,0,2,11.0,6.0,19800.0,1001264
921850,1,4612,49,1.0,40.0,2.0,1,0,1,22.0,1.0,100000.0,1001264
921850,2,4612,3,,,,5,2,2,2.0,,,1001264
921881,1,5000,19,2.0,,,5,17,1,18.0,6.0,3000.0,1001264
922016,1,4621,58,3.0,7.0,1.0,1,0,1,21.0,1.0,60000.0,1001264
922016,2,4621,56,,,,1,1,2,21.0,6.0,0.0,1001264
922016,3,4621,24,,,,5,2,2,19.0,6.0,0.0,1001264
922016,4,4621,21,1.0,,,5,2,1,14.0,3.0,3000.0,1001264
922056,1,4626,44,1.0,10.0,1.0,5,0,2,12.0,1.0,2900.0,1001264
922056,2,4626,29,1.0,,11.0,5,2,2,12.0,1.0,29100.0,1001264
922056,3,4626,68,,,,2,6,2,19.0,6.0,16000.0,1001264
922073,1,4701,43,1.0,30.0,12.0,5,0,2,19.0,1.0,30000.0,1001264
922073,2,4701,41,1.0,,,3,13,1,16.0,3.0,14000.0,1001264
922164,1,4501,48,1.0,,,3,0,2,12.0,3.0,10000.0,1001264
922164,2,4501,26,1.0,,,5,2,1,16.0,3.0,5000.0,1001264
922164,3,4501,11,,,,5,2,2,8.0,,,1001264
922164,4,4501,52,1.0,20.0,1.0,3,13,1,18.0,1.0,40000.0,1001264
922200,1,4902,33,3.0,20.0,1.0,1,0,2,21.0,1.0,55100.0,1001264
922200,2,4902,36,3.0,30.0,1.0,1,1,1,21.0,1.0,54100.0,1001264
922200,3,4902,5,,,,5,2,2,2.0,,,1001264
922231,1,4624,57,1.0,15.0,1.0,3,0,1,19.0,1.0,1101000.0,1001264
922270,1,4901,36,1.0,30.0,1.0,4,0,2,20.0,1.0,85600.0,1001264
922270,2,4901,17,1.0,5.0,1.0,5,2,1,14.0,1.0,15000.0,1001264
922270,3,4901,6,,,,5,2,1,3.0,,,1001264
922270,4,4901,0,,,,5,2,1,,,,1001264
922274,1,4610,57,4.0,47.0,1.0,3,0,1,22.0,1.0,63000.0,1001264
922274,2,4610,21,1.0,7.0,1.0,5,2,2,20.0,1.0,7500.0,1001264
922371,1,4503,29,1.0,15.0,1.0,1,0,1,22.0,1.0,100000.0,1001264
922371,2,4503,29,1.0,,,1,1,2,21.0,3.0,18000.0,1001264
922395,1,4801,57,1.0,45.0,1.0,1,0,1,22.0,1.0,135000.0,1001264
922395,2,4801,51,1.0,,,1,1,2,21.0,3.0,18000.0,1001264
922510,1,4618,41,1.0,20.0,1.0,1,0,2,19.0,1.0,31000.0,1001264
922510,2,4618,44,6.0,60.0,1.0,1,1,1,12.0,1.0,25000.0,1001264
922510,3,4618,14,,,,5,2,2,10.0,,,1001264
922555,1,4608,51,3.0,10.0,1.0,5,0,2,13.0,1.0,24000.0,1001264
922762,1,4609,64,2.0,,,3,0,1,16.0,6.0,20400.0,1001264
922766,1,4631,52,1.0,30.0,1.0,3,0,2,16.0,1.0,175000.0,1001264
922766,2,4631,25,1.0,,,5,2,2,19.0,6.0,24000.0,1001264
922766,3,4631,72,1.0,60.0,12.0,3,12,1,16.0,1.0,150000.0,1001264
922915,1,4623,80,,,,2,0,2,16.0,6.0,24000.0,1001264
922991,1,4614,56,2.0,10.0,1.0,5,0,2,18.0,1.0,86000.0,1001264
922991,2,4614,68,,,,5,5,2,19.0,6.0,26400.0,1001264
923000,1,4503,66,6.0,5.0,1.0,3,0,2,22.0,1.0,73000.0,1001264
923010,1,4400,27,1.0,,,1,0,2,20.0,6.0,0.0,1001264
923010,2,4400,30,1.0,30.0,1.0,1,1,1,19.0,1.0,118000.0,1001264
923010,3,4400,2,,,,5,2,1,,,,1001264
923111,1,4624,63,2.0,50.0,1.0,1,0,1,19.0,1.0,39000.0,1001264
923111,2,4624,65,4.0,,,1,1,2,22.0,6.0,21300.0,1001264
923111,3,4624,35,1.0,159.0,1.0,5,2,2,22.0,1.0,500.0,1001264
923177,1,4634,42,7.0,,11.0,1,0,1,16.0,1.0,105000.0,1001264
923177,2,4634,39,1.0,,,1,1,2,22.0,6.0,0.0,1001264
923177,3,4634,3,,,,5,2,2,1.0,,,1001264
923177,4,4634,3,,,,5,2,2,1.0,,,1001264
923190,1,4501,68,7.0,,,3,0,1,19.0,6.0,18200.0,1001264
923270,1,4605,80,,,,2,0,2,23.0,6.0,34800.0,1001264
923323,1,4905,40,1.0,30.0,1.0,1,0,1,23.0,1.0,252000.0,1001264
923323,2,4905,41,,,,1,1,2,21.0,6.0,0.0,1001264
923323,3,4905,14,,,,5,2,1,10.0,,,1001264
923323,4,4905,10,,,,5,2,1,6.0,,,1001264
923323,5,4905,5,,,,5,2,1,2.0,,,1001264
923328,1,4501,45,1.0,86.0,1.0,1,0,2,21.0,1.0,131000.0,1001264
923328,2,4501,44,6.0,96.0,1.0,1,1,1,17.0,1.0,17000.0,1001264
923328,3,4501,16,,,,5,2,1,12.0,6.0,0.0,1001264
923474,1,4803,28,1.0,10.0,1.0,1,0,2,21.0,1.0,87100.0,1001264
923474,2,4803,29,1.0,15.0,1.0,1,1,1,21.0,1.0,106020.0,1001264
923474,3,4803,0,,,,5,2,2,,,,1001264
923490,1,4612,57,1.0,10.0,1.0,1,0,2,22.0,1.0,145200.0,1001264
923490,2,4612,61,1.0,15.0,1.0,1,1,1,21.0,1.0,165010.0,1001264
923490,3,4612,16,,,,5,2,1,14.0,6.0,0.0,1001264
923677,1,4603,77,1.0,,,3,0,2,19.0,6.0,41400.0,1001264
923690,1,4502,71,,,,3,0,2,21.0,6.0,28100.0,1001264
924087,1,4623,60,,,,3,0,1,16.0,6.0,14400.0,1001264
924184,1,4637,78,,,,1,0,1,15.0,6.0,15600.0,1001264
924184,2,4637,76,,,,1,1,2,16.0,6.0,7300.0,1001264
924317,1,4605,48,3.0,20.0,1.0,3,0,2,16.0,1.0,18000.0,1001264
924317,2,4605,29,1.0,15.0,1.0,5,2,1,19.0,1.0,20000.0,1001264
924317,3,4605,28,,,,5,2,1,15.0,6.0,0.0,1001264
924430,1,4618,88,,,,1,0,1,16.0,6.0,2400.0,1001264
924473,1,4615,82,,,,2,0,2,24.0,6.0,6200.0,1001264
924679,1,5000,55,2.0,42.0,1.0,3,0,1,22.0,1.0,20000.0,1001264
924747,1,4802,49,1.0,35.0,1.0,1,0,1,19.0,1.0,100000.0,1001264
924747,2,4802,49,3.0,5.0,1.0,1,1,2,18.0,1.0,43000.0,1001264
924747,3,4802,24,3.0,30.0,1.0,5,2,2,21.0,1.0,30000.0,1001264
924747,4,4802,20,1.0,30.0,1.0,5,2,1,19.0,1.0,18000.0,1001264
924775,1,4503,74,1.0,,,1,0,1,21.0,6.0,161000.0,1001264
924775,2,4503,67,7.0,15.0,1.0,1,1,2,21.0,1.0,99000.0,1001264
925078,1,4803,50,1.0,40.0,1.0,1,0,2,22.0,1.0,104020.0,1001264
925078,2,4803,52,2.0,30.0,1.0,1,1,1,19.0,1.0,7150.0,1001264
925144,1,4400,33,,,,5,16,2,17.0,6.0,0.0,1001264
925175,1,4614,48,1.0,15.0,1.0,1,0,1,22.0,1.0,797000.0,1001264
925175,2,4614,52,6.0,,,1,1,2,22.0,6.0,0.0,1001264
925175,3,4614,16,,,,5,2,2,12.0,6.0,0.0,1001264
925175,4,4614,13,,,,5,2,1,10.0,,,1001264
925265,1,4701,58,,,,3,0,2,1.0,6.0,15700.0,1001264
925265,2,4701,34,1.0,,,5,2,2,17.0,6.0,11000.0,1001264
925386,1,4701,22,1.0,,,5,17,1,19.0,6.0,2000.0,1001264
925424,1,4606,76,,,,2,0,2,9.0,6.0,23400.0,1001264
925424,2,4606,50,1.0,30.0,1.0,5,2,2,16.0,1.0,20000.0,1001264
925424,3,4606,24,1.0,20.0,1.0,5,7,1,16.0,1.0,20000.0,1001264
925424,4,4606,20,1.0,,,5,7,2,14.0,3.0,0.0,1001264
925424,5,4606,17,2.0,5.0,1.0,5,7,2,16.0,1.0,18000.0,1001264
925471,1,4631,39,,,,5,0,1,16.0,6.0,23400.0,1001264
925486,1,4502,82,4.0,30.0,1.0,1,0,1,18.0,1.0,34900.0,1001264
925486,2,4502,80,1.0,10.0,1.0,1,1,2,18.0,1.0,25200.0,1001264
925491,1,4622,31,1.0,40.0,1.0,4,0,2,20.0,1.0,29000.0,1001264
925491,2,4622,5,,,,5,2,2,2.0,,,1001264
925491,3,4622,33,1.0,20.0,1.0,3,15,1,20.0,1.0,24000.0,1001264
925494,1,4622,63,,,,1,0,1,10.0,6.0,20400.0,1001264
925494,2,4622,64,6.0,15.0,1.0,1,1,2,16.0,1.0,26500.0,1001264
925494,3,4622,26,6.0,15.0,1.0,5,7,1,17.0,1.0,7200.0,1001264
925583,1,4638,38,1.0,7.0,1.0,3,0,1,14.0,1.0,80000.0,1001264
925583,2,4638,51,1.0,30.0,2.0,5,12,1,16.0,1.0,88000.0,1001264
925583,3,4638,25,1.0,40.0,1.0,5,12,2,18.0,1.0,20000.0,1001264
925654,1,4502,47,1.0,,11.0,1,0,1,21.0,1.0,143000.0,1001264
925654,2,4502,43,4.0,45.0,1.0,1,1,2,24.0,1.0,50000.0,1001264
925654,3,4502,7,,,,5,2,2,4.0,,,1001264
925654,4,4502,3,,,,5,2,2,1.0,,,1001264
925712,1,4702,64,1.0,10.0,1.0,1,0,1,19.0,1.0,35700.0,1001264
925712,2,4702,63,1.0,5.0,1.0,1,1,2,16.0,1.0,84300.0,1001264
925742,1,4803,48,1.0,5.0,1.0,1,0,2,12.0,1.0,14000.0,1001264
925742,2,4803,58,1.0,15.0,1.0,1,1,1,5.0,1.0,16000.0,1001264
925742,3,4803,24,1.0,,,5,2,1,16.0,3.0,120.0,1001264
925742,4,4803,21,1.0,,,1,2,2,16.0,3.0,750.0,1001264
925742,5,4803,9,,,,5,7,2,3.0,,,1001264
925742,6,4803,5,,,,5,7,2,2.0,,,1001264
925742,7,4803,0,,,,5,7,2,,,,1001264
925742,8,4803,25,1.0,,,1,9,2,14.0,6.0,0.0,1001264
925742,9,4803,25,1.0,,,1,9,1,18.0,3.0,18600.0,1001264
925759,1,4502,54,1.0,60.0,1.0,1,0,2,22.0,1.0,75000.0,1001264
925759,2,4502,54,1.0,90.0,1.0,1,1,1,19.0,1.0,80000.0,1001264
925897,1,4631,47,1.0,80.0,1.0,1,0,2,20.0,1.0,44000.0,1001264
925897,2,4631,47,1.0,60.0,1.0,1,1,1,20.0,1.0,75000.0,1001264
925897,3,4631,16,,,,5,2,1,12.0,6.0,0.0,1001264
925897,4,4631,13,,,,5,2,2,10.0,,,1001264
925897,5,4631,10,,,,5,2,1,7.0,,,1001264
925926,1,4607,59,,,,2,0,2,20.0,6.0,18130.0,1001264
925926,2,4607,31,1.0,30.0,1.0,5,2,1,21.0,1.0,24000.0,1001264
926017,1,4617,71,1.0,,,1,0,2,19.0,6.0,0.0,1001264
926017,2,4617,71,,,,1,1,1,1.0,6.0,21600.0,1001264
926017,3,4617,54,1.0,,11.0,5,2,1,15.0,1.0,1500.0,1001264
926017,4,4617,92,,,,2,6,2,1.0,6.0,16800.0,1001264
926047,1,4501,61,,,,2,0,2,12.0,6.0,20600.0,1001264
926050,1,4608,50,6.0,,,5,0,1,16.0,6.0,34900.0,1001264
926071,1,4620,52,1.0,40.0,1.0,1,0,1,21.0,1.0,225000.0,1001264
926071,2,4620,49,6.0,,,1,1,2,21.0,6.0,4000.0,1001264
926071,3,4620,16,1.0,,,5,2,1,12.0,6.0,3000.0,1001264
926071,4,4620,12,,,,5,2,2,8.0,,,1001264
926074,1,4905,32,1.0,15.0,1.0,5,0,2,21.0,1.0,52000.0,1001264
926134,1,4601,25,1.0,5.0,1.0,5,0,1,19.0,1.0,28000.0,1001264
926134,2,4601,25,1.0,5.0,1.0,5,12,1,16.0,1.0,28800.0,1001264
926149,1,4613,49,,,,1,0,2,22.0,6.0,100.0,1001264
926149,2,4613,50,1.0,25.0,1.0,1,1,1,22.0,1.0,484000.0,1001264
926149,3,4613,17,,,,5,2,1,14.0,6.0,2900.0,1001264
926149,4,4613,15,,,,5,2,1,11.0,,1500.0,1001264
926376,1,4606,51,4.0,,11.0,3,0,2,22.0,1.0,35000.0,1001264
926416,1,4627,43,1.0,60.0,1.0,5,0,1,18.0,1.0,36000.0,1001264
926421,1,4615,52,1.0,5.0,1.0,3,0,1,21.0,1.0,60000.0,1001264
926720,1,4701,61,1.0,20.0,1.0,3,0,1,8.0,1.0,25000.0,1001264
926720,2,4701,64,,,,4,15,2,9.0,6.0,0.0,1001264
926724,1,4635,45,1.0,45.0,9.0,1,0,1,22.0,1.0,451000.0,1001264
926724,2,4635,43,2.0,30.0,1.0,1,1,2,22.0,1.0,451000.0,1001264
926724,3,4635,15,,,,5,2,1,11.0,,0.0,1001264
926724,4,4635,13,,,,5,2,1,9.0,,,1001264
926724,5,4635,10,,,,5,4,2,8.0,,,1001264
926724,6,4635,9,,,,5,4,1,5.0,,,1001264
926807,1,4629,33,7.0,25.0,1.0,1,0,1,20.0,1.0,26000.0,1001264
926807,2,4629,32,1.0,25.0,1.0,1,1,2,20.0,1.0,12000.0,1001264
926807,3,4629,66,1.0,,,1,6,1,15.0,6.0,7800.0,1001264
926807,4,4629,63,,,,1,6,2,10.0,6.0,0.0,1001264
926920,1,4901,31,1.0,45.0,1.0,1,0,2,13.0,1.0,80000.0,1001264
926920,2,4901,36,1.0,,,1,1,1,22.0,2.0,192000.0,1001264
926967,1,4626,63,1.0,,,3,0,2,18.0,6.0,12000.0,1001264
926967,2,4626,45,1.0,,,5,2,1,16.0,3.0,12000.0,1001264
926967,3,4626,11,,,,5,7,2,8.0,,,1001264
926972,1,4635,65,1.0,20.0,1.0,3,0,1,24.0,1.0,160600.0,1001264
927100,1,4629,25,1.0,10.0,1.0,5,0,1,16.0,1.0,30000.0,1001264
927100,2,4629,24,1.0,,11.0,5,13,2,21.0,1.0,30000.0,1001264
927102,1,4625,35,1.0,30.0,1.0,1,0,1,21.0,1.0,100000.0,1001264
927102,2,4625,36,1.0,10.0,1.0,1,1,2,21.0,1.0,30000.0,1001264
927104,1,4637,32,1.0,45.0,1.0,1,0,1,19.0,1.0,9000.0,1001264
927104,2,4637,40,1.0,45.0,1.0,4,12,1,1.0,1.0,33800.0,1001264
927130,1,4803,71,,,,1,0,2,19.0,6.0,27000.0,1001264
927130,2,4803,74,1.0,75.0,1.0,1,1,1,20.0,1.0,207000.0,1001264
927171,1,4609,31,1.0,30.0,1.0,5,0,2,21.0,1.0,35000.0,1001264
927428,1,4634,59,9.0,,,1,0,1,21.0,3.0,0.0,1001264
927428,2,4634,54,,,,1,1,2,16.0,6.0,0.0,1001264
927495,1,4903,49,4.0,15.0,1.0,1,0,1,14.0,1.0,34800.0,1001264
927495,2,4903,35,1.0,,,1,1,2,18.0,6.0,0.0,1001264
927495,3,4903,6,,,,5,3,1,3.0,,,1001264
927495,4,4903,1,,,,5,3,1,,,,1001264
927582,1,4613,45,1.0,40.0,1.0,1,0,1,21.0,1.0,210000.0,1001264
927582,2,4613,45,,,,1,1,2,21.0,6.0,0.0,1001264
927582,3,4613,2,,,,5,2,1,,,,1001264
927619,1,4626,56,2.0,20.0,1.0,1,0,2,19.0,1.0,19300.0,1001264
927619,2,4626,59,1.0,80.0,2.0,1,1,1,20.0,1.0,28800.0,1001264
927656,1,4613,54,1.0,,,1,0,1,22.0,3.0,151000.0,1001264
927761,1,4501,29,6.0,10.0,1.0,4,0,1,1.0,1.0,4000.0,1001264
927775,1,4608,60,,,,1,0,2,15.0,6.0,0.0,1001264
927775,2,4608,66,,,,1,1,1,1.0,6.0,4900.0,1001264
927775,3,4608,37,1.0,15.0,1.0,3,2,1,16.0,1.0,50000.0,1001264
927775,4,4608,31,1.0,20.0,1.0,1,2,1,16.0,1.0,43000.0,1001264
927775,5,4608,6,,,,5,7,1,4.0,,,1001264
