SERIALNO,PUMA,NP,VEH,HHT,HINCP,HUPAC,WIF
934796,4903,9,3.0,1.0,50000.0,3.0,1.0
934883,4629,1,1.0,4.0,100020.0,4.0,
934893,4603,3,1.0,1.0,74900.0,1.0,2.0
934897,4502,2,2.0,1.0,53390.0,4.0,1.0
934941,4605,1,1.0,4.0,62000.0,4.0,
934949,4636,2,2.0,1.0,177000.0,4.0,0.0
934957,4613,1,0.0,6.0,37400.0,4.0,
934961,4616,1,1.0,6.0,42900.0,4.0,
935144,4905,1,1.0,6.0,153000.0,4.0,
935174,4628,2,2.0,5.0,107000.0,4.0,
935205,4633,6,4.0,1.0,71000.0,2.0,3.0
935250,4701,0,,,,,
935370,4622,2,2.0,1.0,124600.0,4.0,2.0
935398,4702,2,2.0,1.0,128450.0,4.0,2.0
935449,4628,2,4.0,1.0,70000.0,4.0,2.0
935467,4702,2,1.0,3.0,94000.0,2.0,1.0
935485,4502,3,2.0,1.0,69700.0,4.0,3.0
935519,4611,2,2.0,1.0,18600.0,4.0,1.0
935526,4625,3,3.0,3.0,99000.0,1.0,2.0
935622,4616,3,2.0,3.0,57000.0,4.0,1.0
935715,4612,1,0.0,4.0,45000.0,4.0,
935839,4616,2,2.0,1.0,9600.0,4.0,1.0
935902,4617,2,3.0,7.0,94700.0,4.0,
935931,4501,5,4.0,2.0,84000.0,3.0,1.0
935940,4606,5,1.0,3.0,26000.0,1.0,0.0
935967,4637,8,3.0,1.0,33001.0,3.0,1.0
936118,4902,3,2.0,2.0,210000.0,2.0,1.0
936204,4618,4,2.0,3.0,38000.0,2.0,1.0
936208,4803,1,1.0,6.0,0.0,4.0,
936250,4626,2,1.0,3.0,6000.0,2.0,1.0
936284,4615,2,1.0,1.0,72000.0,4.0,1.0
936474,4634,4,3.0,2.0,49600.0,2.0,2.0
936556,4602,0,,,,,
936577,4902,2,2.0,7.0,92000.0,4.0,
936608,4617,0,,,,,
936719,4803,3,3.0,1.0,91000.0,4.0,2.0
936736,4601,1,0.0,4.0,8000.0,4.0,
936741,4400,3,1.0,3.0,78800.0,4.0,0.0
936772,4630,1,1.0,6.0,34200.0,4.0,
936800,4617,3,1.0,3.0,30000.0,2.0,1.0
936893,4613,2,2.0,1.0,72000.0,4.0,2.0
936933,4607,2,1.0,1.0,115300.0,4.0,1.0
937055,4611,3,0.0,3.0,25000.0,2.0,1.0
937125,4904,5,3.0,1.0,183800.0,3.0,2.0
937180,4624,2,2.0,1.0,85600.0,4.0,0.0
937198,4611,1,1.0,4.0,50000.0,4.0,
937459,5000,2,1.0,3.0,21600.0,4.0,1.0
937557,4622,1,,,,,
937659,4501,0,,,,,
937816,5000,2,2.0,1.0,49001.0,4.0,1.0
937820,4701,0,,,,,
937868,4627,1,1.0,4.0,74000.0,4.0,
937999,4634,7,2.0,1.0,37500.0,2.0,3.0
938012,4502,3,2.0,1.0,170600.0,2.0,2.0
938028,4400,1,,,,,
938036,4627,2,2.0,1.0,210000.0,4.0,1.0
938073,4701,4,1.0,3.0,30100.0,3.0,2.0
938095,4631,5,2.0,1.0,50000.0,2.0,1.0
938164,4621,2,1.0,7.0,13000.0,4.0,
938309,4609,4,2.0,3.0,19500.0,2.0,2.0
938359,4611,2,2.0,1.0,71000.0,4.0,2.0
938398,4630,4,2.0,1.0,136000.0,2.0,2.0
938470,4609,3,3.0,2.0,59830.0,4.0,2.0
938487,4503,4,3.0,1.0,150000.0,3.0,1.0
938499,5000,1,1.0,4.0,30000.0,4.0,
938585,4701,2,2.0,5.0,47700.0,4.0,
938656,4623,1,2.0,4.0,16200.0,4.0,
938672,5000,2,2.0,1.0,54000.0,4.0,2.0
938828,4617,7,2.0,1.0,24000.0,3.0,1.0
938993,4611,2,3.0,1.0,70400.0,4.0,0.0
939019,4637,3,3.0,1.0,571300.0,4.0,3.0
939136,4606,1,1.0,4.0,13500.0,4.0,
939255,4604,1,0.0,4.0,21600.0,4.0,
939262,4627,3,2.0,1.0,50430.0,2.0,2.0
939363,4624,1,1.0,4.0,30000.0,4.0,
939410,4905,4,2.0,1.0,107000.0,2.0,2.0
939450,4802,2,2.0,1.0,74050.0,4.0,1.0
939552,4604,2,2.0,1.0,270800.0,4.0,2.0
939618,4623,2,2.0,3.0,56600.0,4.0,0.0
939660,4603,1,1.0,6.0,4800.0,4.0,
939698,4628,1,1.0,6.0,28000.0,4.0,
939792,4627,5,4.0,1.0,141600.0,4.0,3.0
940013,4604,4,2.0,1.0,179000.0,2.0,2.0
940038,4624,1,1.0,6.0,20300.0,4.0,
940045,4638,2,2.0,3.0,72000.0,4.0,2.0
940147,4608,3,2.0,1.0,98200.0,4.0,3.0
940194,4701,4,1.0,1.0,24400.0,1.0,2.0
940203,4626,3,3.0,1.0,71100.0,4.0,2.0
940392,4624,2,2.0,1.0,150000.0,4.0,1.0
940411,4502,2,2.0,1.0,34570.0,4.0,0.0
940436,4701,2,1.0,3.0,37900.0,2.0,1.0
940491,4803,1,0.0,6.0,0.0,4.0,
940546,4701,1,,,,,
940553,5000,1,,,,,
940648,4620,5,5.0,1.0,34520.0,2.0,3.0
940747,4701,1,1.0,4.0,11800.0,4.0,
940809,4400,1,,,,,
940860,4902,4,2.0,1.0,140000.0,2.0,2.0
940934,4628,2,2.0,1.0,26800.0,4.0,1.0
940967,4628,2,2.0,1.0,54800.0,4.0,0.0
941012,4802,1,1.0,4.0,39900.0,4.0,
941209,4622,4,3.0,1.0,51900.0,4.0,2.0
941296,5000,0,,,,,
941388,4607,1,1.0,4.0,60000.0,4.0,
941389,4632,3,1.0,1.0,145000.0,1.0,2.0
941424,4637,1,1.0,4.0,34000.0,4.0,
941453,4622,1,1.0,6.0,41800.0,4.0,
941455,5000,1,,,,,
941663,4503,2,3.0,1.0,106700.0,4.0,1.0
941933,4802,1,2.0,6.0,25000.0,4.0,
942071,4902,1,0.0,6.0,14500.0,4.0,
942076,4617,8,1.0,3.0,120820.0,4.0,3.0
942172,4629,1,1.0,4.0,23900.0,4.0,
942245,4802,1,,,,,
942252,4601,2,2.0,1.0,235000.0,4.0,2.0
942276,4501,2,2.0,1.0,72100.0,4.0,2.0
942291,4612,2,2.0,1.0,70000.0,4.0,1.0
942313,4619,4,2.0,1.0,94400.0,4.0,3.0
942324,4613,5,1.0,3.0,35000.0,1.0,1.0
942336,4603,1,,,,,
942450,4602,11,2.0,3.0,112500.0,2.0,3.0
942485,4701,1,1.0,6.0,17500.0,4.0,
942615,4614,2,2.0,1.0,581000.0,4.0,2.0
942643,4636,2,2.0,1.0,284000.0,4.0,2.0
942679,4609,2,2.0,1.0,20400.0,4.0,0.0
942811,4619,1,1.0,4.0,46000.0,4.0,
942824,4628,2,1.0,3.0,24500.0,4.0,0.0
942902,4613,4,2.0,1.0,40000.0,1.0,1.0
942985,4616,2,0.0,1.0,46200.0,4.0,2.0
943010,4627,3,2.0,1.0,46900.0,4.0,1.0
943022,4702,5,2.0,1.0,81400.0,3.0,3.0
943053,4701,0,,,,,
943170,4624,2,2.0,1.0,140000.0,4.0,2.0
943314,4604,5,2.0,3.0,247000.0,2.0,1.0
943381,4637,2,2.0,1.0,54400.0,4.0,0.0
943483,4400,5,2.0,1.0,32000.0,2.0,2.0
943492,4611,5,2.0,1.0,107700.0,3.0,2.0
943544,4702,2,1.0,1.0,0.0,4.0,0.0
943565,4622,3,3.0,1.0,129000.0,2.0,2.0
943637,4605,2,2.0,5.0,68000.0,4.0,
943655,4607,7,2.0,1.0,17100.0,3.0,1.0
943773,4633,1,2.0,4.0,25000.0,4.0,
943952,4631,2,2.0,2.0,82000.0,4.0,1.0
943968,4635,3,1.0,1.0,90000.0,1.0,1.0
944102,4625,2,2.0,1.0,121000.0,4.0,2.0
944213,4502,4,3.0,1.0,119400.0,4.0,3.0
944263,4614,3,1.0,2.0,34000.0,4.0,3.0
944289,4503,3,2.0,1.0,50800.0,1.0,2.0
944310,4626,6,3.0,1.0,49000.0,2.0,2.0
944375,4609,0,,,,,
944425,4802,3,1.0,3.0,70000.0,2.0,1.0
944473,5000,2,1.0,3.0,35000.0,2.0,1.0
944474,5000,4,3.0,1.0,170000.0,2.0,2.0
944568,4626,4,4.0,3.0,159300.0,4.0,3.0
944627,4638,4,3.0,1.0,251600.0,4.0,3.0
944944,4902,1,1.0,6.0,68000.0,4.0,
945025,4603,2,2.0,1.0,117800.0,4.0,1.0
945252,4609,2,1.0,7.0,39000.0,4.0,
945341,4629,1,0.0,4.0,44400.0,4.0,
945395,4400,1,,,,,
945456,4903,4,3.0,1.0,153200.0,4.0,2.0
945499,4802,1,,,,,
945519,4630,2,2.0,1.0,95000.0,4.0,2.0
945526,4606,5,2.0,1.0,61600.0,3.0,2.0
945542,4902,1,1.0,6.0,140000.0,4.0,
945606,4618,1,1.0,4.0,27800.0,4.0,
945610,4802,2,2.0,7.0,99000.0,4.0,
945637,4634,4,1.0,1.0,60000.0,2.0,1.0
945726,4613,2,2.0,7.0,85000.0,4.0,
945766,4608,4,1.0,1.0,21400.0,2.0,1.0
945779,4701,2,2.0,1.0,65000.0,4.0,2.0
945857,4903,2,2.0,1.0,230700.0,4.0,2.0
946034,4801,3,1.0,3.0,40700.0,2.0,1.0
946041,4617,1,1.0,4.0,67000.0,4.0,
946052,4612,3,3.0,1.0,67500.0,4.0,2.0
946066,4611,1,3.0,4.0,384000.0,4.0,
946074,4803,2,2.0,1.0,137000.0,4.0,2.0
946075,4603,2,2.0,1.0,118800.0,4.0,0.0
946117,4622,4,1.0,7.0,171100.0,4.0,
946209,4903,4,2.0,3.0,17600.0,3.0,0.0
946210,4605,1,1.0,4.0,47800.0,4.0,
946372,4502,2,2.0,3.0,404000.0,4.0,2.0
946409,4615,1,,,,,
946421,4638,1,1.0,6.0,28800.0,4.0,
946517,4605,2,1.0,1.0,8500.0,4.0,1.0
946583,4604,2,2.0,1.0,175000.0,4.0,2.0
946608,4609,2,2.0,5.0,265000.0,4.0,
946627,4902,3,3.0,1.0,293000.0,4.0,3.0
946664,4601,1,2.0,4.0,27000.0,4.0,
946758,4636,1,1.0,6.0,50000.0,4.0,
946822,4701,2,2.0,5.0,0.0,4.0,
946830,4606,4,1.0,3.0,52000.0,1.0,2.0
946838,4603,0,,,,,
946863,4623,5,2.0,1.0,89600.0,2.0,1.0
946869,4502,1,1.0,6.0,20900.0,4.0,
946959,4638,4,2.0,1.0,71500.0,2.0,3.0
946975,4637,5,2.0,1.0,18000.0,1.0,1.0
946985,4503,2,2.0,1.0,125930.0,4.0,1.0
946992,4621,2,1.0,7.0,48000.0,4.0,
947011,4613,1,1.0,4.0,101000.0,4.0,
947017,4612,1,1.0,6.0,49300.0,4.0,
947088,4801,3,3.0,1.0,124420.0,4.0,3.0
947225,4623,3,3.0,1.0,102000.0,4.0,2.0
947354,4629,1,1.0,6.0,80000.0,4.0,
947374,4636,2,2.0,1.0,185000.0,4.0,2.0
947405,4630,4,2.0,1.0,78400.0,2.0,2.0
947420,4620,1,1.0,6.0,104000.0,4.0,
947461,5000,4,5.0,1.0,175000.0,4.0,3.0
947705,4601,1,1.0,6.0,75000.0,4.0,
947984,4701,1,1.0,6.0,41600.0,4.0,
948111,4638,1,1.0,6.0,40000.0,4.0,
948143,4602,1,1.0,6.0,451000.0,4.0,
948208,4905,0,,,,,
948267,4631,2,1.0,3.0,78000.0,4.0,1.0
948291,4400,3,3.0,1.0,217000.0,4.0,3.0
948409,4613,1,1.0,6.0,20000.0,4.0,
948433,4501,3,2.0,3.0,46000.0,2.0,1.0
948566,4902,4,3.0,1.0,166000.0,2.0,3.0
948639,4617,4,2.0,1.0,35000.0,2.0,1.0
948694,4626,2,1.0,7.0,47860.0,4.0,
948696,5000,1,2.0,6.0,21000.0,4.0,
948703,4629,1,0.0,6.0,20000.0,4.0,
948938,5000,2,2.0,1.0,97000.0,4.0,1.0
948950,4634,1,1.0,6.0,96000.0,4.0,
948955,4624,0,,,,,
948991,4615,2,2.0,2.0,31000.0,4.0,2.0
949009,4702,2,4.0,1.0,140000.0,4.0,1.0
949081,4610,0,,,,,
949198,4632,1,2.0,6.0,60000.0,4.0,
949201,4607,0,,,,,
949226,4903,1,,,,,
949311,4603,1,,,,,
949344,4602,1,,,,,
949349,4400,3,4.0,1.0,98600.0,4.0,2.0
949441,4503,4,2.0,1.0,230000.0,2.0,1.0
949476,4638,2,1.0,1.0,11660.0,4.0,1.0
949496,4701,1,2.0,4.0,32000.0,4.0,
949554,4621,4,1.0,1.0,60000.0,1.0,1.0
949594,4614,1,1.0,6.0,32600.0,4.0,
949654,4501,0,,,,,
949698,4621,1,0.0,4.0,48000.0,4.0,
949766,4803,1,,,,,
949785,4602,1,,,,,
949959,4611,5,0.0,1.0,68300.0,4.0,1.0
949964,4802,2,1.0,3.0,10000.0,1.0,1.0
950017,5000,1,,,,,
950097,5000,8,1.0,3.0,51400.0,3.0,3.0
950206,4617,2,2.0,7.0,63100.0,4.0,
950210,4636,1,1.0,6.0,0.0,4.0,
950245,4605,3,0.0,3.0,15000.0,1.0,0.0
950318,4613,1,1.0,6.0,62500.0,4.0,
950330,4637,0,,,,,
950339,4601,2,1.0,2.0,12200.0,4.0,1.0
950421,4502,2,2.0,1.0,121000.0,4.0,2.0
950487,4903,1,0.0,6.0,8800.0,4.0,
950510,4636,2,2.0,1.0,16200.0,4.0,1.0
950549,4603,2,2.0,5.0,71000.0,4.0,
950589,4803,0,,,,,
950602,4905,4,2.0,1.0,99000.0,2.0,2.0
950632,4607,2,2.0,1.0,76420.0,4.0,1.0
950685,4902,4,2.0,1.0,56000.0,2.0,1.0
950724,4627,3,2.0,1.0,86400.0,4.0,2.0
950974,4901,2,3.0,1.0,91000.0,4.0,1.0
951012,4610,2,2.0,1.0,43000.0,4.0,2.0
951073,4633,1,3.0,4.0,125000.0,4.0,
951126,4632,2,2.0,3.0,103000.0,4.0,2.0
951336,4702,4,2.0,1.0,145000.0,2.0,2.0
951351,4604,0,,,,,
951444,4612,1,1.0,6.0,55000.0,4.0,
951468,4619,8,3.0,1.0,102600.0,2.0,3.0
951593,4629,3,3.0,1.0,165800.0,4.0,1.0
951642,4626,3,2.0,3.0,31900.0,4.0,1.0
951815,4612,1,1.0,4.0,40000.0,4.0,
951818,4701,0,,,,,
951986,4903,2,2.0,1.0,54800.0,4.0,0.0
952008,5000,2,3.0,1.0,56700.0,4.0,1.0
952031,4902,3,2.0,2.0,85000.0,4.0,3.0
952129,4614,2,2.0,1.0,741050.0,4.0,2.0
952181,4604,1,2.0,4.0,493300.0,4.0,
952233,4630,2,2.0,1.0,65000.0,4.0,2.0
952236,4619,4,2.0,1.0,82000.0,2.0,1.0
952397,4803,0,,,,,
952485,4638,1,,,,,
952559,4904,3,2.0,1.0,277700.0,1.0,2.0
952569,4628,3,1.0,1.0,93100.0,1.0,1.0
952599,4902,1,1.0,4.0,90400.0,4.0,
952624,4636,2,1.0,1.0,54900.0,4.0,1.0
952633,4501,2,4.0,1.0,63500.0,4.0,2.0
952695,4902,4,4.0,1.0,249400.0,4.0,3.0
952783,4632,1,2.0,6.0,11000.0,4.0,
952879,4621,2,2.0,1.0,87530.0,4.0,0.0
952956,4631,2,1.0,3.0,109400.0,4.0,1.0
952968,4701,1,1.0,6.0,24000.0,4.0,
953003,4603,2,2.0,3.0,83200.0,4.0,1.0
953014,4801,1,1.0,6.0,50000.0,4.0,
953083,4623,2,2.0,5.0,40000.0,4.0,
953106,4902,1,1.0,4.0,451000.0,4.0,
953265,4621,3,3.0,1.0,142780.0,4.0,2.0
953314,4625,3,2.0,1.0,150000.0,2.0,1.0
953323,4636,2,2.0,1.0,200500.0,4.0,1.0
953387,4701,1,,,,,
953454,4400,3,1.0,1.0,89000.0,2.0,1.0
953485,4636,2,2.0,3.0,70000.0,4.0,1.0
953538,4623,1,1.0,6.0,96000.0,4.0,
953550,4609,2,1.0,1.0,27350.0,4.0,0.0
953556,4629,0,,,,,
953575,4803,0,,,,,
953663,4618,1,1.0,6.0,18800.0,4.0,
953735,4620,1,1.0,4.0,50000.0,4.0,
953770,4630,1,1.0,6.0,63000.0,4.0,
953792,4619,1,1.0,6.0,35000.0,4.0,
953845,4905,2,2.0,1.0,117100.0,4.0,0.0
953963,4905,4,4.0,1.0,268000.0,2.0,2.0
953975,4614,2,2.0,5.0,28800.0,4.0,
954052,4628,4,4.0,1.0,186000.0,2.0,2.0
954096,4602,2,2.0,1.0,131000.0,4.0,1.0
954141,4631,4,3.0,1.0,346000.0,2.0,1.0
954180,4602,1,2.0,4.0,52000.0,4.0,
954364,4632,5,2.0,1.0,89260.0,2.0,2.0
954381,4501,0,,,,,
954406,4637,4,1.0,3.0,11000.0,3.0,1.0
954477,4400,5,2.0,1.0,41000.0,3.0,0.0
954490,4607,4,2.0,1.0,165000.0,2.0,1.0
954527,4608,1,1.0,4.0,9610.0,4.0,
954572,4701,1,2.0,4.0,99400.0,4.0,
954583,4803,6,6.0,3.0,146000.0,1.0,3.0
954635,4614,2,1.0,2.0,194400.0,4.0,1.0
954676,5000,2,1.0,3.0,42000.0,4.0,2.0
954750,4615,1,,,,,
954762,4629,1,2.0,4.0,164000.0,4.0,
954795,4621,0,,,,,
954878,4622,2,2.0,1.0,60400.0,4.0,0.0
955001,5000,1,2.0,6.0,70800.0,4.0,
955014,4625,2,1.0,1.0,49800.0,4.0,1.0
955279,4611,7,6.0,1.0,479300.0,4.0,3.0
955481,4616,2,2.0,1.0,128400.0,4.0,0.0
955498,4630,3,1.0,1.0,182000.0,1.0,2.0
955620,4627,5,4.0,3.0,113600.0,4.0,3.0
955691,4627,1,1.0,6.0,23730.0,4.0,
955751,4602,1,,,,,
955761,4400,3,4.0,7.0,85000.0,4.0,
955895,4904,2,1.0,3.0,55400.0,4.0,2.0
955976,4629,2,5.0,1.0,220000.0,4.0,2.0
956082,4614,1,1.0,4.0,20000.0,4.0,
956239,4501,2,2.0,1.0,177000.0,4.0,2.0
956260,4611,4,2.0,1.0,61000.0,1.0,2.0
956345,4627,4,1.0,3.0,16400.0,2.0,0.0
956358,5000,4,2.0,1.0,100000.0,2.0,1.0
956390,4905,4,2.0,1.0,141600.0,2.0,2.0
956400,4627,2,2.0,5.0,15000.0,4.0,
956407,4614,0,,,,,
956414,4620,3,2.0,1.0,148000.0,1.0,2.0
956520,4622,2,2.0,1.0,84400.0,4.0,1.0
956538,4503,1,1.0,6.0,18800.0,4.0,
956603,4603,1,,,,,
956691,4619,1,2.0,4.0,49650.0,4.0,
956733,4612,1,1.0,6.0,34200.0,4.0,
956771,4616,4,2.0,3.0,185000.0,3.0,1.0
956815,4620,2,2.0,1.0,144400.0,4.0,2.0
956978,4803,2,3.0,1.0,82000.0,4.0,2.0
957021,4901,2,2.0,1.0,106150.0,4.0,2.0
957139,5000,1,2.0,6.0,0.0,4.0,
957417,4618,3,3.0,3.0,82000.0,4.0,2.0
957484,4614,2,2.0,7.0,33000.0,4.0,
957496,5000,3,1.0,3.0,13180.0,4.0,0.0
957558,4502,4,1.0,2.0,40800.0,1.0,1.0
957606,4636,4,2.0,1.0,100000.0,2.0,1.0
957644,4612,6,4.0,1.0,122300.0,2.0,3.0
957663,4504,2,3.0,1.0,75000.0,4.0,1.0
957668,4609,1,,,,,
957680,4604,1,1.0,4.0,60010.0,4.0,
957700,4618,3,1.0,3.0,40650.0,4.0,2.0
957727,4606,3,3.0,2.0,71000.0,4.0,2.0
957798,4602,1,,,,,
957992,4636,5,3.0,1.0,210300.0,1.0,2.0
958026,4616,4,2.0,1.0,70000.0,3.0,2.0
958050,4625,3,3.0,3.0,84100.0,4.0,2.0
958083,4601,2,4.0,7.0,16600.0,4.0,
958122,4614,1,0.0,6.0,1300.0,4.0,
958189,4636,9,0.0,1.0,18300.0,3.0,2.0
958237,4622,2,2.0,1.0,70700.0,4.0,0.0
958287,4638,2,2.0,1.0,49000.0,4.0,2.0
958324,4604,2,1.0,5.0,59000.0,4.0,
958382,4615,2,2.0,1.0,86000.0,4.0,1.0
958468,4701,1,,,,,
958673,4803,4,3.0,1.0,82800.0,2.0,3.0
958701,4612,2,2.0,3.0,133540.0,4.0,1.0
958772,4803,4,4.0,1.0,81300.0,1.0,2.0
958776,4901,0,,,,,
958808,4602,2,2.0,1.0,65000.0,4.0,2.0
958859,4615,2,2.0,1.0,76200.0,4.0,2.0
958894,4630,1,1.0,6.0,49860.0,4.0,
958910,4620,2,3.0,1.0,80000.0,4.0,1.0
958939,4624,2,2.0,1.0,153000.0,4.0,2.0
958988,4701,3,1.0,3.0,11810.0,3.0,1.0
959017,4400,0,,,,,
959252,4623,5,3.0,3.0,76800.0,2.0,3.0
959261,4602,9,4.0,1.0,74200.0,3.0,3.0
959367,4633,4,2.0,1.0,100000.0,1.0,1.0
959384,4803,3,2.0,1.0,130000.0,4.0,2.0
959407,4616,4,2.0,1.0,185000.0,1.0,2.0
959499,4604,2,2.0,1.0,66880.0,4.0,0.0
959719,4627,2,2.0,1.0,74400.0,4.0,1.0
959768,4621,2,2.0,1.0,16800.0,4.0,0.0
959769,4602,0,,,,,
959883,4614,2,2.0,1.0,100000.0,4.0,1.0
959940,4636,1,0.0,6.0,0.0,4.0,
959967,4902,1,2.0,6.0,150000.0,4.0,
959983,4608,4,2.0,2.0,38000.0,1.0,1.0
960062,4902,4,2.0,1.0,131000.0,2.0,2.0
960104,4604,5,5.0,1.0,1181000.0,2.0,2.0
960130,4603,5,2.0,3.0,100800.0,2.0,2.0
960216,4629,1,1.0,6.0,20500.0,4.0,
960221,4611,1,2.0,6.0,88700.0,4.0,
960348,4702,2,2.0,1.0,91560.0,4.0,1.0
960349,4701,1,,,,,
960397,4501,1,0.0,6.0,21150.0,4.0,
960456,4609,1,,,,,
960599,4613,2,2.0,5.0,84000.0,4.0,
960636,4622,1,1.0,6.0,33400.0,4.0,
960789,4621,2,3.0,1.0,341500.0,4.0,2.0
960878,4638,1,1.0,6.0,11000.0,4.0,
960896,4638,5,3.0,3.0,47800.0,1.0,1.0
961005,5000,1,,,,,
961065,4802,1,1.0,4.0,80600.0,4.0,
961146,4901,1,2.0,4.0,134000.0,4.0,
961240,4618,1,2.0,4.0,33600.0,4.0,
961267,4621,1,,,,,
961397,4803,4,4.0,1.0,86600.0,4.0,1.0
961444,4604,2,2.0,1.0,686000.0,4.0,2.0
961484,5000,0,,,,,
961716,4624,2,2.0,1.0,37700.0,4.0,0.0
961744,4615,1,,,,,
961771,4601,1,1.0,6.0,68000.0,4.0,
961992,4625,4,4.0,1.0,89000.0,4.0,2.0
962051,4633,5,3.0,2.0,144500.0,4.0,3.0
962075,4615,5,1.0,3.0,21200.0,3.0,1.0
962104,4608,1,1.0,6.0,6600.0,4.0,
962170,4613,0,,,,,
962176,4623,2,2.0,1.0,55500.0,4.0,1.0
962208,4622,2,2.0,5.0,20000.0,4.0,
962248,4624,3,2.0,1.0,120000.0,2.0,1.0
962284,4634,2,2.0,2.0,24200.0,4.0,0.0
962296,4626,5,2.0,1.0,83000.0,3.0,2.0
962400,4502,2,1.0,3.0,12800.0,1.0,0.0
962479,4501,3,1.0,3.0,27600.0,2.0,1.0
962528,4625,2,2.0,1.0,105700.0,4.0,0.0
962544,4803,0,,,,,
962607,4629,1,1.0,6.0,30800.0,4.0,
962715,4621,1,1.0,4.0,53000.0,4.0,
962947,4701,2,2.0,1.0,125600.0,4.0,1.0
963034,4501,0,,,,,
963249,4701,4,4.0,5.0,0.0,4.0,
963274,4603,3,3.0,5.0,67400.0,4.0,
963298,4627,2,2.0,1.0,23500.0,4.0,0.0
963306,4601,1,1.0,4.0,40000.0,4.0,
963338,4624,4,3.0,1.0,528500.0,2.0,2.0
963383,4615,1,1.0,4.0,8400.0,4.0,
963531,4604,1,2.0,4.0,451000.0,4.0,
963534,4701,2,2.0,1.0,93600.0,4.0,2.0
963607,4623,1,1.0,6.0,9600.0,4.0,
963813,4624,4,5.0,3.0,73020.0,2.0,1.0
963822,4616,2,2.0,1.0,47000.0,4.0,1.0
963925,4602,4,1.0,1.0,35300.0,1.0,1.0
964052,4634,4,3.0,1.0,451000.0,2.0,1.0
964128,4701,2,2.0,2.0,37200.0,4.0,0.0
964248,4503,1,1.0,6.0,70000.0,4.0,
964293,4905,2,2.0,1.0,100800.0,4.0,2.0
964297,4701,1,,,,,
964306,4604,1,1.0,4.0,52000.0,4.0,
964325,4400,3,1.0,3.0,46000.0,2.0,1.0
964686,4622,3,1.0,1.0,39000.0,1.0,2.0
964745,4619,1,1.0,6.0,18200.0,4.0,
964773,4622,1,0.0,6.0,12900.0,4.0,
964809,4604,2,3.0,5.0,250000.0,4.0,
964824,4702,1,,,,,
964872,4612,2,2.0,7.0,59000.0,4.0,
964903,4701,3,2.0,1.0,23000.0,4.0,1.0
964981,4604,2,2.0,5.0,102000.0,4.0,
965119,4630,4,4.0,1.0,212700.0,2.0,3.0
965124,4701,4,1.0,3.0,40800.0,4.0,0.0
965163,4629,1,1.0,6.0,38500.0,4.0,
965193,4609,1,,,,,
965228,4803,0,,,,,
965232,4603,1,1.0,4.0,20600.0,4.0,
965270,4601,2,0.0,3.0,20500.0,4.0,1.0
965347,4633,3,2.0,1.0,47000.0,1.0,2.0
965359,4701,1,1.0,4.0,18000.0,4.0,
965451,4608,1,1.0,6.0,15600.0,4.0,
965527,4606,1,1.0,6.0,12000.0,4.0,
965557,4635,2,3.0,1.0,647000.0,4.0,2.0
965742,4502,4,2.0,1.0,62000.0,3.0,1.0
965794,4802,3,1.0,3.0,98900.0,4.0,1.0
965832,4609,2,2.0,1.0,322600.0,4.0,1.0
965842,4502,1,2.0,6.0,73000.0,4.0,
965855,4400,1,1.0,4.0,33400.0,4.0,
966013,4634,3,2.0,1.0,138680.0,4.0,3.0
966054,4619,1,2.0,4.0,75000.0,4.0,
966073,4625,3,6.0,3.0,138000.0,4.0,2.0
966121,4629,4,2.0,1.0,33000.0,1.0,2.0
966132,4624,4,2.0,1.0,14400.0,1.0,0.0
966135,4607,3,0.0,3.0,12500.0,4.0,0.0
966220,4501,2,1.0,1.0,24300.0,4.0,0.0
966221,4635,1,1.0,6.0,29500.0,4.0,
966239,4901,4,2.0,1.0,451000.0,2.0,1.0
966249,4702,1,,,,,
966340,4701,3,3.0,1.0,180000.0,2.0,2.0
966362,4628,1,,,,,
966415,4619,1,1.0,6.0,51000.0,4.0,
966579,4635,4,0.0,1.0,35600.0,1.0,2.0
966639,4610,2,2.0,3.0,67900.0,4.0,2.0
966648,4608,5,0.0,1.0,13000.0,3.0,1.0
966725,4628,2,6.0,1.0,245650.0,4.0,1.0
966726,4601,1,1.0,6.0,32800.0,4.0,
966797,4616,3,2.0,1.0,216000.0,1.0,2.0
966980,4622,3,3.0,1.0,71300.0,2.0,2.0
967114,5000,2,2.0,1.0,78040.0,4.0,1.0
967122,4602,6,2.0,3.0,54000.0,3.0,1.0
967125,4603,1,,,,,
967158,4905,2,2.0,1.0,91100.0,4.0,2.0
967260,4902,3,3.0,3.0,37950.0,4.0,3.0
967282,4603,3,2.0,1.0,314000.0,2.0,2.0
967664,4905,5,2.0,1.0,160000.0,3.0,1.0
967671,4629,4,5.0,1.0,175000.0,4.0,3.0
967681,4611,2,2.0,1.0,13000.0,4.0,1.0
967829,4621,1,1.0,4.0,68000.0,4.0,
967886,4605,4,4.0,1.0,66500.0,4.0,3.0
967963,4615,5,1.0,3.0,52000.0,2.0,0.0
968260,4606,3,3.0,1.0,55700.0,4.0,1.0
968284,4637,3,2.0,1.0,16810.0,4.0,1.0
968318,4619,2,1.0,5.0,70000.0,4.0,
968510,4618,2,1.0,1.0,19300.0,4.0,2.0
968642,4638,4,4.0,1.0,63500.0,2.0,3.0
968644,4803,0,,,,,
968706,4504,3,2.0,2.0,66300.0,2.0,2.0
