SERIALNO,PUMA,NP,VEH,HHT,HINCP,HUPAC,WIF
968769,4611,1,1.0,6.0,44000.0,4.0,
968949,4603,2,2.0,1.0,60000.0,4.0,1.0
969032,5000,5,3.0,1.0,43900.0,4.0,1.0
969211,4624,0,,,,,
969329,4622,2,2.0,1.0,183600.0,4.0,1.0
969349,4614,1,1.0,4.0,13400.0,4.0,
969395,4901,3,2.0,1.0,51000.0,2.0,2.0
969559,4613,1,1.0,6.0,118500.0,4.0,
969658,4618,2,3.0,1.0,31000.0,4.0,1.0
969666,4701,8,3.0,7.0,151251.0,2.0,
969678,4701,3,3.0,3.0,50900.0,4.0,2.0
969795,4905,1,0.0,6.0,9600.0,4.0,
969879,4634,4,2.0,1.0,46000.0,3.0,2.0
969886,4802,4,2.0,1.0,71000.0,3.0,1.0
970023,4616,1,1.0,6.0,90000.0,4.0,
970071,4628,1,1.0,4.0,72000.0,4.0,
970152,4607,2,0.0,3.0,6600.0,2.0,1.0
970248,4902,1,1.0,4.0,56000.0,4.0,
970271,4634,2,2.0,1.0,204100.0,4.0,2.0
970331,4601,2,2.0,3.0,475000.0,2.0,1.0
970501,4611,1,1.0,6.0,12710.0,4.0,
970707,4701,3,1.0,3.0,63200.0,4.0,1.0
970835,4637,3,2.0,1.0,29000.0,4.0,3.0
970910,4625,1,2.0,6.0,0.0,4.0,
970913,4615,3,2.0,1.0,48400.0,2.0,2.0
970974,4604,2,2.0,7.0,224700.0,4.0,
971009,4802,1,,,,,
971077,4702,3,2.0,1.0,278000.0,2.0,1.0
971094,4624,1,2.0,4.0,16000.0,4.0,
971327,4803,2,1.0,7.0,23400.0,4.0,
971393,4623,4,1.0,2.0,23700.0,1.0,1.0
971399,4613,5,2.0,1.0,310000.0,3.0,2.0
971485,4603,1,0.0,6.0,13500.0,4.0,
971617,4903,2,2.0,1.0,189000.0,4.0,2.0
971696,5000,2,1.0,1.0,11500.0,4.0,1.0
971707,4702,1,1.0,6.0,52000.0,4.0,
971745,4613,1,1.0,6.0,28100.0,4.0,
971799,5000,4,3.0,1.0,120500.0,2.0,2.0
971844,4801,1,1.0,6.0,35600.0,4.0,
971887,4604,2,2.0,1.0,108000.0,4.0,1.0
971996,4601,3,0.0,3.0,39200.0,2.0,1.0
972013,5000,2,3.0,1.0,146700.0,4.0,1.0
972106,4622,2,2.0,1.0,70100.0,4.0,2.0
972203,4622,4,1.0,1.0,38900.0,2.0,1.0
972334,4615,6,1.0,1.0,27000.0,2.0,1.0
972386,4613,1,1.0,4.0,91000.0,4.0,
972739,4503,1,1.0,4.0,45000.0,4.0,
972740,4604,1,,,,,
972844,4629,1,1.0,4.0,40400.0,4.0,
972862,4614,1,1.0,4.0,6000.0,4.0,
972949,4504,2,4.0,1.0,61300.0,4.0,0.0
972955,4608,4,1.0,3.0,24000.0,2.0,3.0
972974,4603,1,,,,,
973018,4604,1,,,,,
973052,4618,2,2.0,1.0,45200.0,4.0,1.0
973073,4607,6,2.0,1.0,43000.0,3.0,1.0
973131,4636,2,1.0,1.0,50000.0,4.0,1.0
973390,4621,1,,,,,
973636,4602,1,,,,,
973744,4606,1,1.0,4.0,16800.0,4.0,
973779,4400,3,1.0,3.0,18000.0,1.0,0.0
973785,4601,3,1.0,3.0,39100.0,4.0,3.0
973825,4627,3,4.0,1.0,49000.0,4.0,2.0
973913,4504,2,2.0,1.0,461400.0,4.0,2.0
974240,4610,4,5.0,3.0,95000.0,1.0,3.0
974353,4701,1,1.0,6.0,56000.0,4.0,
974432,4701,2,2.0,1.0,0.0,4.0,0.0
974455,4631,2,3.0,1.0,488900.0,4.0,1.0
974499,4636,2,1.0,1.0,109000.0,4.0,2.0
974507,4609,5,3.0,1.0,49400.0,2.0,2.0
974788,4801,3,4.0,1.0,120700.0,4.0,1.0
974995,4607,2,2.0,2.0,0.0,4.0,0.0
975093,4501,3,4.0,1.0,53600.0,4.0,1.0
975110,4701,2,2.0,1.0,46000.0,4.0,1.0
975339,4803,1,,,,,
975381,4601,1,1.0,6.0,13900.0,4.0,
975387,4902,2,2.0,1.0,175000.0,4.0,2.0
975550,4801,3,2.0,1.0,89600.0,4.0,1.0
975607,4502,2,2.0,1.0,54400.0,4.0,1.0
975637,4630,3,1.0,3.0,131700.0,2.0,0.0
975647,4612,1,1.0,4.0,46800.0,4.0,
975985,4701,3,2.0,3.0,121000.0,2.0,2.0
975998,4615,4,2.0,1.0,95000.0,2.0,2.0
976000,4624,3,2.0,1.0,86410.0,4.0,0.0
976041,4602,1,1.0,4.0,49000.0,4.0,
976055,4503,2,2.0,1.0,145000.0,4.0,1.0
976138,4617,1,1.0,6.0,49000.0,4.0,
976386,4631,2,2.0,1.0,135050.0,4.0,2.0
976414,4609,3,2.0,3.0,20400.0,2.0,0.0
976464,4610,2,1.0,1.0,90000.0,4.0,2.0
976467,4605,1,1.0,4.0,1900.0,4.0,
976574,4701,3,1.0,3.0,33500.0,2.0,2.0
976714,4604,4,2.0,1.0,337000.0,2.0,2.0
976943,5000,3,3.0,3.0,74900.0,4.0,2.0
977021,4903,5,1.0,3.0,6800.0,3.0,1.0
977182,4616,1,1.0,6.0,90000.0,4.0,
977183,4604,1,1.0,4.0,9900.0,4.0,
977225,4803,3,2.0,1.0,117000.0,1.0,2.0
977284,4616,0,,,,,
977313,4611,2,2.0,1.0,95100.0,4.0,2.0
977322,4802,2,2.0,1.0,453600.0,4.0,1.0
977344,4701,2,4.0,2.0,134000.0,4.0,2.0
977357,4701,4,3.0,2.0,74000.0,2.0,2.0
977559,4623,5,2.0,1.0,70000.0,3.0,1.0
977583,4625,2,3.0,1.0,142600.0,4.0,1.0
977590,4632,3,2.0,1.0,68300.0,4.0,2.0
977624,4611,1,1.0,4.0,30.0,4.0,
977733,4614,3,1.0,3.0,0.0,3.0,0.0
977784,4605,3,1.0,1.0,57000.0,4.0,1.0
977900,4620,2,2.0,1.0,115000.0,4.0,2.0
978076,4621,1,1.0,6.0,26600.0,4.0,
978156,4701,2,2.0,5.0,78400.0,4.0,
978161,4631,2,2.0,7.0,77800.0,4.0,
978346,5000,1,,,,,
978409,4636,2,2.0,1.0,170300.0,4.0,1.0
978472,4626,3,2.0,1.0,153700.0,4.0,1.0
978498,4624,1,2.0,4.0,42000.0,4.0,
978548,4618,0,,,,,
978549,4636,4,1.0,1.0,76000.0,4.0,2.0
978693,4905,2,1.0,3.0,47000.0,4.0,0.0
978708,4905,2,3.0,1.0,535000.0,4.0,2.0
978881,4701,0,,,,,
978919,4803,2,3.0,1.0,94000.0,4.0,0.0
978923,4803,3,2.0,1.0,42250.0,2.0,0.0
978968,4630,2,2.0,1.0,159000.0,4.0,2.0
979039,4400,1,,,,,
979124,4901,6,2.0,1.0,40000.0,3.0,2.0
979307,4630,4,2.0,1.0,310200.0,2.0,2.0
979378,4902,4,3.0,1.0,125000.0,3.0,1.0
979502,5000,2,1.0,3.0,51500.0,4.0,2.0
979514,4802,8,6.0,1.0,116200.0,3.0,2.0
979528,4631,5,1.0,1.0,10000.0,3.0,1.0
979545,4624,2,2.0,1.0,115900.0,4.0,1.0
979632,5000,1,2.0,4.0,48000.0,4.0,
979691,4626,3,1.0,3.0,6200.0,1.0,0.0
979722,4631,6,3.0,1.0,200000.0,2.0,1.0
979737,4902,2,1.0,3.0,43000.0,4.0,1.0
979745,4602,8,3.0,1.0,100000.0,3.0,3.0
979757,4803,2,2.0,1.0,29200.0,4.0,1.0
979761,4801,3,2.0,3.0,44930.0,2.0,3.0
979914,4801,5,3.0,1.0,140000.0,2.0,2.0
980039,4803,1,,,,,
980135,4604,1,1.0,6.0,190000.0,4.0,
980194,4604,2,2.0,3.0,55200.0,4.0,1.0
980245,4611,1,1.0,4.0,85000.0,4.0,
980255,4632,4,3.0,1.0,75000.0,2.0,2.0
980282,4616,3,2.0,3.0,72600.0,4.0,1.0
980317,4636,3,2.0,1.0,40000.0,4.0,3.0
980321,4629,3,2.0,3.0,119800.0,1.0,2.0
980366,4803,2,2.0,1.0,93300.0,4.0,1.0
980457,4626,3,3.0,1.0,184000.0,4.0,3.0
980735,4616,3,3.0,1.0,289700.0,4.0,3.0
980916,4620,3,3.0,1.0,77510.0,4.0,2.0
980929,4603,2,2.0,5.0,0.0,4.0,
980950,4503,2,2.0,1.0,220000.0,4.0,2.0
980951,4629,2,1.0,1.0,45400.0,4.0,0.0
981102,4624,1,1.0,6.0,62400.0,4.0,
981176,4628,3,3.0,1.0,96800.0,4.0,3.0
981204,4502,2,2.0,1.0,47400.0,4.0,0.0
981228,4626,4,4.0,1.0,33000.0,2.0,2.0
981395,4504,1,1.0,4.0,88000.0,4.0,
981436,4628,4,2.0,1.0,81000.0,2.0,1.0
981459,4626,3,1.0,3.0,17600.0,2.0,1.0
981504,4802,2,2.0,1.0,98300.0,4.0,1.0
981525,5000,2,2.0,1.0,142000.0,4.0,1.0
981632,4903,2,2.0,1.0,155000.0,4.0,2.0
981732,4623,2,2.0,1.0,119400.0,4.0,2.0
981756,5000,4,2.0,1.0,25000.0,1.0,2.0
981809,4802,0,,,,,
981839,5000,0,,,,,
981994,4400,2,2.0,1.0,90000.0,4.0,1.0
982101,4624,2,2.0,1.0,121400.0,4.0,2.0
982107,4619,2,1.0,1.0,41100.0,4.0,2.0
982155,4601,2,3.0,1.0,283000.0,4.0,2.0
982250,4615,1,,,,,
982272,4801,1,,,,,
982280,4629,3,2.0,1.0,60000.0,1.0,1.0
982378,4621,2,2.0,3.0,66100.0,4.0,0.0
982499,4903,2,1.0,3.0,32000.0,4.0,1.0
982536,4701,0,,,,,
982547,4905,4,2.0,1.0,140000.0,1.0,1.0
982580,4617,0,,,,,
982650,4616,3,5.0,1.0,513000.0,4.0,3.0
982651,4502,1,1.0,6.0,41000.0,4.0,
982652,4607,5,4.0,1.0,200900.0,4.0,2.0
982701,4904,4,2.0,1.0,67200.0,3.0,2.0
982714,4802,3,1.0,1.0,139100.0,4.0,2.0
982768,4702,1,0.0,4.0,0.0,4.0,
982944,4601,1,2.0,4.0,11100.0,4.0,
983090,4612,1,1.0,6.0,10000.0,4.0,
983124,4610,1,1.0,6.0,16800.0,4.0,
983130,4626,0,,,,,
983232,4603,2,2.0,1.0,56400.0,4.0,0.0
983277,4619,4,4.0,1.0,101000.0,4.0,3.0
983469,4605,2,2.0,1.0,52000.0,4.0,0.0
983526,4611,1,1.0,6.0,40300.0,4.0,
983532,4628,2,2.0,1.0,68000.0,4.0,2.0
983542,4609,0,,,,,
983756,4901,1,1.0,6.0,50000.0,4.0,
983801,4630,1,4.0,6.0,20000.0,4.0,
983802,4620,2,2.0,1.0,65800.0,4.0,1.0
983834,4627,1,1.0,4.0,59000.0,4.0,
983902,4603,1,1.0,4.0,8400.0,4.0,
983940,4621,1,1.0,6.0,62000.0,4.0,
984023,4611,2,2.0,5.0,171000.0,4.0,
984076,4625,1,,,,,
984266,4618,0,,,,,
984576,4615,0,,,,,
984606,4701,1,,,,,
984607,4400,3,2.0,1.0,28900.0,4.0,2.0
984656,4627,1,1.0,6.0,1800.0,4.0,
984894,4635,5,2.0,1.0,165300.0,3.0,2.0
984948,4905,2,2.0,7.0,46070.0,4.0,
984994,4603,1,1.0,4.0,59300.0,4.0,
984996,4635,6,1.0,3.0,69590.0,2.0,2.0
985197,4501,2,0.0,1.0,75700.0,4.0,2.0
985219,4607,2,2.0,1.0,48200.0,4.0,0.0
985501,4632,3,3.0,1.0,302800.0,4.0,1.0
985589,4625,1,,,,,
985611,4638,3,2.0,3.0,61800.0,2.0,2.0
985711,4614,1,1.0,4.0,15000.0,4.0,
985747,4603,4,2.0,1.0,410000.0,2.0,2.0
985795,4601,1,,,,,
985948,4605,2,1.0,1.0,50000.0,4.0,2.0
985952,4627,2,2.0,7.0,128000.0,4.0,
985965,4607,1,,,,,
985979,4616,4,2.0,1.0,59000.0,2.0,2.0
986028,4606,2,2.0,1.0,105000.0,4.0,2.0
986249,4602,1,,,,,
986370,4620,1,1.0,6.0,9000.0,4.0,
986416,4618,5,1.0,1.0,76100.0,4.0,3.0
986428,4624,4,4.0,1.0,169000.0,4.0,3.0
986429,4613,0,,,,,
986437,4616,3,2.0,1.0,117000.0,1.0,2.0
986462,4618,1,0.0,4.0,19500.0,4.0,
986487,4603,2,2.0,5.0,621000.0,4.0,
986522,4503,1,1.0,4.0,249000.0,4.0,
986566,4608,6,2.0,1.0,17000.0,3.0,1.0
986606,4636,2,2.0,1.0,40000.0,4.0,1.0
986646,4701,0,,,,,
986656,4701,1,1.0,4.0,41500.0,4.0,
986787,4902,2,2.0,1.0,123800.0,4.0,2.0
987052,4903,2,1.0,1.0,86350.0,4.0,0.0
987117,4610,5,6.0,1.0,138000.0,2.0,2.0
987126,4801,3,2.0,1.0,138230.0,2.0,1.0
987138,4604,1,1.0,4.0,30000.0,4.0,
987275,4606,1,,,,,
987379,4400,2,3.0,1.0,45800.0,4.0,1.0
987479,4803,1,1.0,4.0,0.0,4.0,
987501,4904,2,1.0,1.0,39030.0,4.0,0.0
987523,4604,4,2.0,1.0,451000.0,1.0,1.0
987553,4616,3,2.0,1.0,33600.0,4.0,2.0
987575,4905,2,1.0,3.0,36000.0,2.0,1.0
987627,5000,1,1.0,4.0,4800.0,4.0,
987804,4607,3,2.0,1.0,42700.0,4.0,0.0
987810,4901,2,1.0,1.0,46200.0,4.0,2.0
987938,4701,1,,,,,
988092,4607,2,2.0,5.0,96790.0,4.0,
988101,4601,1,1.0,4.0,52000.0,4.0,
988113,5000,3,1.0,3.0,47400.0,1.0,1.0
988210,4607,5,2.0,3.0,23000.0,2.0,2.0
988211,4620,4,3.0,1.0,108300.0,2.0,3.0
988252,4620,2,1.0,1.0,47600.0,4.0,0.0
988389,4501,1,1.0,4.0,32000.0,4.0,
988397,4613,1,2.0,4.0,35000.0,4.0,
988570,4625,3,2.0,1.0,33000.0,1.0,1.0
988576,4601,2,1.0,1.0,76000.0,4.0,0.0
988593,4624,2,1.0,1.0,330500.0,4.0,0.0
988616,4902,2,2.0,1.0,32600.0,4.0,0.0
988658,4616,2,1.0,3.0,29700.0,2.0,0.0
988909,4802,2,1.0,1.0,106000.0,4.0,2.0
989017,4608,1,,,,,
989120,4624,2,3.0,1.0,106600.0,4.0,2.0
989178,4503,3,3.0,3.0,85500.0,2.0,3.0
989242,4634,2,3.0,1.0,485800.0,4.0,1.0
989284,4626,0,,,,,
989305,4400,2,3.0,1.0,83200.0,4.0,1.0
989312,4902,3,3.0,1.0,199000.0,2.0,2.0
989465,4802,1,,,,,
989491,4609,0,,,,,
989539,4618,2,3.0,3.0,85000.0,4.0,2.0
989666,4503,4,3.0,1.0,309000.0,3.0,2.0
989768,5000,5,3.0,1.0,870.0,2.0,1.0
989912,4802,1,,,,,
989917,4620,1,1.0,6.0,48440.0,4.0,
989934,4904,4,2.0,1.0,244000.0,2.0,2.0
990021,4606,5,0.0,1.0,22000.0,3.0,1.0
990129,4623,1,1.0,4.0,65000.0,4.0,
990165,4626,2,1.0,1.0,21200.0,4.0,1.0
990179,4802,2,1.0,5.0,40000.0,4.0,
990282,4701,0,,,,,
990460,4803,3,3.0,1.0,240000.0,4.0,2.0
990476,4701,1,1.0,6.0,17000.0,4.0,
990582,4608,1,1.0,6.0,15600.0,4.0,
990596,4606,6,4.0,1.0,181500.0,4.0,2.0
990617,4503,4,3.0,2.0,208000.0,2.0,1.0
990660,4903,4,2.0,3.0,55500.0,2.0,1.0
990689,4602,5,2.0,1.0,55000.0,2.0,2.0
990711,4616,6,0.0,3.0,180.0,3.0,0.0
990761,4902,3,1.0,3.0,36500.0,2.0,1.0
990822,5000,3,1.0,5.0,12000.0,3.0,
990838,4603,2,1.0,1.0,65000.0,4.0,2.0
990901,4802,2,2.0,1.0,476600.0,4.0,2.0
991039,4606,1,1.0,4.0,30000.0,4.0,
991078,4631,1,1.0,6.0,373300.0,4.0,
991407,4615,0,,,,,
991423,4604,4,2.0,1.0,370000.0,1.0,1.0
991459,4621,0,,,,,
991479,4803,2,2.0,1.0,120100.0,4.0,1.0
991556,4502,2,2.0,1.0,76000.0,4.0,1.0
991581,4603,1,,,,,
991582,4632,1,1.0,4.0,55000.0,4.0,
991689,4903,2,2.0,1.0,42600.0,4.0,1.0
991756,4604,3,4.0,1.0,462500.0,2.0,2.0
991771,4638,2,3.0,1.0,72000.0,4.0,2.0
991814,4631,3,3.0,1.0,157000.0,2.0,2.0
991846,4616,2,1.0,7.0,35550.0,4.0,
991939,4633,4,3.0,1.0,105000.0,2.0,2.0
992050,4609,3,2.0,1.0,110800.0,4.0,2.0
992092,4803,3,3.0,1.0,157100.0,4.0,1.0
992190,4635,2,2.0,1.0,101000.0,4.0,2.0
992304,4622,0,,,,,
992344,4614,1,1.0,4.0,12000.0,4.0,
992402,5000,2,2.0,1.0,100000.0,4.0,2.0
992490,4605,5,1.0,3.0,2000.0,3.0,1.0
992634,4627,2,2.0,2.0,0.0,4.0,0.0
992635,4605,3,2.0,1.0,49800.0,4.0,3.0
992820,4611,2,1.0,7.0,1000.0,4.0,
992878,4611,1,,,,,
992905,4601,0,,,,,
992962,4626,4,1.0,3.0,40000.0,3.0,1.0
992971,4802,2,2.0,3.0,29000.0,4.0,2.0
993028,4608,2,1.0,1.0,32000.0,4.0,1.0
993104,4803,1,4.0,4.0,24300.0,4.0,
993215,4701,1,,,,,
993330,4602,4,2.0,1.0,4500.0,3.0,0.0
993345,4701,2,0.0,3.0,21500.0,2.0,0.0
993346,4701,1,1.0,6.0,117000.0,4.0,
993365,4625,2,3.0,1.0,116200.0,4.0,2.0
993544,4702,1,,,,,
993555,4903,4,3.0,3.0,53000.0,4.0,2.0
993576,4802,2,2.0,1.0,58700.0,4.0,2.0
993779,4902,4,1.0,3.0,13400.0,3.0,1.0
993807,4617,2,2.0,1.0,20700.0,4.0,1.0
993850,5000,3,1.0,3.0,12200.0,2.0,0.0
993865,4618,4,2.0,1.0,52000.0,1.0,1.0
994154,4637,2,1.0,1.0,62000.0,4.0,1.0
994271,4400,4,4.0,1.0,133304.0,2.0,2.0
994447,4635,4,2.0,1.0,21300.0,3.0,3.0
994468,4802,0,,,,,
994496,4502,5,4.0,1.0,44800.0,2.0,2.0
994582,4603,0,,,,,
994779,4905,3,2.0,7.0,2400.0,2.0,
994805,4905,2,2.0,5.0,130000.0,4.0,
994844,4631,2,2.0,1.0,34900.0,4.0,1.0
994913,4701,2,4.0,1.0,404000.0,4.0,0.0
994941,4629,2,2.0,1.0,256000.0,4.0,2.0
994985,4602,1,1.0,6.0,50000.0,4.0,
995037,4624,5,2.0,1.0,160000.0,2.0,1.0
995039,4601,1,1.0,6.0,77400.0,4.0,
995078,4608,4,2.0,1.0,40000.0,2.0,2.0
995091,4630,3,3.0,1.0,155500.0,4.0,3.0
995285,4636,6,5.0,1.0,149300.0,3.0,3.0
995322,5000,2,2.0,3.0,4200.0,1.0,1.0
995429,4632,1,,,,,
995464,4613,3,3.0,2.0,325200.0,2.0,1.0
995509,4637,1,2.0,4.0,120000.0,4.0,
995567,4802,3,2.0,1.0,145000.0,2.0,2.0
995568,4636,1,4.0,4.0,130000.0,4.0,
995589,4637,1,1.0,4.0,25000.0,4.0,
995622,4604,2,2.0,1.0,558000.0,4.0,2.0
995655,4628,4,4.0,1.0,76500.0,2.0,3.0
995681,4701,1,,,,,
995685,4615,2,2.0,1.0,134800.0,4.0,1.0
995851,4631,3,1.0,3.0,102000.0,2.0,1.0
995878,4701,1,1.0,6.0,25100.0,4.0,
995911,4701,4,2.0,2.0,51000.0,1.0,2.0
995947,4603,1,0.0,4.0,0.0,4.0,
995960,4903,4,2.0,1.0,187500.0,1.0,1.0
996003,4631,4,3.0,1.0,70000.0,3.0,1.0
996052,4501,1,1.0,6.0,1200.0,4.0,
996094,4504,2,2.0,1.0,85000.0,4.0,1.0
996150,4615,1,2.0,4.0,189200.0,4.0,
996162,4621,0,,,,,
996243,4903,1,1.0,6.0,21290.0,4.0,
996499,4623,2,2.0,1.0,50120.0,4.0,0.0
996818,4905,1,0.0,6.0,8700.0,4.0,
996831,4605,1,2.0,4.0,75900.0,4.0,
996972,4501,1,3.0,4.0,43000.0,4.0,
997013,4612,1,1.0,4.0,175000.0,4.0,
997023,4627,3,3.0,1.0,217400.0,4.0,2.0
997051,4603,1,,,,,
997281,4603,2,2.0,1.0,184000.0,4.0,1.0
997427,4904,4,2.0,1.0,54100.0,2.0,1.0
997455,4630,2,2.0,1.0,4.0,4.0,0.0
997482,4902,1,,,,,
997524,4627,1,0.0,6.0,42400.0,4.0,
997663,4802,1,,,,,
997777,4602,10,2.0,1.0,96600.0,3.0,2.0
997827,4604,2,2.0,7.0,27700.0,4.0,
997897,4606,1,0.0,4.0,470.0,4.0,
997997,4602,1,1.0,4.0,20400.0,4.0,
998161,4603,1,1.0,4.0,20000.0,4.0,
998226,4621,1,1.0,4.0,44410.0,4.0,
998255,4607,2,2.0,1.0,160000.0,4.0,2.0
998265,4603,2,3.0,2.0,64000.0,4.0,1.0
998266,4616,2,2.0,1.0,40000.0,4.0,1.0
998361,4629,4,2.0,1.0,80000.0,3.0,2.0
998376,4502,2,2.0,1.0,109500.0,4.0,2.0
998441,4612,4,2.0,1.0,272000.0,1.0,2.0
998454,4615,2,1.0,2.0,20800.0,2.0,1.0
998483,4635,3,3.0,1.0,175300.0,4.0,3.0
998509,4606,3,2.0,3.0,38700.0,4.0,2.0
998730,4604,1,1.0,6.0,98100.0,4.0,
998762,4636,2,2.0,1.0,166810.0,4.0,1.0
999049,4612,3,1.0,2.0,31400.0,2.0,1.0
999059,4620,3,1.0,3.0,79000.0,2.0,1.0
999082,4632,4,2.0,1.0,160050.0,3.0,2.0
999120,4624,0,,,,,
999125,4902,3,2.0,1.0,207200.0,4.0,1.0
999145,4630,4,3.0,1.0,111300.0,4.0,2.0
999246,4903,2,2.0,1.0,359700.0,4.0,0.0
999274,4636,4,1.0,1.0,15000.0,2.0,1.0
999333,4802,2,2.0,1.0,10000.0,4.0,1.0
999407,4617,4,3.0,1.0,38000.0,2.0,2.0
999620,4603,0,,,,,
999674,4902,4,3.0,1.0,140000.0,2.0,1.0
999726,4609,4,1.0,3.0,0.0,2.0,0.0
999816,4616,2,3.0,1.0,88000.0,4.0,2.0
999952,4628,2,2.0,1.0,250000.0,4.0,2.0
999955,4624,4,2.0,1.0,180500.0,1.0,2.0
1000059,4619,4,4.0,1.0,128960.0,4.0,3.0
1000181,5000,3,2.0,1.0,80000.0,2.0,2.0
1000388,4604,2,2.0,1.0,125000.0,4.0,2.0
1000390,4607,3,1.0,3.0,51200.0,1.0,2.0
1000444,4628,7,1.0,1.0,10000.0,3.0,1.0
1000495,4603,5,1.0,3.0,16000.0,3.0,1.0
1000611,4605,2,1.0,1.0,46000.0,4.0,1.0
1000752,4604,2,1.0,3.0,63000.0,2.0,1.0
1000800,4501,1,1.0,4.0,39600.0,4.0,
1000950,4618,2,0.0,5.0,45600.0,4.0,
1000997,4609,2,1.0,2.0,90000.0,2.0,1.0
1001023,4604,1,4.0,6.0,200001.0,4.0,
1001083,4616,1,0.0,6.0,16200.0,4.0,
1001173,4604,1,1.0,4.0,150000.0,4.0,
1001280,4614,2,2.0,7.0,19400.0,4.0,
1001390,4638,0,,,,,
1001474,5000,1,,,,,
1001536,4612,4,2.0,1.0,250000.0,1.0,2.0
1001541,4619,2,0.0,3.0,9100.0,2.0,1.0
1001608,4613,3,2.0,1.0,190000.0,1.0,2.0
1001662,4604,1,1.0,4.0,67070.0,4.0,
1001777,4903,2,2.0,1.0,43400.0,4.0,1.0
1001865,5000,1,1.0,6.0,36200.0,4.0,
1001882,4606,2,2.0,1.0,52000.0,4.0,1.0
1001896,4612,1,1.0,4.0,27100.0,4.0,
1002196,4631,5,4.0,1.0,126000.0,2.0,2.0
1002239,4605,5,3.0,1.0,197000.0,2.0,3.0
1002291,4903,1,,,,,
1002363,4901,1,2.0,6.0,26404.0,4.0,
1002423,4638,2,0.0,1.0,0.0,4.0,0.0
1002441,4603,1,1.0,6.0,39000.0,4.0,
1002639,4616,4,1.0,1.0,64200.0,4.0,3.0
1002762,4624,2,2.0,5.0,245000.0,4.0,
1002809,4621,2,2.0,1.0,37501.0,4.0,0.0
1002845,4627,2,2.0,1.0,158000.0,4.0,1.0
1002895,4624,2,2.0,1.0,207000.0,4.0,1.0
1002950,5000,1,1.0,4.0,16900.0,4.0,
1002975,4635,1,1.0,4.0,11300.0,4.0,
1003102,4622,2,2.0,1.0,81800.0,4.0,2.0
1003194,4629,4,3.0,1.0,218000.0,2.0,3.0
1003284,4624,3,2.0,3.0,169000.0,2.0,2.0
1003337,4625,2,2.0,1.0,161000.0,4.0,2.0
1003354,4625,2,1.0,1.0,22000.0,4.0,0.0
1003413,4601,3,3.0,3.0,227450.0,4.0,2.0
1003560,4634,5,2.0,3.0,72000.0,3.0,3.0
1003593,4802,1,,,,,
1003612,4630,1,1.0,6.0,85000.0,4.0,
1003739,4611,7,2.0,3.0,35800.0,2.0,3.0
1003810,4502,3,1.0,3.0,11800.0,1.0,1.0
1003868,4636,0,,,,,
1003930,4604,2,2.0,1.0,85250.0,4.0,2.0
1003960,4638,4,2.0,3.0,16200.0,2.0,1.0
1003965,4803,2,2.0,1.0,84000.0,4.0,2.0
1004138,4903,1,2.0,4.0,40700.0,4.0,
1004205,4633,1,1.0,6.0,24000.0,4.0,
1004407,4905,4,2.0,1.0,90000.0,2.0,1.0
1004443,4604,3,3.0,1.0,181200.0,4.0,3.0
1004487,4606,3,2.0,3.0,71000.0,1.0,1.0
1004563,4901,4,3.0,1.0,121500.0,4.0,3.0
1004630,4607,3,3.0,1.0,60000.0,4.0,1.0
1004640,4614,2,1.0,3.0,30000.0,4.0,1.0
1004850,4901,1,1.0,6.0,96000.0,4.0,
1004860,4802,1,,,,,
1004886,4612,4,2.0,1.0,701000.0,1.0,2.0
1004909,4616,1,1.0,4.0,13700.0,4.0,
1004912,4623,1,,,,,
1005059,4623,3,2.0,1.0,146000.0,2.0,2.0
1005142,4614,3,1.0,1.0,40000.0,2.0,2.0
1005147,4617,5,2.0,1.0,58500.0,2.0,3.0
1005202,4802,5,2.0,1.0,100000.0,3.0,1.0
1005241,4607,4,2.0,2.0,16900.0,4.0,3.0
1005243,4502,1,2.0,4.0,50000.0,4.0,
1005268,4604,3,3.0,1.0,366000.0,4.0,2.0
1005277,4607,2,1.0,1.0,46000.0,4.0,0.0
1005306,4620,1,0.0,6.0,18300.0,4.0,
1005363,4901,4,2.0,3.0,90000.0,3.0,1.0
1005368,4621,3,3.0,1.0,455000.0,2.0,1.0
1005398,4601,0,,,,,
1005424,4634,3,3.0,1.0,62000.0,4.0,1.0
1005486,4502,2,1.0,1.0,127500.0,4.0,0.0
1005543,4626,1,1.0,6.0,34400.0,4.0,
1005589,4603,1,,,,,
1005664,4633,2,1.0,1.0,67350.0,4.0,1.0
1005754,4504,1,1.0,4.0,52000.0,4.0,
1005770,4802,1,,,,,
1005796,5000,1,,,,,
1005808,4903,2,2.0,3.0,48000.0,4.0,2.0
1005842,4633,4,1.0,3.0,51500.0,1.0,0.0
1005912,4803,1,1.0,4.0,60000.0,4.0,
1005983,4620,5,3.0,1.0,69200.0,2.0,1.0
1005984,4604,2,1.0,3.0,42100.0,2.0,1.0
1005987,4628,2,1.0,3.0,67630.0,4.0,1.0
1005998,4602,2,2.0,7.0,140200.0,4.0,
1006031,4637,2,2.0,1.0,190000.0,4.0,2.0
1006143,5000,3,3.0,1.0,82000.0,4.0,0.0
1006160,4601,2,3.0,5.0,86600.0,4.0,
1006173,4624,3,4.0,1.0,137500.0,4.0,3.0
1006236,4613,1,,,,,
1006361,4803,1,1.0,4.0,70000.0,4.0,
1006428,4630,4,2.0,1.0,755000.0,1.0,1.0
