"start_stops","end_stops","r_type","service_id","Road_Index","stop_link_sequence","road_edge_id","r_service_lines","link_travel_time","edge_id","wait_time","walk_time","transit_time","transfer_penalty","day_transit_time","dist"
"F5","N_588","Walk","Walk",0,0,0,"",4266.46019514781,29489,10,4266.46019514781,0,2000,0,4.74051132794201
"F4","N_588","Walk","Walk",0,0,0,"",6031.27807175854,29490,10,6031.27807175854,0,2000,0,6.70142007973171
"D12","N_5886","Walk","Walk",0,0,0,"",682.010476017137,29491,10,682.010476017137,0,2000,0,0.757789417796819
"D13","N_5886","Walk","Walk",0,0,0,"",7849.79710754105,29492,10,7849.79710754105,0,2000,0,8.72199678615673
"D12","N_5887","Walk","Walk",0,0,0,"",6641.43735562516,29493,10,6641.43735562516,0,2000,0,7.37937483958351
"D11","N_5887","Walk","Walk",0,0,0,"",7182.03447692651,29494,10,7182.03447692651,0,2000,0,7.98003830769612
"D12","N_5888","Walk","Walk",0,0,0,"",2230.33417859206,29495,10,2230.33417859206,0,2000,0,2.47814908732451
"D12","N_5889","Walk","Walk",0,0,0,"",2157.70852187479,29496,10,2157.70852187479,0,2000,0,2.39745391319421
"F5","N_589","Walk","Walk",0,0,0,"",4399.0493940542,29497,10,4399.0493940542,0,2000,0,4.88783266006022
"F4","N_589","Walk","Walk",0,0,0,"",5808.65770676268,29498,10,5808.65770676268,0,2000,0,6.4540641186252
"D12","N_5890","Walk","Walk",0,0,0,"",2143.380043671,29499,10,2143.380043671,0,2000,0,2.38153338185667
"D12","N_5891","Walk","Walk",0,0,0,"",2125.76277025586,29500,10,2125.76277025586,0,2000,0,2.36195863361762
"F4","N_59","Walk","Walk",0,0,0,"",11447.1979372653,29501,10,11447.1979372653,0,2000,0,12.7191088191837
"F6","N_590","Walk","Walk",0,0,0,"",2286.84736511463,29502,10,2286.84736511463,0,2000,0,2.54094151679404
"D6","N_590","Walk","Walk",0,0,0,"",5125.7368009721,29503,10,5125.7368009721,0,2000,0,5.69526311219122
"D11","N_5902","Walk","Walk",0,0,0,"",1924.34759336163,29504,10,1924.34759336163,0,2000,0,2.13816399262404
"D11","N_5903","Walk","Walk",0,0,0,"",2028.09832205219,29505,10,2028.09832205219,0,2000,0,2.25344258005799
"D11","N_5904","Walk","Walk",0,0,0,"",1963.62997285772,29506,10,1963.62997285772,0,2000,0,2.18181108095302
"F5","N_591","Walk","Walk",0,0,0,"",12187.9404325548,29507,10,12187.9404325548,0,2000,0,13.542156036172
"D11","N_5919","Walk","Walk",0,0,0,"",5232.27655196052,29508,10,5232.27655196052,0,2000,0,5.81364061328947
"F5","N_592","Walk","Walk",0,0,0,"",11627.5006346419,29509,10,11627.5006346419,0,2000,0,12.9194451496021
"D11","N_5920","Walk","Walk",0,0,0,"",4704.45824578359,29510,10,4704.45824578359,0,2000,0,5.22717582864843
"D11","N_5929","Walk","Walk",0,0,0,"",7251.20238281316,29511,10,7251.20238281316,0,2000,0,8.05689153645907
"D12","N_5929","Walk","Walk",0,0,0,"",7297.6756559414,29512,10,7297.6756559414,0,2000,0,8.10852850660156
"F5","N_593","Walk","Walk",0,0,0,"",11611.9517370464,29513,10,11611.9517370464,0,2000,0,12.9021685967182
"D12","N_5930","Walk","Walk",0,0,0,"",7240.14427685684,29514,10,7240.14427685684,0,2000,0,8.04460475206316
"D11","N_5930","Walk","Walk",0,0,0,"",7326.04286617352,29515,10,7326.04286617352,0,2000,0,8.14004762908169
"D13","N_5931","Walk","Walk",0,0,0,"",4906.04178647289,29516,10,4906.04178647289,0,2000,0,5.45115754052543
"D12","N_5931","Walk","Walk",0,0,0,"",6446.55759451368,29517,10,6446.55759451368,0,2000,0,7.16284177168186
"D13","N_5932","Walk","Walk",0,0,0,"",4910.00346560136,29518,10,4910.00346560136,0,2000,0,5.45555940622373
"D12","N_5932","Walk","Walk",0,0,0,"",6544.17850154639,29519,10,6544.17850154639,0,2000,0,7.27130944616266
"F5","N_594","Walk","Walk",0,0,0,"",10171.1291845278,29520,10,10171.1291845278,0,2000,0,11.3012546494753
"F4","N_594","Walk","Walk",0,0,0,"",10180.6358559728,29521,10,10180.6358559728,0,2000,0,11.3118176177475
"D11","N_5947","Walk","Walk",0,0,0,"",2310.06266727741,29522,10,2310.06266727741,0,2000,0,2.5667362969749
"D11","N_5948","Walk","Walk",0,0,0,"",2378.43765862123,29523,10,2378.43765862123,0,2000,0,2.64270850957915
"D11","N_5949","Walk","Walk",0,0,0,"",2533.29659689041,29524,10,2533.29659689041,0,2000,0,2.81477399654491
"F5","N_595","Walk","Walk",0,0,0,"",10146.7905965221,29525,10,10146.7905965221,0,2000,0,11.2742117739134
"F4","N_595","Walk","Walk",0,0,0,"",10148.7915620909,29526,10,10148.7915620909,0,2000,0,11.2764350689899
"D11","N_5950","Walk","Walk",0,0,0,"",2660.01960653751,29527,10,2660.01960653751,0,2000,0,2.95557734059723
"D11","N_5951","Walk","Walk",0,0,0,"",2600.79466365208,29528,10,2600.79466365208,0,2000,0,2.88977184850231
"D11","N_5952","Walk","Walk",0,0,0,"",2593.16160755567,29529,10,2593.16160755567,0,2000,0,2.88129067506185
